target,query_id,query,pmid,publication_year,journal,title,query_date_utc,truncated
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",33011522,2020,Virology,Structural and antigenic investigation of Usutu virus envelope protein domain III.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",33066262,2020,Vaccines,A Recombinant Zika Virus Envelope Protein with Mutations in the Conserved Fusion Loop Leads to Reduced Antibody Cross-Reactivity upon Vaccination.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",33104760,2020,PLoS pathogens,MAVS regulates the quality of the antibody response to West-Nile Virus.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",33253280,2020,PloS one,Serosurvey for dengue virus infection among pregnant women in the West Nile virus enzootic community of El Paso Texas.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",33421988,2021,BMC immunology,Enhancement of Zika virus infection by antibodies from West Nile virus seropositive individuals with no history of clinical infection.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",33477363,2021,Vaccines,Plant-Produced Antigen Displaying Virus-Like Particles Evokes Potent Antibody Responses against West Nile Virus in Mice.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",33669414,2021,Vaccines,A Bacterially-Expressed Recombinant Envelope Protein from Usutu Virus Induces Neutralizing Antibodies in Rabbits.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",33911132,2021,Scientific reports,Development of a highly specific serodiagnostic ELISA for West Nile virus infection using subviral particles.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",34417300,2021,Proceedings of the National Academy of Sciences of the United States of America,Structure of Usutu virus SAAR-1776 displays fusion loop asymmetry.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",34458161,2021,Frontiers in cellular and infection microbiology,Linear and Continuous Flavivirus Epitopes From Naturally Infected Humans.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",34589108,2021,Frontiers in plant science,A Plant-Produced Virus-Like Particle Displaying Envelope Protein Domain III Elicits an Immune Response Against West Nile Virus in Mice.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",34634945,2021,mBio,Human Monoclonal Antibodies against NS1 Protein Protect against Lethal West Nile Virus Infection.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",34635758,2021,Scientific reports,Development of peptides targeting receptor binding site of the envelope glycoprotein to contain the West Nile virus infection.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",34919790,2022,Transboundary and emerging diseases,Serological differentiation of West Nile virus- and Usutu virus-induced antibodies by envelope proteins with modified cross-reactive epitopes.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",35215177,2022,"Pathogens (Basel, Switzerland)",Enhanced Seroconversion to West Nile Virus Proteins in Mice by West Nile Kunjin Replicon Virus-like Particles Expressing Glycoproteins from Crimean-Congo Hemorrhagic Fever Virus.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",35215941,2022,Viruses,High-Throughput Platform for Detection of Neutralizing Antibodies Using Flavivirus Reporter Replicon Particles.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",35432292,2022,Frontiers in microbiology,Engineering the Single Domain Antibodies Targeting Receptor Binding Motifs Within the Domain III of West Nile Virus Envelope Glycoprotein.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",35887069,2022,International journal of molecular sciences,Can Modern Molecular Modeling Methods Help Find the Area of Potential Vulnerability of Flaviviruses?,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",36298768,2022,Viruses,The Japanese Encephalitis Antigenic Complex Viruses: From Structure to Immunity.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",36471432,2022,Tropical medicine and health,Vaccination with a Zika virus envelope domain III protein induces neutralizing antibodies and partial protection against Asian genotype in immunocompetent mice.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",36580873,2023,Veterinary microbiology,Immunization with Usutu virus and with a chimeric West Nile virus (WNV) harboring Usutu-E protein protects immunocompetent adult mice against lethal challenges with different WNV lineage 1 and 2 strains.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",36851075,2023,Vaccines,Antibody-Dependent Enhancement Activity of a Plant-Made Vaccine against West Nile Virus.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",37158835,2023,BMC infectious diseases,Comparing the performance of dengue virus IgG and IgG-capture enzyme-linked immunosorbent assays in seroprevalence study.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",37808865,2023,medRxiv : the preprint server for health sciences,Detection of anti-premembrane antibody as a specific marker of four flavivirus serocomplexes and its application to serosurveillance in endemic regions.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",37831184,2023,Applied microbiology and biotechnology,Development of flavivirus subviral particles with low cross-reactivity by mutations of a distinct antigenic domain.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",38035335,2023,Frontiers in cellular and infection microbiology,Immunization with different recombinant West Nile virus envelope proteins induces varying levels of serological cross-reactivity and protection from infection.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",38163752,2024,Emerging microbes & infections,Detection of anti-premembrane antibody as a specific marker of four flavivirus serocomplexes and its application to serosurveillance in endemic regions.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",38687079,2024,Microbiology spectrum,In vitro enhancement of Zika virus infection by preexisting West Nile virus antibodies in human plasma-derived immunoglobulins revealed after P2 binding site-specific enrichment.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",39083139,2024,Journal of molecular modeling,Predicting immune response targets in orthoflaviviruses through sequence homology and computational analysis.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",39617074,2025,Microbial pathogenesis,From bytes to bites: In-silico creation of a novel multi-epitope vaccine against Murray Valley Encephalitis Virus.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",40078908,2023,Biosafety and health,The recombinant truncated envelope protein of West Nile virus adjuvanted with Alum/CpG induces potent humoral and T cell immunity in mice.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",40207881,2025,Journal of medical virology,"Seropositivity to Dengue, Zika, Yellow Fever, and West Nile Viruses in Senegal, West Africa.",2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",40401969,2025,Microbiology spectrum,Identification of West Nile virus infection by anti-premembrane antibodies in Nicaraguan children prior to 2007-2009.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",40432061,2025,Vaccines,From Antibodies to Immunity: Assessing Correlates of Flavivirus Protection and Cross-Reactivity.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",40770485,2025,Scientific reports,"Serological differentiation of West Nile, Usutu, and tick-borne encephalitis virus antibodies in birds and horses using mutant E protein ELISAs.",2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",41150403,2025,Vaccines,Orthoflavivirus Vaccine Platforms: Current Strategies and Challenges.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",41157627,2025,Viruses,Differentiation of West Nile and Usutu Virus Infections by Antibodies Directed to the Non-Structural Protein 1.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",41441644,2025,Vaccines,Adenoviral Vectors Expressing Optimized preM/E Genes of WNV Deliver Long-Term Protection Against Lethal West Nile Virus Challenge.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",41518987,2026,Computational biology and chemistry,In silico post-hoc analysis of a clinically tested recombinant West Nile virus envelope protein vaccine.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",41993435,2026,bioRxiv : the preprint server for biology,Human antibodies against West Nile and related orthoflaviviruses.,2026-05-01T06:38:30Z,1
WNV_E,W1,"(""West Nile virus"" OR WNV OR Kunjin) AND (""envelope"" OR ""E protein"" OR ""EDIII"") AND (escape OR neutralization OR epitope)",42060779,2026,Journal of clinical microbiology,Identification of multiple arbovirus infections/exposure in Northeastern Brazil using a multiplex microsphere immunoassay.,2026-05-01T06:38:30Z,1
WNV_E,W2,"""West Nile virus"" AND ""deep mutational scanning""",41306642,2025,Virus evolution,"Constraint in West Nile virus envelope protein across mosquito, human, and avian host cell environments.",2026-05-01T06:38:30Z,0
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",19005021,2009,Clinical and vaccine immunology : CVI,Use of a surrogate chimeric virus to detect West Nile virus-neutralizing antibodies in avian and equine sera.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",19008394,2008,The Journal of general virology,A glycosylated peptide in the West Nile virus envelope protein is immunogenic during equine infection.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",19070640,2009,Vaccine,Recombinant vesicular stomatitis virus-based west Nile vaccine elicits strong humoral and cellular immune responses and protects mice against lethal challenge with the virulent west Nile virus strain LSU-AR01.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",19073745,2009,Journal of virology,Construction and characterization of a single-cycle chimeric flavivirus vaccine candidate that protects mice against lethal challenge with dengue virus type 2.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",19110693,2008,Journal of zoo and wildlife medicine : official publication of the American Association of Zoo Veterinarians,Serologic response to West Nile virus vaccination in the greater one-horned rhinoceros (Rhinoceros unicornis).,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",19264660,2009,The Journal of general virology,On a mouse monoclonal antibody that neutralizes all four dengue virus serotypes.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",19297614,2009,Clinical and vaccine immunology : CVI,Development of a human-murine chimeric immunoglobulin M antibody for use in the serological detection of human flavivirus antibodies.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",19321694,2009,Clinical and vaccine immunology : CVI,Evaluation of an epitope-blocking enzyme-linked immunosorbent assay for the diagnosis of West Nile virus infections in humans.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",19402765,2010,"Vector borne and zoonotic diseases (Larchmont, N.Y.)",Susceptibility of fox squirrels (Sciurus niger) to West Nile virus by oral exposure.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",19407139,2009,The American journal of tropical medicine and hygiene,Humoral immunity to West Nile virus is long-lasting and protective in the house sparrow (Passer domesticus).,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",19409841,2009,Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology,Highly specific detection of antibodies to tick-borne encephalitis (TBE) virus in humans using a domain III antigen and a sensitive immune complex (IC) ELISA.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",19478866,2009,PLoS pathogens,A therapeutic antibody against west nile virus neutralizes infection by blocking fusion within endosomes.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",19527169,2009,The Journal of infectious diseases,Development of resistance to passive therapy with a potently neutralizing humanized monoclonal antibody against West Nile virus.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",19535627,2009,"Journal of immunology (Baltimore, Md. : 1950)",Fusion loop peptide of the West Nile virus envelope protein is essential for pathogenesis and is recognized by a therapeutic cross-reactive human monoclonal antibody.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",19641099,2009,Clinical and vaccine immunology : CVI,Immunogenicity and protective efficacy of a recombinant subunit West Nile virus vaccine in rhesus monkeys.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",19656495,2009,Vaccine,DNA vaccines expressing retrovirus-like particles are efficient immunogens to induce neutralizing antibodies.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",19659514,2010,Clinical transplantation,Impact of rituximab-associated B-cell defects on West Nile virus meningoencephalitis in solid organ transplant recipients.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",19779714,2010,"Cancer immunology, immunotherapy : CII",Direct discovery and validation of a peptide/MHC epitope expressed in primary human breast cancer cells using a TCRm monoclonal antibody with profound antitumor properties.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",19816558,2009,PLoS pathogens,IL-10 signaling blockade controls murine West Nile virus infection.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",19861071,2009,Emerging infectious diseases,"West Nile virus infection in plasma of blood and plasma donors, United States.",2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",19941401,2009,Acta virologica,Early death of Japanese encephalitis virus-infected mice administered a neutralizing cross-reactive monoclonal antibody against glycoprotein E.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",19996451,2009,The American journal of tropical medicine and hygiene,Prevalence of West Nile virus in migratory birds during spring and fall migration.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",20089143,2010,BMC immunology,Anti-West Nile virus activity of in vitro expanded human primary natural killer cells.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",20133644,2010,Proceedings of the National Academy of Sciences of the United States of America,Monoclonal antibody produced in plants efficiently treats West Nile virus infection in mice.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",20350945,2010,Antimicrobial agents and chemotherapy,"Safety and pharmacokinetics of single intravenous dose of MGAWN1, a novel monoclonal antibody to West Nile virus.",2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",20462412,2010,Virology journal,Enhancement of anti-DIII antibodies by the C3d derivative P28 results in lower viral titers and augments protection in mice.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",20488206,2010,Journal of virological methods,Mammalian expression of functional autologous red cell agglutination reagents for use in diagnostic assays.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",20495123,2010,Journal of animal science,The influence of vitamin E on immune function and response to vaccination in older horses.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",20519618,2010,The American journal of tropical medicine and hygiene,"Evaluation of RepliVAX WN, a single-cycle flavivirus vaccine, in a non-human primate model of West Nile virus infection.",2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",20678586,2010,Vaccine,Immunogenicity and efficacy of two types of West Nile virus-like particles different in size and maturation as a second-generation vaccine candidate.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",20956322,2010,Proceedings of the National Academy of Sciences of the United States of America,Neutralization of West Nile virus by cross-linking of its surface proteins with Fab fragments of the human monoclonal antibody CR4354.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",21148499,2011,The Journal of infectious diseases,"Phase II, randomized, double-blind, placebo-controlled, multicenter study to investigate the immunogenicity and safety of a West Nile virus vaccine in healthy adults.",2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",21223533,2011,Transboundary and emerging diseases,Antibody response in horses following experimental infection with West Nile Virus lineages 1 and 2.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",21244452,2011,Letters in applied microbiology,Development and evaluation of an immunochromatographic strip for the detection of Human cytomegalovirus.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",21264311,2011,PloS one,A broadly flavivirus cross-neutralizing monoclonal antibody that recognizes a novel epitope within the fusion loop of E protein.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",21329491,2011,Bioscience reports,Dengue protease activity: the structural integrity and interaction of NS2B with NS3 protease and its potential as a drug target.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",21349291,2011,Journal of virological methods,Real-time monitoring of flavivirus induced cytopathogenesis using cell electric impedance technology.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",21358270,2011,Human vaccines,Geminiviral vectors based on bean yellow dwarf virus for production of vaccine antigens and monoclonal antibodies in plants.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",21375771,2011,Virology journal,Identification of a conserved JEV serocomplex B-cell epitope by screening a phage-display peptide library with a mAb generated against West Nile virus capsid protein.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",21398392,2011,The Journal of infectious diseases,A West Nile virus DNA vaccine utilizing a modified promoter induces neutralizing antibody in younger and older healthy adults in a phase I clinical trial.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",21419800,2011,Journal of virological methods,Development and evaluation of a new epitope-blocking ELISA for universal detection of antibodies to West Nile virus.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",21438694,2011,"Vector borne and zoonotic diseases (Larchmont, N.Y.)",First serological evidence of West Nile virus activity in horses in Serbia.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",21457323,2011,Journal of veterinary internal medicine,Equine encephalomyelitis outbreak caused by a genetic lineage 2 West Nile virus in Hungary.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",21554903,2011,Antiviral research,Treatment of spatial memory impairment in hamsters infected with West Nile virus using a humanized monoclonal antibody MGAWN1.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",21592984,2011,The Journal of infectious diseases,A tick-borne encephalitis virus vaccine based on the European prototype strain induces broadly reactive cross-neutralizing antibodies in humans.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",21596075,2011,Vaccine,A DNA vaccine encoding the E protein of West Nile virus is protective and can be boosted by recombinant domain DIII.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",21738473,2011,PLoS pathogens,A dynamic landscape for antibody binding modulates antibody-mediated neutralization of West Nile virus.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",21880758,2011,Journal of virology,A fusion-loop antibody enhances the infectious properties of immature flavivirus particles.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",22187532,2012,Journal of biomedicine & biotechnology,A novel system for rapid and cost-effective production of detection and diagnostic reagents of West Nile virus in plants.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",22190400,2012,Clinical and vaccine immunology : CVI,New sensitive competitive enzyme-linked immunosorbent assay using a monoclonal antibody against nonstructural protein 1 of West Nile virus NY99.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",22217162,2012,"Vector borne and zoonotic diseases (Larchmont, N.Y.)",A diagnostic algorithm to serologically differentiate West Nile virus from Japanese encephalitis virus infections and its validation in field surveillance of poultry and horses.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",22244913,2012,Virology,A West Nile virus CD4 T cell epitope improves the immunogenicity of dengue virus serotype 2 vaccines.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",22258236,2012,Journal of virology,A novel approach for the rapid mutagenesis and directed evolution of the structural genes of west nile virus.,2026-05-01T06:38:30Z,1
WNV_E,W3,"(""West Nile virus"" OR WNV) AND (""monoclonal antibody"" OR ""neutralizing antibody"")",22312974,2011,Avian diseases,Glycosylation of the envelope protein of West Nile Virus affects its replication in chicks.,2026-05-01T06:38:30Z,1
