threshold,pathogen,best_combo,dms_f1,n_gt_positions
30,H3N2,rank(P*E) + LocalContrast(z=1.0),0.3333,156
30,H3N2,rank(P*E) + LocalContrast(z=1.5),0.1474,156
30,H3N2,rank(P*E) + LocalContrast(z=2.0),0.0373,156
30,H3N2,"rank(P*E) + CUSUM(d=0.3,h=3.0)",0.1387,156
30,H3N2,"rank(P*E) + CUSUM(d=0.5,h=4.0)",0.025,156
30,H3N2,"rank(P*E) + CUSUM(d=0.5,h=5.0)",0.0127,156
30,H3N2,rank(P*E) + AdaptiveKnee,0.4989,156
30,H3N2,rank(P*E) + ScoreDBSCAN(ep=8),0.0896,156
30,H3N2,rank(P*E) + ScoreDBSCAN(ep=15),0.3625,156
30,H3N2,rank(P*E) + Spectral(z=1.5),0.1836,156
30,H3N2,rank(P*E) + Spectral(z=2.0),0.0787,156
30,H3N2,rank(P*E) + Ensemble(v>=2),0.274,156
30,H3N2,rank(P*E) + Ensemble(v>=3),0.1875,156
30,H3N2,rank(P*E) + AdaptWin(s=90),0.4872,156
30,H3N2,rank(P*E) + AdaptWin(s=85),0.4582,156
30,H3N2,rank(P*E) + FreqThresh(p=80),0.3774,156
30,H3N2,rank(P*E) + FreqThresh(p=85),0.2857,156
30,H3N2,rank(P*E) + FreqThresh(p=90),0.2464,156
30,H3N2,rank(P*E) + FreqThresh(p=95),0.1848,156
30,H3N2,"rank(P*E) + SWAN(w=10,k=1.0)",0.4647,156
30,H3N2,"rank(P*E) + SWAN(w=10,k=1.5)",0.4621,156
30,H3N2,"rank(P*E) + SWAN(w=10,k=2.0)",0.3968,156
30,H3N2,"rank(P*E) + SWAN(w=20,k=1.0)",0.4818,156
30,H3N2,"rank(P*E) + SWAN(w=20,k=1.5)",0.4665,156
30,H3N2,"rank(P*E) + SWAN(w=20,k=2.0)",0.4245,156
30,H3N2,"rank(P*E) + SWAN(w=50,k=1.0)",0.4637,156
30,H3N2,"rank(P*E) + SWAN(w=50,k=1.5)",0.3853,156
30,H3N2,"rank(P*E) + SWAN(w=50,k=2.0)",0.388,156
30,H3N2,rank(P*E) + MutClust-Orig(g=10),0.4464,156
10,HIV-1,E*rare + Wavelet(t=1.0),0.2481,54
10,HIV-1,E*rare + Wavelet(t=1.5),0.1495,54
10,HIV-1,E*rare + Wavelet(t=2.0),0.0779,54
10,HIV-1,E*rare + KDE(p=75),0.3114,54
10,HIV-1,E*rare + KDE(p=80),0.3472,54
10,HIV-1,E*rare + KDE(p=85),0.2623,54
10,HIV-1,E*rare + SlidingTest(p=0.01),0.2542,54
10,HIV-1,E*rare + SlidingTest(p=0.05),0.2403,54
10,HIV-1,E*rare + GradPeak(p=0.2),0.0,54
10,HIV-1,E*rare + GradPeak(p=0.5),0.0,54
10,HIV-1,E*rare + LocalContrast(z=1.0),0.0775,54
10,HIV-1,E*rare + LocalContrast(z=1.5),0.0674,54
10,HIV-1,E*rare + LocalContrast(z=2.0),0.0286,54
10,HIV-1,"E*rare + CUSUM(d=0.3,h=3.0)",0.0952,54
10,HIV-1,"E*rare + CUSUM(d=0.5,h=4.0)",0.0882,54
10,HIV-1,"E*rare + CUSUM(d=0.5,h=5.0)",0.0615,54
10,HIV-1,E*rare + AdaptiveKnee,0.146,54
10,HIV-1,E*rare + ScoreDBSCAN(ep=8),0.1634,54
10,HIV-1,E*rare + ScoreDBSCAN(ep=15),0.2178,54
10,HIV-1,E*rare + Spectral(z=1.5),0.0899,54
10,HIV-1,E*rare + Spectral(z=2.0),0.0822,54
10,HIV-1,E*rare + Ensemble(v>=2),0.101,54
10,HIV-1,E*rare + Ensemble(v>=3),0.0698,54
10,HIV-1,E*rare + AdaptWin(s=90),0.249,54
10,HIV-1,E*rare + AdaptWin(s=85),0.2268,54
10,HIV-1,E*rare + FreqThresh(p=80),0.1806,54
10,HIV-1,E*rare + FreqThresh(p=85),0.1475,54
10,HIV-1,E*rare + FreqThresh(p=90),0.101,54
10,HIV-1,E*rare + FreqThresh(p=95),0.0779,54
10,HIV-1,"E*rare + SWAN(w=10,k=1.0)",0.2101,54
10,HIV-1,"E*rare + SWAN(w=10,k=1.5)",0.2055,54
10,HIV-1,"E*rare + SWAN(w=10,k=2.0)",0.2212,54
10,HIV-1,"E*rare + SWAN(w=20,k=1.0)",0.2113,54
10,HIV-1,"E*rare + SWAN(w=20,k=1.5)",0.2069,54
10,HIV-1,"E*rare + SWAN(w=20,k=2.0)",0.1928,54
10,HIV-1,"E*rare + SWAN(w=50,k=1.0)",0.2332,54
10,HIV-1,"E*rare + SWAN(w=50,k=1.5)",0.234,54
10,HIV-1,"E*rare + SWAN(w=50,k=2.0)",0.234,54
10,HIV-1,E*rare + MutClust-Orig(g=10),0.2169,54
10,HIV-1,P*E*rare + Wavelet(t=1.0),0.229,54
10,HIV-1,P*E*rare + Wavelet(t=1.5),0.1509,54
10,HIV-1,P*E*rare + Wavelet(t=2.0),0.0,54
10,HIV-1,P*E*rare + KDE(p=75),0.3114,54
10,HIV-1,P*E*rare + KDE(p=80),0.3472,54
10,HIV-1,P*E*rare + KDE(p=85),0.2787,54
10,HIV-1,P*E*rare + SlidingTest(p=0.01),0.249,54
10,HIV-1,P*E*rare + SlidingTest(p=0.05),0.2317,54
10,HIV-1,P*E*rare + GradPeak(p=0.2),0.0,54
10,HIV-1,P*E*rare + GradPeak(p=0.5),0.0,54
10,HIV-1,P*E*rare + LocalContrast(z=1.0),0.093,54
10,HIV-1,P*E*rare + LocalContrast(z=1.5),0.0449,54
10,HIV-1,P*E*rare + LocalContrast(z=2.0),0.0282,54
10,HIV-1,"P*E*rare + CUSUM(d=0.3,h=3.0)",0.1176,54
10,HIV-1,"P*E*rare + CUSUM(d=0.5,h=4.0)",0.087,54
10,HIV-1,"P*E*rare + CUSUM(d=0.5,h=5.0)",0.0308,54
10,HIV-1,P*E*rare + AdaptiveKnee,0.069,54
10,HIV-1,P*E*rare + ScoreDBSCAN(ep=8),0.1469,54
10,HIV-1,P*E*rare + ScoreDBSCAN(ep=15),0.2213,54
10,HIV-1,P*E*rare + Spectral(z=1.5),0.1099,54
10,HIV-1,P*E*rare + Spectral(z=2.0),0.0811,54
10,HIV-1,P*E*rare + Ensemble(v>=2),0.0606,54
10,HIV-1,P*E*rare + Ensemble(v>=3),0.05,54
10,HIV-1,P*E*rare + AdaptWin(s=90),0.2479,54
10,HIV-1,P*E*rare + AdaptWin(s=85),0.2145,54
10,HIV-1,P*E*rare + FreqThresh(p=80),0.1806,54
10,HIV-1,P*E*rare + FreqThresh(p=85),0.1311,54
10,HIV-1,P*E*rare + FreqThresh(p=90),0.0606,54
10,HIV-1,P*E*rare + FreqThresh(p=95),0.0519,54
10,HIV-1,"P*E*rare + SWAN(w=10,k=1.0)",0.2061,54
10,HIV-1,"P*E*rare + SWAN(w=10,k=1.5)",0.2093,54
10,HIV-1,"P*E*rare + SWAN(w=10,k=2.0)",0.24,54
10,HIV-1,"P*E*rare + SWAN(w=20,k=1.0)",0.2214,54
10,HIV-1,"P*E*rare + SWAN(w=20,k=1.5)",0.203,54
10,HIV-1,"P*E*rare + SWAN(w=20,k=2.0)",0.2101,54
10,HIV-1,"P*E*rare + SWAN(w=50,k=1.0)",0.2292,54
10,HIV-1,"P*E*rare + SWAN(w=50,k=1.5)",0.2316,54
10,HIV-1,"P*E*rare + SWAN(w=50,k=2.0)",0.2316,54
10,HIV-1,P*E*rare + MutClust-Orig(g=10),0.2217,54
10,HIV-1,minority_E + Wavelet(t=1.0),0.2727,54
10,HIV-1,minority_E + Wavelet(t=1.5),0.3226,54
10,HIV-1,minority_E + Wavelet(t=2.0),0.2651,54
10,HIV-1,minority_E + KDE(p=75),0.1317,54
10,HIV-1,minority_E + KDE(p=80),0.125,54
10,HIV-1,minority_E + KDE(p=85),0.1475,54
10,HIV-1,minority_E + SlidingTest(p=0.01),0.1345,54
10,HIV-1,minority_E + SlidingTest(p=0.05),0.1731,54
10,HIV-1,minority_E + GradPeak(p=0.2),0.0333,54
10,HIV-1,minority_E + LocalContrast(z=1.0),0.1194,54
10,HIV-1,minority_E + LocalContrast(z=1.5),0.129,54
10,HIV-1,minority_E + LocalContrast(z=2.0),0.0896,54
10,HIV-1,"minority_E + CUSUM(d=0.3,h=3.0)",0.087,54
10,HIV-1,"minority_E + CUSUM(d=0.5,h=4.0)",0.0345,54
10,HIV-1,"minority_E + CUSUM(d=0.5,h=5.0)",0.0,54
10,HIV-1,minority_E + AdaptiveKnee,0.2098,54
10,HIV-1,minority_E + ScoreDBSCAN(ep=8),0.1723,54
10,HIV-1,minority_E + ScoreDBSCAN(ep=15),0.2103,54
10,HIV-1,minority_E + Spectral(z=1.5),0.0652,54
10,HIV-1,minority_E + Spectral(z=2.0),0.0263,54
10,HIV-1,minority_E + Ensemble(v>=2),0.101,54
10,HIV-1,minority_E + Ensemble(v>=3),0.1067,54
10,HIV-1,minority_E + AdaptWin(s=90),0.2222,54
10,HIV-1,minority_E + AdaptWin(s=85),0.2232,54
10,HIV-1,minority_E + FreqThresh(p=80),0.125,54
10,HIV-1,minority_E + FreqThresh(p=85),0.1475,54
10,HIV-1,minority_E + FreqThresh(p=90),0.101,54
10,HIV-1,minority_E + FreqThresh(p=95),0.1039,54
10,HIV-1,"minority_E + SWAN(w=10,k=1.0)",0.2197,54
10,HIV-1,"minority_E + SWAN(w=10,k=1.5)",0.1767,54
10,HIV-1,"minority_E + SWAN(w=10,k=2.0)",0.1032,54
10,HIV-1,"minority_E + SWAN(w=20,k=1.0)",0.2175,54
10,HIV-1,"minority_E + SWAN(w=20,k=1.5)",0.2066,54
10,HIV-1,"minority_E + SWAN(w=20,k=2.0)",0.1714,54
10,HIV-1,"minority_E + SWAN(w=50,k=1.0)",0.2153,54
10,HIV-1,"minority_E + SWAN(w=50,k=1.5)",0.2214,54
10,HIV-1,"minority_E + SWAN(w=50,k=2.0)",0.2263,54
10,HIV-1,minority_E + MutClust-Orig(g=10),0.2143,54
10,HIV-1,P*minority_E + Wavelet(t=1.0),0.2329,54
10,HIV-1,P*minority_E + Wavelet(t=1.5),0.2889,54
10,HIV-1,P*minority_E + Wavelet(t=2.0),0.1558,54
10,HIV-1,P*minority_E + KDE(p=75),0.1916,54
10,HIV-1,P*minority_E + KDE(p=80),0.1806,54
10,HIV-1,P*minority_E + KDE(p=85),0.1311,54
10,HIV-1,P*minority_E + SlidingTest(p=0.01),0.1,54
10,HIV-1,P*minority_E + SlidingTest(p=0.05),0.2181,54
10,HIV-1,P*minority_E + GradPeak(p=0.2),0.0,54
10,HIV-1,P*minority_E + LocalContrast(z=1.0),0.126,54
10,HIV-1,P*minority_E + LocalContrast(z=1.5),0.1124,54
10,HIV-1,P*minority_E + LocalContrast(z=2.0),0.0909,54
10,HIV-1,"P*minority_E + CUSUM(d=0.3,h=3.0)",0.0789,54
10,HIV-1,"P*minority_E + CUSUM(d=0.5,h=4.0)",0.0,54
10,HIV-1,"P*minority_E + CUSUM(d=0.5,h=5.0)",0.0351,54
10,HIV-1,P*minority_E + AdaptiveKnee,0.224,54
10,HIV-1,P*minority_E + ScoreDBSCAN(ep=8),0.1569,54
10,HIV-1,P*minority_E + ScoreDBSCAN(ep=15),0.2009,54
10,HIV-1,P*minority_E + Spectral(z=1.5),0.086,54
10,HIV-1,P*minority_E + Spectral(z=2.0),0.0,54
10,HIV-1,P*minority_E + Ensemble(v>=2),0.099,54
10,HIV-1,P*minority_E + Ensemble(v>=3),0.0333,54
10,HIV-1,P*minority_E + AdaptWin(s=90),0.2316,54
10,HIV-1,P*minority_E + AdaptWin(s=85),0.231,54
10,HIV-1,P*minority_E + FreqThresh(p=80),0.1389,54
10,HIV-1,P*minority_E + FreqThresh(p=85),0.1311,54
10,HIV-1,P*minority_E + FreqThresh(p=90),0.101,54
10,HIV-1,P*minority_E + FreqThresh(p=95),0.1039,54
10,HIV-1,"P*minority_E + SWAN(w=10,k=1.0)",0.2296,54
10,HIV-1,"P*minority_E + SWAN(w=10,k=1.5)",0.1993,54
10,HIV-1,"P*minority_E + SWAN(w=10,k=2.0)",0.1724,54
10,HIV-1,"P*minority_E + SWAN(w=20,k=1.0)",0.2296,54
10,HIV-1,"P*minority_E + SWAN(w=20,k=1.5)",0.2296,54
10,HIV-1,"P*minority_E + SWAN(w=20,k=2.0)",0.2324,54
10,HIV-1,"P*minority_E + SWAN(w=50,k=1.0)",0.2296,54
10,HIV-1,"P*minority_E + SWAN(w=50,k=1.5)",0.2296,54
10,HIV-1,"P*minority_E + SWAN(w=50,k=2.0)",0.2296,54
10,HIV-1,P*minority_E + MutClust-Orig(g=10),0.2143,54
10,HIV-1,P*E + Wavelet(t=1.0),0.2098,54
10,HIV-1,P*E + Wavelet(t=1.5),0.2,54
10,HIV-1,P*E + Wavelet(t=2.0),0.0976,54
10,HIV-1,P*E + KDE(p=75),0.1317,54
10,HIV-1,P*E + KDE(p=80),0.1389,54
10,HIV-1,P*E + KDE(p=85),0.1639,54
10,HIV-1,P*E + SlidingTest(p=0.01),0.231,54
10,HIV-1,P*E + SlidingTest(p=0.05),0.2279,54
10,HIV-1,P*E + GradPeak(p=0.2),0.0556,54
10,HIV-1,P*E + GradPeak(p=0.5),0.0333,54
10,HIV-1,P*E + LocalContrast(z=1.0),0.1368,54
10,HIV-1,P*E + LocalContrast(z=1.5),0.0706,54
10,HIV-1,P*E + LocalContrast(z=2.0),0.0299,54
10,HIV-1,"P*E + CUSUM(d=0.3,h=3.0)",0.0698,54
10,HIV-1,"P*E + CUSUM(d=0.5,h=4.0)",0.0625,54
10,HIV-1,"P*E + CUSUM(d=0.5,h=5.0)",0.0968,54
10,HIV-1,P*E + AdaptiveKnee,0.2292,54
10,HIV-1,P*E + ScoreDBSCAN(ep=8),0.2222,54
10,HIV-1,P*E + ScoreDBSCAN(ep=15),0.2208,54
10,HIV-1,P*E + Spectral(z=1.5),0.1124,54
10,HIV-1,P*E + Spectral(z=2.0),0.027,54
10,HIV-1,P*E + Ensemble(v>=2),0.1616,54
10,HIV-1,P*E + AdaptWin(s=90),0.221,54
10,HIV-1,P*E + AdaptWin(s=85),0.2353,54
10,HIV-1,P*E + FreqThresh(p=80),0.1667,54
10,HIV-1,P*E + FreqThresh(p=85),0.1803,54
10,HIV-1,P*E + FreqThresh(p=90),0.1616,54
10,HIV-1,P*E + FreqThresh(p=95),0.0779,54
10,HIV-1,"P*E + SWAN(w=10,k=1.0)",0.2228,54
10,HIV-1,"P*E + SWAN(w=10,k=1.5)",0.2279,54
10,HIV-1,"P*E + SWAN(w=10,k=2.0)",0.2254,54
10,HIV-1,"P*E + SWAN(w=20,k=1.0)",0.2228,54
10,HIV-1,"P*E + SWAN(w=20,k=1.5)",0.2228,54
10,HIV-1,"P*E + SWAN(w=20,k=2.0)",0.2228,54
10,HIV-1,"P*E + SWAN(w=50,k=1.0)",0.2278,54
10,HIV-1,"P*E + SWAN(w=50,k=1.5)",0.2278,54
10,HIV-1,"P*E + SWAN(w=50,k=2.0)",0.2278,54
10,HIV-1,P*E + MutClust-Orig(g=10),0.2143,54
10,HIV-1,H-score + Wavelet(t=1.0),0.2571,54
10,HIV-1,H-score + Wavelet(t=1.5),0.2655,54
10,HIV-1,H-score + Wavelet(t=2.0),0.1905,54
10,HIV-1,H-score + KDE(p=75),0.2156,54
10,HIV-1,H-score + KDE(p=80),0.2083,54
10,HIV-1,H-score + KDE(p=85),0.1967,54
10,HIV-1,H-score + SlidingTest(p=0.01),0.23,54
10,HIV-1,H-score + SlidingTest(p=0.05),0.2247,54
10,HIV-1,H-score + GradPeak(p=0.2),0.0571,54
10,HIV-1,H-score + GradPeak(p=0.5),0.0667,54
10,HIV-1,H-score + LocalContrast(z=1.0),0.1345,54
10,HIV-1,H-score + LocalContrast(z=1.5),0.0519,54
10,HIV-1,H-score + LocalContrast(z=2.0),0.0317,54
10,HIV-1,"H-score + CUSUM(d=0.3,h=3.0)",0.0988,54
10,HIV-1,"H-score + CUSUM(d=0.5,h=4.0)",0.0333,54
10,HIV-1,"H-score + CUSUM(d=0.5,h=5.0)",0.0339,54
10,HIV-1,H-score + AdaptiveKnee,0.2278,54
10,HIV-1,H-score + ScoreDBSCAN(ep=8),0.2192,54
10,HIV-1,H-score + ScoreDBSCAN(ep=15),0.2182,54
10,HIV-1,H-score + Spectral(z=1.5),0.0227,54
10,HIV-1,H-score + Spectral(z=2.0),0.027,54
10,HIV-1,H-score + Ensemble(v>=2),0.1616,54
10,HIV-1,H-score + AdaptWin(s=90),0.2147,54
10,HIV-1,H-score + AdaptWin(s=85),0.2147,54
10,HIV-1,H-score + FreqThresh(p=80),0.1667,54
10,HIV-1,H-score + FreqThresh(p=85),0.1803,54
10,HIV-1,H-score + FreqThresh(p=90),0.1616,54
10,HIV-1,H-score + FreqThresh(p=95),0.0779,54
10,HIV-1,"H-score + SWAN(w=10,k=1.0)",0.221,54
10,HIV-1,"H-score + SWAN(w=10,k=1.5)",0.2216,54
10,HIV-1,"H-score + SWAN(w=10,k=2.0)",0.2009,54
10,HIV-1,"H-score + SWAN(w=20,k=1.0)",0.2289,54
10,HIV-1,"H-score + SWAN(w=20,k=1.5)",0.2253,54
10,HIV-1,"H-score + SWAN(w=20,k=2.0)",0.221,54
10,HIV-1,"H-score + SWAN(w=50,k=1.0)",0.2283,54
10,HIV-1,"H-score + SWAN(w=50,k=1.5)",0.2283,54
10,HIV-1,"H-score + SWAN(w=50,k=2.0)",0.2283,54
10,HIV-1,H-score + MutClust-Orig(g=10),0.2143,54
10,HIV-1,E_only + Wavelet(t=1.0),0.3137,54
10,HIV-1,E_only + Wavelet(t=1.5),0.2766,54
10,HIV-1,E_only + Wavelet(t=2.0),0.2069,54
10,HIV-1,E_only + KDE(p=75),0.1317,54
10,HIV-1,E_only + KDE(p=80),0.1389,54
10,HIV-1,E_only + KDE(p=85),0.1639,54
10,HIV-1,E_only + SlidingTest(p=0.01),0.2381,54
10,HIV-1,E_only + SlidingTest(p=0.05),0.2254,54
10,HIV-1,E_only + GradPeak(p=0.2),0.0896,54
10,HIV-1,E_only + GradPeak(p=0.5),0.069,54
10,HIV-1,E_only + LocalContrast(z=1.0),0.1167,54
10,HIV-1,E_only + LocalContrast(z=1.5),0.0941,54
10,HIV-1,E_only + LocalContrast(z=2.0),0.0323,54
10,HIV-1,"E_only + CUSUM(d=0.3,h=3.0)",0.1395,54
10,HIV-1,"E_only + CUSUM(d=0.5,h=4.0)",0.0,54
10,HIV-1,"E_only + CUSUM(d=0.5,h=5.0)",0.0323,54
10,HIV-1,E_only + AdaptiveKnee,0.2323,54
10,HIV-1,E_only + ScoreDBSCAN(ep=8),0.2317,54
10,HIV-1,E_only + ScoreDBSCAN(ep=15),0.2236,54
10,HIV-1,E_only + Spectral(z=1.5),0.0238,54
10,HIV-1,E_only + Spectral(z=2.0),0.027,54
10,HIV-1,E_only + Ensemble(v>=2),0.1212,54
10,HIV-1,E_only + AdaptWin(s=90),0.2353,54
10,HIV-1,E_only + AdaptWin(s=85),0.2255,54
10,HIV-1,E_only + FreqThresh(p=80),0.1944,54
10,HIV-1,E_only + FreqThresh(p=85),0.1803,54
10,HIV-1,E_only + FreqThresh(p=90),0.1212,54
10,HIV-1,E_only + FreqThresh(p=95),0.0779,54
10,HIV-1,"E_only + SWAN(w=10,k=1.0)",0.221,54
10,HIV-1,"E_only + SWAN(w=10,k=1.5)",0.2261,54
10,HIV-1,"E_only + SWAN(w=10,k=2.0)",0.2454,54
10,HIV-1,"E_only + SWAN(w=20,k=1.0)",0.2253,54
10,HIV-1,"E_only + SWAN(w=20,k=1.5)",0.2204,54
10,HIV-1,"E_only + SWAN(w=20,k=2.0)",0.221,54
10,HIV-1,"E_only + SWAN(w=50,k=1.0)",0.2253,54
10,HIV-1,"E_only + SWAN(w=50,k=1.5)",0.2253,54
10,HIV-1,"E_only + SWAN(w=50,k=2.0)",0.2253,54
10,HIV-1,E_only + MutClust-Orig(g=10),0.2143,54
10,HIV-1,P*E^2 + Wavelet(t=1.0),0.2133,54
10,HIV-1,P*E^2 + Wavelet(t=1.5),0.1609,54
10,HIV-1,P*E^2 + Wavelet(t=2.0),0.0256,54
10,HIV-1,P*E^2 + KDE(p=75),0.2036,54
10,HIV-1,P*E^2 + KDE(p=80),0.2083,54
10,HIV-1,P*E^2 + KDE(p=85),0.1475,54
10,HIV-1,P*E^2 + SlidingTest(p=0.01),0.2473,54
10,HIV-1,P*E^2 + SlidingTest(p=0.05),0.2356,54
10,HIV-1,P*E^2 + GradPeak(p=0.2),0.1188,54
10,HIV-1,P*E^2 + GradPeak(p=0.5),0.1446,54
10,HIV-1,P*E^2 + LocalContrast(z=1.0),0.1207,54
10,HIV-1,P*E^2 + LocalContrast(z=1.5),0.0706,54
10,HIV-1,P*E^2 + LocalContrast(z=2.0),0.029,54
10,HIV-1,"P*E^2 + CUSUM(d=0.3,h=3.0)",0.0698,54
10,HIV-1,"P*E^2 + CUSUM(d=0.5,h=4.0)",0.0303,54
10,HIV-1,"P*E^2 + CUSUM(d=0.5,h=5.0)",0.0,54
10,HIV-1,P*E^2 + AdaptiveKnee,0.2308,54
10,HIV-1,P*E^2 + ScoreDBSCAN(ep=8),0.1934,54
10,HIV-1,P*E^2 + ScoreDBSCAN(ep=15),0.2189,54
10,HIV-1,P*E^2 + Spectral(z=1.5),0.0706,54
10,HIV-1,P*E^2 + Spectral(z=2.0),0.0278,54
10,HIV-1,P*E^2 + Ensemble(v>=2),0.1616,54
10,HIV-1,P*E^2 + Ensemble(v>=3),0.0,54
10,HIV-1,P*E^2 + AdaptWin(s=90),0.2222,54
10,HIV-1,P*E^2 + AdaptWin(s=85),0.221,54
10,HIV-1,P*E^2 + FreqThresh(p=80),0.1667,54
10,HIV-1,P*E^2 + FreqThresh(p=85),0.1639,54
10,HIV-1,P*E^2 + FreqThresh(p=90),0.1616,54
10,HIV-1,P*E^2 + FreqThresh(p=95),0.1039,54
10,HIV-1,"P*E^2 + SWAN(w=10,k=1.0)",0.2254,54
10,HIV-1,"P*E^2 + SWAN(w=10,k=1.5)",0.2393,54
10,HIV-1,"P*E^2 + SWAN(w=10,k=2.0)",0.2288,54
10,HIV-1,"P*E^2 + SWAN(w=20,k=1.0)",0.2247,54
10,HIV-1,"P*E^2 + SWAN(w=20,k=1.5)",0.2247,54
10,HIV-1,"P*E^2 + SWAN(w=20,k=2.0)",0.2328,54
10,HIV-1,"P*E^2 + SWAN(w=50,k=1.0)",0.2297,54
10,HIV-1,"P*E^2 + SWAN(w=50,k=1.5)",0.2297,54
10,HIV-1,"P*E^2 + SWAN(w=50,k=2.0)",0.2297,54
10,HIV-1,P*E^2 + MutClust-Orig(g=10),0.2143,54
10,HIV-1,rank(P*E) + Wavelet(t=1.0),0.193,54
10,HIV-1,rank(P*E) + Wavelet(t=1.5),0.0706,54
10,HIV-1,rank(P*E) + Wavelet(t=2.0),0.0,54
10,HIV-1,rank(P*E) + KDE(p=75),0.3114,54
10,HIV-1,rank(P*E) + KDE(p=80),0.3194,54
10,HIV-1,rank(P*E) + KDE(p=85),0.2131,54
10,HIV-1,rank(P*E) + SlidingTest(p=0.01),0.21,54
10,HIV-1,rank(P*E) + SlidingTest(p=0.05),0.249,54
10,HIV-1,rank(P*E) + GradPeak(p=0.2),0.0,54
10,HIV-1,rank(P*E) + GradPeak(p=0.5),0.0,54
10,HIV-1,rank(P*E) + LocalContrast(z=1.0),0.125,54
10,HIV-1,rank(P*E) + LocalContrast(z=1.5),0.0513,54
10,HIV-1,rank(P*E) + LocalContrast(z=2.0),0.0,54
10,HIV-1,"rank(P*E) + CUSUM(d=0.3,h=3.0)",0.1205,54
10,HIV-1,"rank(P*E) + CUSUM(d=0.5,h=4.0)",0.0588,54
10,HIV-1,"rank(P*E) + CUSUM(d=0.5,h=5.0)",0.0606,54
10,HIV-1,rank(P*E) + AdaptiveKnee,0.2181,54
10,HIV-1,rank(P*E) + ScoreDBSCAN(ep=8),0.1586,54
10,HIV-1,rank(P*E) + ScoreDBSCAN(ep=15),0.2306,54
10,HIV-1,rank(P*E) + Spectral(z=1.5),0.1443,54
10,HIV-1,rank(P*E) + Spectral(z=2.0),0.1558,54
10,HIV-1,rank(P*E) + Ensemble(v>=2),0.1616,54
10,HIV-1,rank(P*E) + Ensemble(v>=3),0.0952,54
10,HIV-1,rank(P*E) + AdaptWin(s=90),0.1875,54
10,HIV-1,rank(P*E) + AdaptWin(s=85),0.213,54
10,HIV-1,rank(P*E) + FreqThresh(p=80),0.1667,54
10,HIV-1,rank(P*E) + FreqThresh(p=85),0.1803,54
10,HIV-1,rank(P*E) + FreqThresh(p=90),0.1616,54
10,HIV-1,rank(P*E) + FreqThresh(p=95),0.0779,54
10,HIV-1,"rank(P*E) + SWAN(w=10,k=1.0)",0.1933,54
10,HIV-1,"rank(P*E) + SWAN(w=10,k=1.5)",0.1875,54
10,HIV-1,"rank(P*E) + SWAN(w=10,k=2.0)",0.1942,54
10,HIV-1,"rank(P*E) + SWAN(w=20,k=1.0)",0.1919,54
10,HIV-1,"rank(P*E) + SWAN(w=20,k=1.5)",0.1933,54
10,HIV-1,"rank(P*E) + SWAN(w=20,k=2.0)",0.2024,54
10,HIV-1,"rank(P*E) + SWAN(w=50,k=1.0)",0.1864,54
10,HIV-1,"rank(P*E) + SWAN(w=50,k=1.5)",0.1898,54
10,HIV-1,"rank(P*E) + SWAN(w=50,k=2.0)",0.1919,54
10,HIV-1,rank(P*E) + MutClust-Orig(g=10),0.2143,54
20,HIV-1,E*rare + Wavelet(t=1.0),0.2514,100
20,HIV-1,E*rare + Wavelet(t=1.5),0.1699,100
20,HIV-1,E*rare + Wavelet(t=2.0),0.0813,100
20,HIV-1,E*rare + KDE(p=75),0.385,100
20,HIV-1,E*rare + KDE(p=80),0.3895,100
20,HIV-1,E*rare + KDE(p=85),0.3095,100
20,HIV-1,E*rare + SlidingTest(p=0.01),0.3688,100
20,HIV-1,E*rare + SlidingTest(p=0.05),0.3618,100
20,HIV-1,E*rare + GradPeak(p=0.2),0.0,100
20,HIV-1,E*rare + GradPeak(p=0.5),0.0,100
20,HIV-1,E*rare + LocalContrast(z=1.0),0.16,100
20,HIV-1,E*rare + LocalContrast(z=1.5),0.1185,100
20,HIV-1,E*rare + LocalContrast(z=2.0),0.0345,100
20,HIV-1,"E*rare + CUSUM(d=0.3,h=3.0)",0.0923,100
20,HIV-1,"E*rare + CUSUM(d=0.5,h=4.0)",0.0526,100
20,HIV-1,"E*rare + CUSUM(d=0.5,h=5.0)",0.0721,100
20,HIV-1,E*rare + AdaptiveKnee,0.2186,100
20,HIV-1,E*rare + ScoreDBSCAN(ep=8),0.2784,100
20,HIV-1,E*rare + ScoreDBSCAN(ep=15),0.3629,100
20,HIV-1,E*rare + Spectral(z=1.5),0.163,100
20,HIV-1,E*rare + Spectral(z=2.0),0.1008,100
20,HIV-1,E*rare + Ensemble(v>=2),0.1517,100
20,HIV-1,E*rare + Ensemble(v>=3),0.1212,100
20,HIV-1,E*rare + AdaptWin(s=90),0.3729,100
20,HIV-1,E*rare + AdaptWin(s=85),0.3561,100
20,HIV-1,E*rare + FreqThresh(p=80),0.2526,100
20,HIV-1,E*rare + FreqThresh(p=85),0.2262,100
20,HIV-1,E*rare + FreqThresh(p=90),0.1517,100
20,HIV-1,E*rare + FreqThresh(p=95),0.1301,100
20,HIV-1,"E*rare + SWAN(w=10,k=1.0)",0.3432,100
20,HIV-1,"E*rare + SWAN(w=10,k=1.5)",0.3344,100
20,HIV-1,"E*rare + SWAN(w=10,k=2.0)",0.3422,100
20,HIV-1,"E*rare + SWAN(w=20,k=1.0)",0.3473,100
20,HIV-1,"E*rare + SWAN(w=20,k=1.5)",0.3388,100
