pathogen,scoring,detector,family,n_detected,n_escape,n_overlap,enrichment,p_value
SARS-CoV-2,stability,GradPeak(p=0.5),GradPeak,10,30,1,4.1967,0.21498008666303314
SARS-CoV-2,stability,LocalContrast(z=1.0),LocalContrast,24,30,1,1.7486,0.44246264740113384
SARS-CoV-2,stability,LocalContrast(z=1.5),LocalContrast,22,30,1,1.9076,0.41439124483651235
SARS-CoV-2,stability,LocalContrast(z=2.0),LocalContrast,20,30,1,2.0983,0.3849558713979588
SARS-CoV-2,stability,"CUSUM(d=0.3,h=3.0)",CUSUM,16,30,1,2.6229,0.3217348018693345
SARS-CoV-2,stability,"CUSUM(d=0.5,h=4.0)",CUSUM,15,30,1,2.7978,0.3049737178957597
SARS-CoV-2,stability,"CUSUM(d=0.5,h=5.0)",CUSUM,15,30,1,2.7978,0.3049737178957597
SARS-CoV-2,stability,AdaptiveKnee,AdaptiveKnee,1250,30,29,0.9736,0.9821839552918006
SARS-CoV-2,stability,ScoreDBSCAN(ep=8),ScoreDBSCAN,0,30,0,0.0,1.0
SARS-CoV-2,stability,ScoreDBSCAN(ep=15),ScoreDBSCAN,3,30,0,0.0,1.0
SARS-CoV-2,stability,Spectral(z=1.5),Spectral,63,30,3,1.9984,0.18641808512424296
SARS-CoV-2,stability,Spectral(z=2.0),Spectral,44,30,3,2.8614,0.08383648345075005
SARS-CoV-2,stability,Bayes(prior=0.1),Bayes,33,30,2,2.5434,0.18418298944414357
SARS-CoV-2,stability,Bayes(prior=0.15),Bayes,33,30,2,2.5434,0.18418298944414357
SARS-CoV-2,stability,AdaptWin(s=90),AdaptWin,7,30,0,0.0,1.0
SARS-CoV-2,stability,AdaptWin(s=85),AdaptWin,7,30,0,0.0,1.0
SARS-CoV-2,stability,FreqThresh(p=80),FreqThresh,6,30,0,0.0,1.0
SARS-CoV-2,stability,FreqThresh(p=85),FreqThresh,6,30,0,0.0,1.0
SARS-CoV-2,stability,FreqThresh(p=90),FreqThresh,6,30,0,0.0,1.0
SARS-CoV-2,stability,FreqThresh(p=95),FreqThresh,6,30,0,0.0,1.0
SARS-CoV-2,stability,"SWAN(w=10,k=1.0)",SWAN,19,30,1,2.2088,0.3697068434160899
SARS-CoV-2,stability,"SWAN(w=10,k=1.5)",SWAN,19,30,1,2.2088,0.3697068434160899
SARS-CoV-2,stability,"SWAN(w=10,k=2.0)",SWAN,12,30,0,0.0,1.0
SARS-CoV-2,stability,"SWAN(w=20,k=1.0)",SWAN,21,30,1,1.9984,0.39984798104933955
SARS-CoV-2,stability,"SWAN(w=20,k=1.5)",SWAN,13,30,0,0.0,1.0
SARS-CoV-2,stability,"SWAN(w=20,k=2.0)",SWAN,9,30,0,0.0,1.0
SARS-CoV-2,stability,"SWAN(w=50,k=1.0)",SWAN,17,30,0,0.0,1.0
SARS-CoV-2,stability,"SWAN(w=50,k=1.5)",SWAN,10,30,0,0.0,1.0
SARS-CoV-2,stability,"SWAN(w=50,k=2.0)",SWAN,4,30,0,0.0,1.0
SARS-CoV-2,stability,MutClust-Orig(g=10),MutClust-Orig,0,30,0,0.0,1.0
SARS-CoV-2,stability_structural,Wavelet(t=1.0),Wavelet,174,30,2,0.4824,0.9351871134540123
SARS-CoV-2,stability_structural,Wavelet(t=1.5),Wavelet,110,30,1,0.3815,0.9377378800243135
SARS-CoV-2,stability_structural,Wavelet(t=2.0),Wavelet,58,30,1,0.7236,0.7611343585899285
SARS-CoV-2,stability_structural,KDE(p=75),KDE,315,30,9,1.199,0.3259186821179435
SARS-CoV-2,stability_structural,KDE(p=80),KDE,252,30,6,0.9992,0.5750861157000076
SARS-CoV-2,stability_structural,KDE(p=85),KDE,189,30,1,0.222,0.9928587023368178
SARS-CoV-2,stability_structural,SlidingTest(p=0.01),SlidingTest,28,30,0,0.0,1.0
SARS-CoV-2,stability_structural,SlidingTest(p=0.05),SlidingTest,116,30,0,0.0,1.0
SARS-CoV-2,stability_structural,GradPeak(p=0.2),GradPeak,0,30,0,0.0,1.0
SARS-CoV-2,stability_structural,GradPeak(p=0.5),GradPeak,0,30,0,0.0,1.0
SARS-CoV-2,stability_structural,LocalContrast(z=1.0),LocalContrast,23,30,1,1.8246,0.42859355902802787
SARS-CoV-2,stability_structural,LocalContrast(z=1.5),LocalContrast,22,30,1,1.9076,0.41439124483651235
SARS-CoV-2,stability_structural,LocalContrast(z=2.0),LocalContrast,20,30,1,2.0983,0.3849558713979588
SARS-CoV-2,stability_structural,"CUSUM(d=0.3,h=3.0)",CUSUM,19,30,1,2.2088,0.3697068434160899
SARS-CoV-2,stability_structural,"CUSUM(d=0.5,h=4.0)",CUSUM,17,30,0,0.0,1.0
SARS-CoV-2,stability_structural,"CUSUM(d=0.5,h=5.0)",CUSUM,10,30,0,0.0,1.0
SARS-CoV-2,stability_structural,AdaptiveKnee,AdaptiveKnee,1250,30,29,0.9736,0.9821839552918006
SARS-CoV-2,stability_structural,ScoreDBSCAN(ep=8),ScoreDBSCAN,0,30,0,0.0,1.0
SARS-CoV-2,stability_structural,ScoreDBSCAN(ep=15),ScoreDBSCAN,0,30,0,0.0,1.0
SARS-CoV-2,stability_structural,Spectral(z=1.5),Spectral,59,30,3,2.1339,0.16245652679978187
SARS-CoV-2,stability_structural,Spectral(z=2.0),Spectral,42,30,2,1.9984,0.2643383828441322
SARS-CoV-2,stability_structural,Bayes(prior=0.1),Bayes,33,30,2,2.5434,0.18418298944414357
SARS-CoV-2,stability_structural,Bayes(prior=0.15),Bayes,33,30,2,2.5434,0.18418298944414357
SARS-CoV-2,stability_structural,AdaptWin(s=90),AdaptWin,3,30,0,0.0,1.0
SARS-CoV-2,stability_structural,AdaptWin(s=85),AdaptWin,4,30,0,0.0,1.0
SARS-CoV-2,stability_structural,FreqThresh(p=80),FreqThresh,6,30,0,0.0,1.0
SARS-CoV-2,stability_structural,FreqThresh(p=85),FreqThresh,4,30,0,0.0,1.0
SARS-CoV-2,stability_structural,FreqThresh(p=90),FreqThresh,3,30,0,0.0,1.0
SARS-CoV-2,stability_structural,FreqThresh(p=95),FreqThresh,2,30,0,0.0,1.0
SARS-CoV-2,stability_structural,"SWAN(w=10,k=1.0)",SWAN,19,30,0,0.0,1.0
SARS-CoV-2,stability_structural,"SWAN(w=10,k=1.5)",SWAN,15,30,0,0.0,1.0
SARS-CoV-2,stability_structural,"SWAN(w=10,k=2.0)",SWAN,14,30,0,0.0,1.0
SARS-CoV-2,stability_structural,"SWAN(w=20,k=1.0)",SWAN,16,30,0,0.0,1.0
SARS-CoV-2,stability_structural,"SWAN(w=20,k=1.5)",SWAN,14,30,0,0.0,1.0
SARS-CoV-2,stability_structural,"SWAN(w=20,k=2.0)",SWAN,10,30,0,0.0,1.0
SARS-CoV-2,stability_structural,"SWAN(w=50,k=1.0)",SWAN,15,30,0,0.0,1.0
SARS-CoV-2,stability_structural,"SWAN(w=50,k=1.5)",SWAN,13,30,0,0.0,1.0
SARS-CoV-2,stability_structural,"SWAN(w=50,k=2.0)",SWAN,8,30,0,0.0,1.0
SARS-CoV-2,stability_structural,MutClust-Orig(g=10),MutClust-Orig,0,30,0,0.0,1.0
SARS-CoV-2,freq_with_indel,Wavelet(t=1.0),Wavelet,125,30,2,0.6715,0.8165031722240529
SARS-CoV-2,freq_with_indel,Wavelet(t=1.5),Wavelet,81,30,1,0.5181,0.8672302326268662
SARS-CoV-2,freq_with_indel,Wavelet(t=2.0),Wavelet,50,30,1,0.8393,0.7077795134791244
SARS-CoV-2,freq_with_indel,KDE(p=75),KDE,315,30,17,2.2649,0.0001808450178665988
SARS-CoV-2,freq_with_indel,KDE(p=80),KDE,252,30,12,1.9984,0.00877114300314456
SARS-CoV-2,freq_with_indel,KDE(p=85),KDE,189,30,4,0.8882,0.6819252953673234
SARS-CoV-2,freq_with_indel,SlidingTest(p=0.01),SlidingTest,21,30,1,1.9984,0.39984798104933955
SARS-CoV-2,freq_with_indel,SlidingTest(p=0.05),SlidingTest,21,30,1,1.9984,0.39984798104933955
SARS-CoV-2,freq_with_indel,GradPeak(p=0.2),GradPeak,0,30,0,0.0,1.0
SARS-CoV-2,freq_with_indel,GradPeak(p=0.5),GradPeak,0,30,0,0.0,1.0
SARS-CoV-2,freq_with_indel,LocalContrast(z=1.0),LocalContrast,46,30,2,1.8246,0.30042257592124366
SARS-CoV-2,freq_with_indel,LocalContrast(z=1.5),LocalContrast,45,30,2,1.8652,0.29140829307183125
SARS-CoV-2,freq_with_indel,LocalContrast(z=2.0),LocalContrast,37,30,1,1.1342,0.5956592190434712
SARS-CoV-2,freq_with_indel,"CUSUM(d=0.3,h=3.0)",CUSUM,1,30,0,0.0,1.0
SARS-CoV-2,freq_with_indel,"CUSUM(d=0.5,h=4.0)",CUSUM,1,30,0,0.0,1.0
SARS-CoV-2,freq_with_indel,"CUSUM(d=0.5,h=5.0)",CUSUM,1,30,0,0.0,1.0
SARS-CoV-2,freq_with_indel,AdaptiveKnee,AdaptiveKnee,5,30,1,8.3933,0.11377018402013124
SARS-CoV-2,freq_with_indel,ScoreDBSCAN(ep=8),ScoreDBSCAN,6,30,1,6.9944,0.13497185425888408
SARS-CoV-2,freq_with_indel,ScoreDBSCAN(ep=15),ScoreDBSCAN,17,30,1,2.4686,0.33810483883145837
SARS-CoV-2,freq_with_indel,Spectral(z=1.5),Spectral,11,30,1,3.8152,0.23383564903301646
SARS-CoV-2,freq_with_indel,Spectral(z=2.0),Spectral,9,30,1,4.663,0.1956763183022881
SARS-CoV-2,freq_with_indel,Bayes(prior=0.1),Bayes,12,30,1,3.4972,0.2522530613158766
SARS-CoV-2,freq_with_indel,Bayes(prior=0.15),Bayes,48,30,2,1.7486,0.3184095781270273
SARS-CoV-2,freq_with_indel,AdaptWin(s=90),AdaptWin,5,30,1,8.3933,0.11377018402013124
SARS-CoV-2,freq_with_indel,AdaptWin(s=85),AdaptWin,12,30,1,3.4972,0.2522530613158766
SARS-CoV-2,freq_with_indel,FreqThresh(p=80),FreqThresh,12,30,1,3.4972,0.2522530613158766
SARS-CoV-2,freq_with_indel,FreqThresh(p=85),FreqThresh,12,30,1,3.4972,0.2522530613158766
SARS-CoV-2,freq_with_indel,FreqThresh(p=90),FreqThresh,5,30,1,8.3933,0.11377018402013124
SARS-CoV-2,freq_with_indel,FreqThresh(p=95),FreqThresh,3,30,0,0.0,1.0
SARS-CoV-2,freq_with_indel,"SWAN(w=10,k=1.0)",SWAN,1,30,0,0.0,1.0
SARS-CoV-2,freq_with_indel,"SWAN(w=10,k=1.5)",SWAN,1,30,0,0.0,1.0
SARS-CoV-2,freq_with_indel,"SWAN(w=10,k=2.0)",SWAN,1,30,0,0.0,1.0
SARS-CoV-2,freq_with_indel,"SWAN(w=20,k=1.0)",SWAN,1,30,0,0.0,1.0
SARS-CoV-2,freq_with_indel,"SWAN(w=20,k=1.5)",SWAN,1,30,0,0.0,1.0
SARS-CoV-2,freq_with_indel,"SWAN(w=20,k=2.0)",SWAN,1,30,0,0.0,1.0
SARS-CoV-2,freq_with_indel,"SWAN(w=50,k=1.0)",SWAN,2,30,0,0.0,1.0
SARS-CoV-2,freq_with_indel,"SWAN(w=50,k=1.5)",SWAN,2,30,0,0.0,1.0
SARS-CoV-2,freq_with_indel,"SWAN(w=50,k=2.0)",SWAN,2,30,0,0.0,1.0
SARS-CoV-2,freq_with_indel,MutClust-Orig(g=10),MutClust-Orig,0,30,0,0.0,1.0
SARS-CoV-2,entropy_with_indel,Wavelet(t=1.0),Wavelet,117,30,2,0.7174,0.7852122940021142
SARS-CoV-2,entropy_with_indel,Wavelet(t=1.5),Wavelet,74,30,1,0.5671,0.8410522421137145
SARS-CoV-2,entropy_with_indel,Wavelet(t=2.0),Wavelet,48,30,1,0.8743,0.6927384139382711
SARS-CoV-2,entropy_with_indel,KDE(p=75),KDE,315,30,20,2.6646,1.332716466640608e-06
SARS-CoV-2,entropy_with_indel,KDE(p=80),KDE,252,30,13,2.1649,0.0027883791854313605
SARS-CoV-2,entropy_with_indel,KDE(p=85),KDE,189,30,7,1.5543,0.15046955163615938
SARS-CoV-2,entropy_with_indel,SlidingTest(p=0.01),SlidingTest,21,30,1,1.9984,0.39984798104933955
SARS-CoV-2,entropy_with_indel,SlidingTest(p=0.05),SlidingTest,21,30,1,1.9984,0.39984798104933955
SARS-CoV-2,entropy_with_indel,GradPeak(p=0.2),GradPeak,0,30,0,0.0,1.0
SARS-CoV-2,entropy_with_indel,GradPeak(p=0.5),GradPeak,0,30,0,0.0,1.0
SARS-CoV-2,entropy_with_indel,LocalContrast(z=1.0),LocalContrast,46,30,2,1.8246,0.30042257592124366
SARS-CoV-2,entropy_with_indel,LocalContrast(z=1.5),LocalContrast,45,30,2,1.8652,0.29140829307183125
SARS-CoV-2,entropy_with_indel,LocalContrast(z=2.0),LocalContrast,40,30,1,1.0492,0.62473693333387
SARS-CoV-2,entropy_with_indel,"CUSUM(d=0.3,h=3.0)",CUSUM,1,30,0,0.0,1.0
SARS-CoV-2,entropy_with_indel,"CUSUM(d=0.5,h=4.0)",CUSUM,1,30,0,0.0,1.0
SARS-CoV-2,entropy_with_indel,"CUSUM(d=0.5,h=5.0)",CUSUM,1,30,0,0.0,1.0
SARS-CoV-2,entropy_with_indel,AdaptiveKnee,AdaptiveKnee,13,30,1,3.2282,0.2702421616851818
SARS-CoV-2,entropy_with_indel,ScoreDBSCAN(ep=8),ScoreDBSCAN,6,30,1,6.9944,0.13497185425888408
SARS-CoV-2,entropy_with_indel,ScoreDBSCAN(ep=15),ScoreDBSCAN,12,30,1,3.4972,0.2522530613158766
SARS-CoV-2,entropy_with_indel,Spectral(z=1.5),Spectral,14,30,1,2.9976,0.28781257512775366
SARS-CoV-2,entropy_with_indel,Spectral(z=2.0),Spectral,8,30,1,5.2458,0.17591406568072274
SARS-CoV-2,entropy_with_indel,Bayes(prior=0.1),Bayes,48,30,2,1.7486,0.3184095781270273
SARS-CoV-2,entropy_with_indel,Bayes(prior=0.15),Bayes,48,30,2,1.7486,0.3184095781270273
SARS-CoV-2,entropy_with_indel,AdaptWin(s=90),AdaptWin,6,30,0,0.0,1.0
SARS-CoV-2,entropy_with_indel,AdaptWin(s=85),AdaptWin,8,30,1,5.2458,0.17591406568072274
SARS-CoV-2,entropy_with_indel,FreqThresh(p=80),FreqThresh,12,30,1,3.4972,0.2522530613158766
SARS-CoV-2,entropy_with_indel,FreqThresh(p=85),FreqThresh,8,30,1,5.2458,0.17591406568072274
SARS-CoV-2,entropy_with_indel,FreqThresh(p=90),FreqThresh,6,30,0,0.0,1.0
SARS-CoV-2,entropy_with_indel,FreqThresh(p=95),FreqThresh,3,30,0,0.0,1.0
SARS-CoV-2,entropy_with_indel,"SWAN(w=10,k=1.0)",SWAN,5,30,1,8.3933,0.11377018402013124
SARS-CoV-2,entropy_with_indel,"SWAN(w=10,k=1.5)",SWAN,1,30,0,0.0,1.0
SARS-CoV-2,entropy_with_indel,"SWAN(w=10,k=2.0)",SWAN,1,30,0,0.0,1.0
SARS-CoV-2,entropy_with_indel,"SWAN(w=20,k=1.0)",SWAN,5,30,0,0.0,1.0
SARS-CoV-2,entropy_with_indel,"SWAN(w=20,k=1.5)",SWAN,1,30,0,0.0,1.0
SARS-CoV-2,entropy_with_indel,"SWAN(w=20,k=2.0)",SWAN,1,30,0,0.0,1.0
SARS-CoV-2,entropy_with_indel,"SWAN(w=50,k=1.0)",SWAN,2,30,0,0.0,1.0
SARS-CoV-2,entropy_with_indel,"SWAN(w=50,k=1.5)",SWAN,2,30,0,0.0,1.0
SARS-CoV-2,entropy_with_indel,"SWAN(w=50,k=2.0)",SWAN,2,30,0,0.0,1.0
SARS-CoV-2,entropy_with_indel,MutClust-Orig(g=10),MutClust-Orig,0,30,0,0.0,1.0
SARS-CoV-2,fubar,Wavelet(t=1.0),Wavelet,208,30,10,2.0176,0.017361693853471576
SARS-CoV-2,fubar,Wavelet(t=1.5),Wavelet,114,30,7,2.5769,0.014549141849663536
SARS-CoV-2,fubar,Wavelet(t=2.0),Wavelet,55,30,5,3.8152,0.00817654209146076
SARS-CoV-2,fubar,KDE(p=75),KDE,315,30,8,1.0658,0.48724524978398276
SARS-CoV-2,fubar,KDE(p=80),KDE,252,30,0,0.0,1.0
SARS-CoV-2,fubar,KDE(p=85),KDE,189,30,0,0.0,1.0
SARS-CoV-2,fubar,SlidingTest(p=0.01),SlidingTest,109,30,6,2.3101,0.038983649148309645
SARS-CoV-2,fubar,SlidingTest(p=0.05),SlidingTest,154,30,8,2.1801,0.02299037648739759
SARS-CoV-2,fubar,GradPeak(p=0.2),GradPeak,26,30,1,1.6141,0.46923120105939864
SARS-CoV-2,fubar,GradPeak(p=0.5),GradPeak,2,30,0,0.0,1.0
SARS-CoV-2,fubar,LocalContrast(z=1.0),LocalContrast,165,30,6,1.5261,0.18982225710261255
SARS-CoV-2,fubar,LocalContrast(z=1.5),LocalContrast,119,30,4,1.4106,0.3131850573774025
SARS-CoV-2,fubar,LocalContrast(z=2.0),LocalContrast,81,30,2,1.0362,0.5864377742137108
SARS-CoV-2,fubar,"CUSUM(d=0.3,h=3.0)",CUSUM,47,30,2,1.7858,0.3094244731113411
SARS-CoV-2,fubar,"CUSUM(d=0.5,h=4.0)",CUSUM,25,30,2,3.3573,0.11742062807224027
SARS-CoV-2,fubar,"CUSUM(d=0.5,h=5.0)",CUSUM,18,30,1,2.3315,0.35409264465678547
SARS-CoV-2,fubar,AdaptiveKnee,AdaptiveKnee,188,30,8,1.7858,0.06591990429673406
SARS-CoV-2,fubar,ScoreDBSCAN(ep=8),ScoreDBSCAN,694,30,14,0.8466,0.8702250133112621
SARS-CoV-2,fubar,ScoreDBSCAN(ep=15),ScoreDBSCAN,892,30,16,0.7528,0.9880178989187779
SARS-CoV-2,fubar,Spectral(z=1.5),Spectral,102,30,4,1.6458,0.22063854261206783
SARS-CoV-2,fubar,Spectral(z=2.0),Spectral,67,30,4,2.5055,0.07065079845048622
SARS-CoV-2,fubar,Bayes(prior=0.1),Bayes,0,30,0,0.0,1.0
SARS-CoV-2,fubar,Bayes(prior=0.15),Bayes,75,30,4,2.2382,0.09818308002489357
SARS-CoV-2,fubar,AdaptWin(s=90),AdaptWin,161,30,6,1.564,0.1749613201161195
SARS-CoV-2,fubar,AdaptWin(s=85),AdaptWin,300,30,12,1.6787,0.03438592695795012
SARS-CoV-2,fubar,FreqThresh(p=80),FreqThresh,252,30,9,1.4988,0.1264410842978931
SARS-CoV-2,fubar,FreqThresh(p=85),FreqThresh,210,30,9,1.7986,0.048675395618036445
SARS-CoV-2,fubar,FreqThresh(p=90),FreqThresh,126,30,5,1.6653,0.17362515603150494
SARS-CoV-2,fubar,FreqThresh(p=95),FreqThresh,63,30,4,2.6646,0.058659485034765695
SARS-CoV-2,fubar,"SWAN(w=10,k=1.0)",SWAN,168,30,9,2.2482,0.012630495739392834
SARS-CoV-2,fubar,"SWAN(w=10,k=1.5)",SWAN,121,30,7,2.4278,0.019834241811061998
SARS-CoV-2,fubar,"SWAN(w=10,k=2.0)",SWAN,107,30,7,2.7455,0.01037588505503025
SARS-CoV-2,fubar,"SWAN(w=20,k=1.0)",SWAN,173,30,11,2.6684,0.0012351115450806194
SARS-CoV-2,fubar,"SWAN(w=20,k=1.5)",SWAN,125,30,8,2.6859,0.006740976654753015
SARS-CoV-2,fubar,"SWAN(w=20,k=2.0)",SWAN,103,30,8,3.2595,0.001962626455090117
SARS-CoV-2,fubar,"SWAN(w=50,k=1.0)",SWAN,199,30,11,2.3198,0.003997831820214944
SARS-CoV-2,fubar,"SWAN(w=50,k=1.5)",SWAN,165,30,8,2.0347,0.033574728124139384
SARS-CoV-2,fubar,"SWAN(w=50,k=2.0)",SWAN,151,30,8,2.2234,0.020583516045092405
SARS-CoV-2,fubar,MutClust-Orig(g=10),MutClust-Orig,1212,30,30,1.0388,0.31506010347446317
SARS-CoV-2,fubar_pos_sel,Wavelet(t=1.0),Wavelet,175,30,12,2.8777,0.00031980962023291006
SARS-CoV-2,fubar_pos_sel,Wavelet(t=1.5),Wavelet,90,30,8,3.7304,0.0007924774811379581
SARS-CoV-2,fubar_pos_sel,Wavelet(t=2.0),Wavelet,44,30,3,2.8614,0.08383648345075005
SARS-CoV-2,fubar_pos_sel,KDE(p=75),KDE,315,30,25,3.3307,1.7128358539680134e-11
SARS-CoV-2,fubar_pos_sel,KDE(p=80),KDE,252,30,20,3.3307,2.403603718813358e-08
SARS-CoV-2,fubar_pos_sel,KDE(p=85),KDE,189,30,17,3.7748,1.023520771688599e-07
SARS-CoV-2,fubar_pos_sel,SlidingTest(p=0.01),SlidingTest,88,30,7,3.3383,0.003475860511301334
SARS-CoV-2,fubar_pos_sel,SlidingTest(p=0.05),SlidingTest,127,30,10,3.3045,0.0003991490045877715
SARS-CoV-2,fubar_pos_sel,GradPeak(p=0.2),GradPeak,33,30,1,1.2717,0.5534828707657248
SARS-CoV-2,fubar_pos_sel,GradPeak(p=0.5),GradPeak,26,30,1,1.6141,0.46923120105939864
SARS-CoV-2,fubar_pos_sel,LocalContrast(z=1.0),LocalContrast,46,30,2,1.8246,0.30042257592124366
SARS-CoV-2,fubar_pos_sel,LocalContrast(z=1.5),LocalContrast,42,30,2,1.9984,0.2643383828441322
SARS-CoV-2,fubar_pos_sel,LocalContrast(z=2.0),LocalContrast,38,30,2,2.2088,0.2283774949340225
SARS-CoV-2,fubar_pos_sel,"CUSUM(d=0.3,h=3.0)",CUSUM,21,30,2,3.9968,0.08711367837033543
SARS-CoV-2,fubar_pos_sel,"CUSUM(d=0.5,h=4.0)",CUSUM,16,30,2,5.2458,0.05355745829213575
SARS-CoV-2,fubar_pos_sel,"CUSUM(d=0.5,h=5.0)",CUSUM,12,30,2,6.9944,0.031244113921554358
SARS-CoV-2,fubar_pos_sel,AdaptiveKnee,AdaptiveKnee,64,30,4,2.6229,0.0615436674782572
SARS-CoV-2,fubar_pos_sel,ScoreDBSCAN(ep=8),ScoreDBSCAN,0,30,0,0.0,1.0
SARS-CoV-2,fubar_pos_sel,ScoreDBSCAN(ep=15),ScoreDBSCAN,3,30,0,0.0,1.0
SARS-CoV-2,fubar_pos_sel,Spectral(z=1.5),Spectral,54,30,2,1.5543,0.3717455522252338
SARS-CoV-2,fubar_pos_sel,Spectral(z=2.0),Spectral,41,30,2,2.0472,0.25532292184957467
SARS-CoV-2,fubar_pos_sel,Bayes(prior=0.1),Bayes,36,30,3,3.4972,0.051330354376677434
SARS-CoV-2,fubar_pos_sel,Bayes(prior=0.15),Bayes,40,30,3,3.1475,0.06664402932772559
SARS-CoV-2,fubar_pos_sel,AdaptWin(s=90),AdaptWin,9,30,1,4.663,0.1956763183022881
SARS-CoV-2,fubar_pos_sel,AdaptWin(s=85),AdaptWin,13,30,2,6.4564,0.036383856884213014
SARS-CoV-2,fubar_pos_sel,FreqThresh(p=80),FreqThresh,15,30,2,5.5956,0.04755657637567064
SARS-CoV-2,fubar_pos_sel,FreqThresh(p=85),FreqThresh,11,30,2,7.6303,0.026424462963201292
SARS-CoV-2,fubar_pos_sel,FreqThresh(p=90),FreqThresh,8,30,1,5.2458,0.17591406568072274
SARS-CoV-2,fubar_pos_sel,FreqThresh(p=95),FreqThresh,4,30,1,10.4917,0.09206659669001202
SARS-CoV-2,fubar_pos_sel,"SWAN(w=10,k=1.0)",SWAN,37,30,4,4.5369,0.01001510622945672
SARS-CoV-2,fubar_pos_sel,"SWAN(w=10,k=1.5)",SWAN,34,30,4,4.9373,0.007392850526192555
SARS-CoV-2,fubar_pos_sel,"SWAN(w=10,k=2.0)",SWAN,34,30,4,4.9373,0.007392850526192555
SARS-CoV-2,fubar_pos_sel,"SWAN(w=20,k=1.0)",SWAN,37,30,4,4.5369,0.01001510622945672
SARS-CoV-2,fubar_pos_sel,"SWAN(w=20,k=1.5)",SWAN,32,30,4,5.2458,0.005926703985433817
SARS-CoV-2,fubar_pos_sel,"SWAN(w=20,k=2.0)",SWAN,27,30,4,6.2173,0.0031439652758722078
SARS-CoV-2,fubar_pos_sel,"SWAN(w=50,k=1.0)",SWAN,41,30,4,4.0943,0.014367394482820022
SARS-CoV-2,fubar_pos_sel,"SWAN(w=50,k=1.5)",SWAN,40,30,4,4.1967,0.013183276076098167
SARS-CoV-2,fubar_pos_sel,"SWAN(w=50,k=2.0)",SWAN,35,30,4,4.7962,0.00820885629592006
SARS-CoV-2,fubar_pos_sel,MutClust-Orig(g=10),MutClust-Orig,73,30,4,2.2995,0.09086842317988104
SARS-CoV-2,fubar_bf,Wavelet(t=1.0),Wavelet,160,30,11,2.8852,0.0006229876894923589
SARS-CoV-2,fubar_bf,Wavelet(t=1.5),Wavelet,73,30,5,2.8744,0.02605880404563383
SARS-CoV-2,fubar_bf,Wavelet(t=2.0),Wavelet,43,30,2,1.9519,0.2733612517770577
SARS-CoV-2,fubar_bf,KDE(p=75),KDE,315,30,23,3.0642,2.621966769719543e-09
SARS-CoV-2,fubar_bf,KDE(p=80),KDE,252,30,20,3.3307,2.403603718813358e-08
SARS-CoV-2,fubar_bf,KDE(p=85),KDE,189,30,10,2.2205,0.008892595110463367
SARS-CoV-2,fubar_bf,SlidingTest(p=0.01),SlidingTest,42,30,3,2.9976,0.07501370195843081
SARS-CoV-2,fubar_bf,SlidingTest(p=0.05),SlidingTest,87,30,3,1.4471,0.34370466959923607
SARS-CoV-2,fubar_bf,GradPeak(p=0.2),GradPeak,116,30,3,1.0853,0.5329090079383896
SARS-CoV-2,fubar_bf,GradPeak(p=0.5),GradPeak,78,30,2,1.0761,0.5652160862044441
SARS-CoV-2,fubar_bf,LocalContrast(z=1.0),LocalContrast,121,30,2,0.6937,0.8013772912074293
SARS-CoV-2,fubar_bf,LocalContrast(z=1.5),LocalContrast,96,30,2,0.8743,0.6815858304654612
SARS-CoV-2,fubar_bf,LocalContrast(z=2.0),LocalContrast,76,30,2,1.1044,0.5506687452448698
SARS-CoV-2,fubar_bf,"CUSUM(d=0.3,h=3.0)",CUSUM,7,30,1,5.9952,0.1556828234306586
SARS-CoV-2,fubar_bf,"CUSUM(d=0.5,h=4.0)",CUSUM,6,30,1,6.9944,0.13497185425888408
SARS-CoV-2,fubar_bf,"CUSUM(d=0.5,h=5.0)",CUSUM,6,30,1,6.9944,0.13497185425888408
SARS-CoV-2,fubar_bf,AdaptiveKnee,AdaptiveKnee,34,30,2,2.4686,0.19291846787670963
SARS-CoV-2,fubar_bf,ScoreDBSCAN(ep=8),ScoreDBSCAN,1206,30,26,0.9048,0.9930236836505794
SARS-CoV-2,fubar_bf,ScoreDBSCAN(ep=15),ScoreDBSCAN,1228,30,28,0.9569,0.9649970544004797
SARS-CoV-2,fubar_bf,Spectral(z=1.5),Spectral,34,30,2,2.4686,0.19291846787670963
SARS-CoV-2,fubar_bf,Spectral(z=2.0),Spectral,25,30,1,1.6787,0.4560060648731711
SARS-CoV-2,fubar_bf,Bayes(prior=0.1),Bayes,15,30,2,5.5956,0.04755657637567064
SARS-CoV-2,fubar_bf,Bayes(prior=0.15),Bayes,33,30,2,2.5434,0.18418298944414357
SARS-CoV-2,fubar_bf,AdaptWin(s=90),AdaptWin,146,30,6,1.7247,0.12436724380928939
SARS-CoV-2,fubar_bf,AdaptWin(s=85),AdaptWin,286,30,11,1.6141,0.05720910031287598
SARS-CoV-2,fubar_bf,FreqThresh(p=80),FreqThresh,252,30,9,1.4988,0.1264410842978931
SARS-CoV-2,fubar_bf,FreqThresh(p=85),FreqThresh,210,30,9,1.7986,0.048675395618036445
SARS-CoV-2,fubar_bf,FreqThresh(p=90),FreqThresh,126,30,5,1.6653,0.17362515603150494
SARS-CoV-2,fubar_bf,FreqThresh(p=95),FreqThresh,63,30,4,2.6646,0.058659485034765695
