pathogen,scoring,detector,family,mcc_layer_a,mcc_layer_c,f1_layer_a,f1_layer_c,n_detected,n_gt_a,n_gt_c
RSV,dnds_proxy,"SWAN(w=20,k=2.0)",SWAN,-0.044991,0.06106,0.0,0.124031,28,20,101
RSV,dnds_proxy,"SWAN(w=50,k=1.0)",SWAN,-0.060068,0.036362,0.0,0.147651,48,20,101
RSV,dnds_proxy,"SWAN(w=50,k=1.5)",SWAN,-0.056573,0.054289,0.0,0.152778,43,20,101
RSV,dnds_proxy,"SWAN(w=50,k=2.0)",SWAN,-0.047476,0.04698,0.0,0.121212,31,20,101
RSV,dnds_proxy,MutClust-Orig(g=10),MutClust-Orig,-0.158724,0.018766,0.042644,0.305455,449,20,101
RSV,semantic_change,Wavelet(t=1.0),Wavelet,-0.081895,0.049301,0.0,0.206522,83,20,101
RSV,semantic_change,Wavelet(t=1.5),Wavelet,-0.062772,0.023286,0.0,0.143791,52,20,101
RSV,semantic_change,Wavelet(t=2.0),Wavelet,-0.054403,-0.006247,0.0,0.099291,40,20,101
RSV,semantic_change,KDE(p=75),KDE,0.0444,-0.101186,0.088608,0.133891,138,20,101
RSV,semantic_change,KDE(p=80),KDE,0.048564,-0.084526,0.092308,0.123223,110,20,101
RSV,semantic_change,KDE(p=85),KDE,-0.000493,-0.068764,0.058252,0.108696,83,20,101
RSV,semantic_change,SlidingTest(p=0.01),SlidingTest,-0.069241,0.098214,0.0,0.220859,62,20,101
RSV,semantic_change,SlidingTest(p=0.05),SlidingTest,-0.089891,0.088554,0.0,0.252525,97,20,101
RSV,semantic_change,GradPeak(p=0.2),GradPeak,0.0,0.0,0.0,0.0,0,20,101
RSV,semantic_change,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0,20,101
RSV,semantic_change,LocalContrast(z=1.0),LocalContrast,-0.025654,0.053,0.029412,0.161074,48,20,101
RSV,semantic_change,LocalContrast(z=1.5),LocalContrast,0.033712,0.080763,0.060606,0.087719,13,20,101
RSV,semantic_change,LocalContrast(z=2.0),LocalContrast,-0.014386,0.028632,0.0,0.019231,3,20,101
RSV,semantic_change,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.036746,0.090276,0.0,0.116667,19,20,101
RSV,semantic_change,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.020401,0.040604,0.0,0.037383,6,20,101
RSV,semantic_change,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.020401,-0.004603,0.0,0.018692,6,20,101
RSV,semantic_change,AdaptiveKnee,AdaptiveKnee,-0.029575,0.119584,0.027778,0.222222,52,20,101
RSV,semantic_change,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.136941,-0.036982,0.008439,0.226415,217,20,101
RSV,semantic_change,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.136338,-0.014092,0.038647,0.286869,394,20,101
RSV,semantic_change,Spectral(z=1.5),Spectral,0.109724,0.016514,0.144928,0.133333,49,20,101
RSV,semantic_change,Spectral(z=2.0),Spectral,0.053597,0.013625,0.090909,0.08,24,20,101
RSV,semantic_change,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0,20,101
RSV,semantic_change,Bayes(prior=0.15),Bayes,0.0,0.0,0.0,0.0,0,20,101
RSV,semantic_change,AdaptWin(s=90),AdaptWin,-0.016286,0.053105,0.059574,0.28481,215,20,101
RSV,semantic_change,AdaptWin(s=85),AdaptWin,-0.017062,0.077438,0.060606,0.307246,244,20,101
RSV,semantic_change,FreqThresh(p=80),FreqThresh,-0.05967,0.082161,0.018182,0.240838,90,20,101
RSV,semantic_change,FreqThresh(p=85),FreqThresh,-0.043456,0.107176,0.022727,0.236686,68,20,101
RSV,semantic_change,FreqThresh(p=90),FreqThresh,-0.022551,0.09828,0.030769,0.191781,45,20,101
RSV,semantic_change,FreqThresh(p=95),FreqThresh,0.00794,0.158967,0.046512,0.177419,23,20,101
RSV,semantic_change,"SWAN(w=10,k=1.0)",SWAN,-0.015575,0.016391,0.059829,0.260317,214,20,101
RSV,semantic_change,"SWAN(w=10,k=1.5)",SWAN,-0.117868,0.051056,0.0,0.257028,148,20,101
RSV,semantic_change,"SWAN(w=10,k=2.0)",SWAN,-0.10753,0.036694,0.0,0.234783,129,20,101
RSV,semantic_change,"SWAN(w=20,k=1.0)",SWAN,-0.084988,0.055176,0.027523,0.280936,198,20,101
RSV,semantic_change,"SWAN(w=20,k=1.5)",SWAN,-0.070143,-0.001375,0.030769,0.231884,175,20,101
RSV,semantic_change,"SWAN(w=20,k=2.0)",SWAN,-0.058319,0.025049,0.027778,0.222222,124,20,101
RSV,semantic_change,"SWAN(w=50,k=1.0)",SWAN,-0.087272,-0.091956,0.021164,0.162963,169,20,101
RSV,semantic_change,"SWAN(w=50,k=1.5)",SWAN,-0.105389,-0.09358,0.01087,0.158491,164,20,101
RSV,semantic_change,"SWAN(w=50,k=2.0)",SWAN,-0.095375,-0.06361,0.011976,0.169355,147,20,101
RSV,semantic_change,MutClust-Orig(g=10),MutClust-Orig,-0.048282,0.102782,0.0,0.165414,32,20,101
RSV,EVEscape_composite,Wavelet(t=1.0),Wavelet,-0.016854,0.083495,0.043956,0.22093,71,20,101
RSV,EVEscape_composite,Wavelet(t=1.5),Wavelet,-0.013395,0.11633,0.035088,0.188406,37,20,101
RSV,EVEscape_composite,Wavelet(t=2.0),Wavelet,-0.003888,0.113543,0.04,0.167939,30,20,101
RSV,EVEscape_composite,KDE(p=75),KDE,-0.022811,0.147939,0.050633,0.32636,138,20,101
RSV,EVEscape_composite,KDE(p=80),KDE,0.0,0.115049,0.061538,0.28436,110,20,101
RSV,EVEscape_composite,KDE(p=85),KDE,0.026641,0.114893,0.07767,0.26087,83,20,101
RSV,EVEscape_composite,SlidingTest(p=0.01),SlidingTest,-0.057283,0.102471,0.0,0.193103,44,20,101
RSV,EVEscape_composite,SlidingTest(p=0.05),SlidingTest,-0.045822,0.0975,0.021978,0.232558,71,20,101
RSV,EVEscape_composite,GradPeak(p=0.2),GradPeak,0.0,0.0,0.0,0.0,0,20,101
RSV,EVEscape_composite,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0,20,101
RSV,EVEscape_composite,LocalContrast(z=1.0),LocalContrast,-0.041845,-0.016185,0.023256,0.131737,66,20,101
RSV,EVEscape_composite,LocalContrast(z=1.5),LocalContrast,-0.019284,0.005079,0.032258,0.111888,42,20,101
RSV,EVEscape_composite,LocalContrast(z=2.0),LocalContrast,-0.012138,0.026374,0.035714,0.116788,36,20,101
RSV,EVEscape_composite,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.029012,0.057742,0.0,0.070796,12,20,101
RSV,EVEscape_composite,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.022056,0.029934,0.0,0.037037,7,20,101
RSV,EVEscape_composite,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.020401,0.040604,0.0,0.037383,6,20,101
RSV,EVEscape_composite,AdaptiveKnee,AdaptiveKnee,-0.033286,0.026652,0.026316,0.152866,56,20,101
RSV,EVEscape_composite,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.038145,-0.04993,0.054422,0.24,274,20,101
RSV,EVEscape_composite,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.091327,-0.017607,0.046272,0.280851,369,20,101
RSV,EVEscape_composite,Spectral(z=1.5),Spectral,0.038883,0.072186,0.08,0.137405,30,20,101
RSV,EVEscape_composite,Spectral(z=2.0),Spectral,0.069623,0.064563,0.102564,0.1,19,20,101
RSV,EVEscape_composite,Bayes(prior=0.1),Bayes,-0.018606,0.053524,0.0,0.037736,5,20,101
RSV,EVEscape_composite,Bayes(prior=0.15),Bayes,-0.05217,0.078837,0.0,0.15942,37,20,101
RSV,EVEscape_composite,AdaptWin(s=90),AdaptWin,-0.064096,0.048664,0.0,0.167742,54,20,101
RSV,EVEscape_composite,AdaptWin(s=85),AdaptWin,-0.061719,0.011548,0.017699,0.185567,93,20,101
RSV,EVEscape_composite,FreqThresh(p=80),FreqThresh,-0.055474,0.033608,0.019231,0.194595,84,20,101
RSV,EVEscape_composite,FreqThresh(p=85),FreqThresh,-0.03937,0.035844,0.024096,0.170732,63,20,101
RSV,EVEscape_composite,FreqThresh(p=90),FreqThresh,-0.055856,0.075806,0.0,0.167832,42,20,101
RSV,EVEscape_composite,FreqThresh(p=95),FreqThresh,-0.038704,0.077032,0.0,0.114754,21,20,101
RSV,EVEscape_composite,"SWAN(w=10,k=1.0)",SWAN,-0.08073,0.09442,0.0,0.241758,81,20,101
RSV,EVEscape_composite,"SWAN(w=10,k=1.5)",SWAN,-0.074789,0.111505,0.0,0.244186,71,20,101
RSV,EVEscape_composite,"SWAN(w=10,k=2.0)",SWAN,-0.062103,0.107412,0.0,0.210526,51,20,101
RSV,EVEscape_composite,"SWAN(w=20,k=1.0)",SWAN,-0.085925,0.069468,0.0,0.230366,90,20,101
RSV,EVEscape_composite,"SWAN(w=20,k=1.5)",SWAN,-0.07235,0.081783,0.0,0.214286,67,20,101
RSV,EVEscape_composite,"SWAN(w=20,k=2.0)",SWAN,-0.062772,0.071435,0.0,0.183007,52,20,101
RSV,EVEscape_composite,"SWAN(w=50,k=1.0)",SWAN,-0.087064,0.026491,0.0,0.196891,92,20,101
RSV,EVEscape_composite,"SWAN(w=50,k=1.5)",SWAN,-0.074183,0.016139,0.0,0.163743,70,20,101
RSV,EVEscape_composite,"SWAN(w=50,k=2.0)",SWAN,-0.041494,0.082586,0.0,0.128,24,20,101
RSV,EVEscape_composite,MutClust-Orig(g=10),MutClust-Orig,-0.027751,0.133497,0.0,0.107143,11,20,101
RSV,EqualWeight,Wavelet(t=1.0),Wavelet,-0.078968,0.103328,0.0,0.24581,78,20,101
RSV,EqualWeight,Wavelet(t=1.5),Wavelet,-0.057988,0.149678,0.0,0.232877,45,20,101
RSV,EqualWeight,Wavelet(t=2.0),Wavelet,-0.044138,0.131315,0.0,0.171875,27,20,101
RSV,EqualWeight,KDE(p=75),KDE,0.0444,-0.090355,0.088608,0.142259,138,20,101
RSV,EqualWeight,KDE(p=80),KDE,0.024282,-0.084526,0.076923,0.123223,110,20,101
RSV,EqualWeight,KDE(p=85),KDE,-0.000493,-0.055646,0.058252,0.119565,83,20,101
RSV,EqualWeight,SlidingTest(p=0.01),SlidingTest,-0.072964,0.121442,0.0,0.248521,68,20,101
RSV,EqualWeight,SlidingTest(p=0.05),SlidingTest,-0.024169,0.100322,0.040404,0.244444,79,20,101
RSV,EqualWeight,GradPeak(p=0.2),GradPeak,-0.014386,-0.035124,0.0,0.0,3,20,101
RSV,EqualWeight,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0,20,101
RSV,EqualWeight,LocalContrast(z=1.0),LocalContrast,-0.022394,0.011639,0.041237,0.168539,77,20,101
RSV,EqualWeight,LocalContrast(z=1.5),LocalContrast,-0.018153,-0.045216,0.032787,0.070423,41,20,101
RSV,EqualWeight,LocalContrast(z=2.0),LocalContrast,0.009913,-0.000959,0.047619,0.065041,22,20,101
RSV,EqualWeight,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.044138,0.044378,0.0,0.109375,27,20,101
RSV,EqualWeight,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.032527,0.093569,0.0,0.103448,15,20,101
RSV,EqualWeight,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.027751,-0.000671,0.0,0.035714,11,20,101
RSV,EqualWeight,AdaptiveKnee,AdaptiveKnee,-0.085354,0.072122,0.0,0.231579,89,20,101
RSV,EqualWeight,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.003592,-0.031692,0.065306,0.233129,225,20,101
RSV,EqualWeight,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.055474,0.018608,0.078189,0.306878,466,20,101
RSV,EqualWeight,Spectral(z=1.5),Spectral,-0.023602,0.009376,0.030303,0.122449,46,20,101
RSV,EqualWeight,Spectral(z=2.0),Spectral,-0.049078,0.058133,0.0,0.134328,33,20,101
RSV,EqualWeight,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0,20,101
RSV,EqualWeight,Bayes(prior=0.15),Bayes,0.0,0.0,0.0,0.0,0,20,101
RSV,EqualWeight,AdaptWin(s=90),AdaptWin,-0.106462,0.022186,0.018182,0.259136,200,20,101
RSV,EqualWeight,AdaptWin(s=85),AdaptWin,-0.06986,-0.124383,0.053398,0.243408,392,20,101
RSV,EqualWeight,FreqThresh(p=80),FreqThresh,-0.097129,0.05635,0.0,0.236967,110,20,101
RSV,EqualWeight,FreqThresh(p=85),FreqThresh,-0.081895,0.088657,0.0,0.23913,83,20,101
RSV,EqualWeight,FreqThresh(p=90),FreqThresh,-0.064752,0.076699,0.0,0.192308,55,20,101
RSV,EqualWeight,FreqThresh(p=95),FreqThresh,-0.044991,0.082423,0.0,0.139535,28,20,101
RSV,EqualWeight,"SWAN(w=10,k=1.0)",SWAN,-0.063678,0.085323,0.026316,0.274678,132,20,101
RSV,EqualWeight,"SWAN(w=10,k=1.5)",SWAN,-0.047123,0.084725,0.03125,0.258373,108,20,101
RSV,EqualWeight,"SWAN(w=10,k=2.0)",SWAN,-0.051863,0.086932,0.020202,0.233333,79,20,101
RSV,EqualWeight,"SWAN(w=20,k=1.0)",SWAN,-0.061015,0.049946,0.027027,0.244541,128,20,101
RSV,EqualWeight,"SWAN(w=20,k=1.5)",SWAN,-0.047123,0.061083,0.03125,0.239234,108,20,101
RSV,EqualWeight,"SWAN(w=20,k=2.0)",SWAN,-0.078968,0.076407,0.0,0.223464,78,20,101
RSV,EqualWeight,"SWAN(w=50,k=1.0)",SWAN,-0.04928,0.030611,0.030534,0.216981,111,20,101
RSV,EqualWeight,"SWAN(w=50,k=1.5)",SWAN,-0.047123,0.03744,0.03125,0.220096,108,20,101
RSV,EqualWeight,"SWAN(w=50,k=2.0)",SWAN,-0.046397,0.039751,0.031496,0.221154,107,20,101
RSV,EqualWeight,MutClust-Orig(g=10),MutClust-Orig,0.0,0.0,0.070175,0.310292,550,20,101
RSV,tranception,Wavelet(t=1.0),Wavelet,0.097859,-0.07016,0.127273,0.115183,90,20,101
RSV,tranception,Wavelet(t=1.5),Wavelet,0.152367,-0.012664,0.177215,0.125,59,20,101
RSV,tranception,Wavelet(t=2.0),Wavelet,0.095205,-0.024329,0.133333,0.085106,40,20,101
RSV,tranception,KDE(p=75),KDE,0.066804,0.147939,0.101266,0.32636,138,20,101
RSV,tranception,KDE(p=80),KDE,0.048564,0.150268,0.092308,0.312796,110,20,101
RSV,tranception,KDE(p=85),KDE,-0.000493,0.154249,0.058252,0.293478,83,20,101
RSV,tranception,SlidingTest(p=0.01),SlidingTest,0.036818,0.023286,0.083333,0.143791,52,20,101
RSV,tranception,SlidingTest(p=0.05),SlidingTest,0.016778,0.060981,0.072464,0.246575,118,20,101
RSV,tranception,GradPeak(p=0.2),GradPeak,0.022894,-0.020571,0.073171,0.122699,62,20,101
RSV,tranception,GradPeak(p=0.5),GradPeak,0.038883,0.010151,0.08,0.091603,30,20,101
RSV,tranception,LocalContrast(z=1.0),LocalContrast,-0.030973,-0.05117,0.037383,0.12766,87,20,101
RSV,tranception,LocalContrast(z=1.5),LocalContrast,-0.054403,-0.042412,0.0,0.070922,40,20,101
RSV,tranception,LocalContrast(z=2.0),LocalContrast,-0.034693,-0.030438,0.0,0.033898,17,20,101
RSV,tranception,"CUSUM(d=0.3,h=3.0)",CUSUM,0.018859,-0.034455,0.052632,0.033613,18,20,101
RSV,tranception,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.018606,0.004048,0.0,0.018868,5,20,101
RSV,tranception,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.011736,0.049362,0.0,0.019417,2,20,101
RSV,tranception,AdaptiveKnee,AdaptiveKnee,-0.041028,-0.013621,0.023529,0.13253,65,20,101
RSV,tranception,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.050147,-0.058831,0.090909,0.178988,156,20,101
RSV,tranception,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.007582,-0.031892,0.070922,0.281746,403,20,101
RSV,tranception,Spectral(z=1.5),Spectral,0.010107,-0.010598,0.059701,0.108108,47,20,101
RSV,tranception,Spectral(z=2.0),Spectral,-0.000803,0.018333,0.041667,0.093023,28,20,101
RSV,tranception,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0,20,101
RSV,tranception,Bayes(prior=0.15),Bayes,0.0,0.0,0.0,0.0,0,20,101
RSV,tranception,AdaptWin(s=90),AdaptWin,-0.027596,0.051161,0.057348,0.294444,259,20,101
RSV,tranception,AdaptWin(s=85),AdaptWin,-0.100343,0.044657,0.045113,0.308333,379,20,101
RSV,tranception,FreqThresh(p=80),FreqThresh,-0.048564,-0.037567,0.030769,0.161137,110,20,101
RSV,tranception,FreqThresh(p=85),FreqThresh,-0.054761,-0.003172,0.019417,0.163043,83,20,101
RSV,tranception,FreqThresh(p=90),FreqThresh,-0.032376,-0.032871,0.026667,0.102564,55,20,101
RSV,tranception,FreqThresh(p=95),FreqThresh,-0.044991,-0.00303,0.0,0.077519,28,20,101
RSV,tranception,"SWAN(w=10,k=1.0)",SWAN,-0.077984,-0.000314,0.033613,0.250784,218,20,101
RSV,tranception,"SWAN(w=10,k=1.5)",SWAN,-0.04239,-0.023569,0.043243,0.210526,165,20,101
RSV,tranception,"SWAN(w=10,k=2.0)",SWAN,-0.048716,-0.013489,0.03681,0.204918,143,20,101
RSV,tranception,"SWAN(w=20,k=1.0)",SWAN,-0.097281,0.0155,0.029963,0.270115,247,20,101
RSV,tranception,"SWAN(w=20,k=1.5)",SWAN,-0.056067,-0.019607,0.039024,0.223776,185,20,101
RSV,tranception,"SWAN(w=20,k=2.0)",SWAN,-0.02953,0.010669,0.047904,0.225806,147,20,101
RSV,tranception,"SWAN(w=50,k=1.0)",SWAN,-0.089248,0.055489,0.031373,0.291667,235,20,101
RSV,tranception,"SWAN(w=50,k=1.5)",SWAN,-0.065416,0.024004,0.03653,0.26,199,20,101
RSV,tranception,"SWAN(w=50,k=2.0)",SWAN,-0.045858,-0.02254,0.042105,0.214022,170,20,101
RSV,tranception,MutClust-Orig(g=10),MutClust-Orig,0.0,0.0,0.070175,0.310292,550,20,101
RSV,stability,Wavelet(t=1.0),Wavelet,0.04239,0.044319,0.088889,0.187135,70,20,101
RSV,stability,Wavelet(t=1.5),Wavelet,0.077588,0.036362,0.117647,0.147651,48,20,101
RSV,stability,Wavelet(t=2.0),Wavelet,0.104984,-0.005246,0.139535,0.064516,23,20,101
RSV,stability,KDE(p=75),KDE,-0.045215,0.191266,0.037975,0.359833,138,20,101
RSV,stability,KDE(p=80),KDE,-0.097129,0.138528,0.0,0.303318,110,20,101
RSV,stability,KDE(p=85),KDE,-0.081895,0.128012,0.0,0.271739,83,20,101
RSV,stability,SlidingTest(p=0.01),SlidingTest,0.048264,0.115625,0.086957,0.15748,26,20,101
RSV,stability,SlidingTest(p=0.05),SlidingTest,0.041081,0.15352,0.087912,0.27907,71,20,101
RSV,stability,GradPeak(p=0.2),GradPeak,0.055035,0.012417,0.098039,0.174863,82,20,101
RSV,stability,GradPeak(p=0.5),GradPeak,0.08376,0.046881,0.123077,0.150685,45,20,101
RSV,stability,LocalContrast(z=1.0),LocalContrast,-0.054761,-0.016291,0.019417,0.152174,83,20,101
RSV,stability,LocalContrast(z=1.5),LocalContrast,-0.019284,0.022761,0.032258,0.125874,42,20,101
RSV,stability,LocalContrast(z=2.0),LocalContrast,-0.025055,0.012854,0.0,0.036364,9,20,101
RSV,stability,"CUSUM(d=0.3,h=3.0)",CUSUM,0.041627,0.032871,0.064516,0.053571,11,20,101
RSV,stability,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.018606,0.103,0.0,0.056604,5,20,101
RSV,stability,"CUSUM(d=0.5,h=5.0)",CUSUM,0.117487,0.092389,0.086957,0.038462,3,20,101
RSV,stability,AdaptiveKnee,AdaptiveKnee,-0.024324,0.013916,0.05,0.224066,140,20,101
RSV,stability,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.033712,0.049852,0.060606,0.070175,13,20,101
RSV,stability,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.020393,0.001813,0.031746,0.111111,43,20,101
RSV,stability,Spectral(z=1.5),Spectral,-0.021481,-0.001385,0.03125,0.110345,44,20,101
RSV,stability,Spectral(z=2.0),Spectral,-0.00536,0.006257,0.039216,0.090909,31,20,101
RSV,stability,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0,20,101
RSV,stability,Bayes(prior=0.15),Bayes,-0.06827,0.026739,0.025157,0.233333,139,20,101
RSV,stability,AdaptWin(s=90),AdaptWin,0.006051,0.105573,0.045455,0.144,24,20,101
RSV,stability,AdaptWin(s=85),AdaptWin,0.050123,0.050543,0.09375,0.151724,44,20,101
RSV,stability,FreqThresh(p=80),FreqThresh,-0.00818,0.018587,0.037736,0.104478,33,20,101
RSV,stability,FreqThresh(p=85),FreqThresh,-0.00818,0.018587,0.037736,0.104478,33,20,101
RSV,stability,FreqThresh(p=90),FreqThresh,0.024168,0.05761,0.055556,0.08547,16,20,101
RSV,stability,FreqThresh(p=95),FreqThresh,0.057526,0.020824,0.071429,0.036697,8,20,101
RSV,stability,"SWAN(w=10,k=1.0)",SWAN,0.129532,0.063561,0.135802,0.263374,142,20,101
RSV,stability,"SWAN(w=10,k=1.5)",SWAN,0.078634,0.140012,0.112,0.300971,105,20,101
RSV,stability,"SWAN(w=10,k=2.0)",SWAN,0.017934,0.157222,0.069767,0.275449,66,20,101
RSV,stability,"SWAN(w=20,k=1.0)",SWAN,0.07355,0.122574,0.103448,0.313725,154,20,101
RSV,stability,"SWAN(w=20,k=1.5)",SWAN,0.098348,0.141168,0.124031,0.304762,109,20,101
RSV,stability,"SWAN(w=20,k=2.0)",SWAN,0.103566,0.119042,0.132075,0.26738,86,20,101
RSV,stability,"SWAN(w=50,k=1.0)",SWAN,0.050809,0.079517,0.09,0.291815,180,20,101
RSV,stability,"SWAN(w=50,k=1.5)",SWAN,-0.035819,0.14618,0.041379,0.318584,125,20,101
RSV,stability,"SWAN(w=50,k=2.0)",SWAN,0.00989,0.077432,0.064516,0.218391,73,20,101
RSV,stability,MutClust-Orig(g=10),MutClust-Orig,-0.045822,0.0975,0.021978,0.232558,71,20,101
RSV,stability_structural,Wavelet(t=1.0),Wavelet,-0.074789,-0.028545,0.0,0.127907,71,20,101
RSV,stability_structural,Wavelet(t=1.5),Wavelet,-0.054403,-0.060495,0.0,0.056738,40,20,101
RSV,stability_structural,Wavelet(t=2.0),Wavelet,-0.038704,-0.069993,0.0,0.016393,21,20,101
RSV,stability_structural,KDE(p=75),KDE,0.066804,0.137108,0.101266,0.317992,138,20,101
RSV,stability_structural,KDE(p=80),KDE,-0.024282,0.150268,0.046154,0.312796,110,20,101
RSV,stability_structural,KDE(p=85),KDE,-0.081895,0.14113,0.0,0.282609,83,20,101
RSV,stability_structural,SlidingTest(p=0.01),SlidingTest,0.053597,0.151546,0.090909,0.176,24,20,101
RSV,stability_structural,SlidingTest(p=0.05),SlidingTest,0.052124,0.168548,0.096386,0.280488,63,20,101
RSV,stability_structural,GradPeak(p=0.2),GradPeak,0.0,0.0,0.0,0.0,0,20,101
RSV,stability_structural,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0,20,101
RSV,stability_structural,LocalContrast(z=1.0),LocalContrast,-0.026774,-0.000767,0.039216,0.163934,82,20,101
RSV,stability_structural,LocalContrast(z=1.5),LocalContrast,-0.019284,0.022761,0.032258,0.125874,42,20,101
RSV,stability_structural,LocalContrast(z=2.0),LocalContrast,-0.022056,0.029934,0.0,0.037037,7,20,101
RSV,stability_structural,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.025055,0.049867,0.0,0.054545,9,20,101
RSV,stability_structural,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.014386,0.156145,0.0,0.057692,3,20,101
RSV,stability_structural,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.008291,0.089986,0.0,0.019608,1,20,101
RSV,stability_structural,AdaptiveKnee,AdaptiveKnee,-0.030521,0.03608,0.027397,0.155844,53,20,101
RSV,stability_structural,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.014386,-0.035124,0.0,0.0,3,20,101
RSV,stability_structural,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.009913,-0.048886,0.047619,0.03252,22,20,101
RSV,stability_structural,Spectral(z=1.5),Spectral,-0.027643,-0.00297,0.028571,0.119205,50,20,101
RSV,stability_structural,Spectral(z=2.0),Spectral,-0.043271,0.027116,0.0,0.094488,26,20,101
RSV,stability_structural,Bayes(prior=0.1),Bayes,-0.030225,0.080763,0.0,0.087719,13,20,101
RSV,stability_structural,Bayes(prior=0.15),Bayes,-0.042373,0.048052,0.038961,0.246809,134,20,101
RSV,stability_structural,AdaptWin(s=90),AdaptWin,-0.034693,0.078092,0.0,0.101695,17,20,101
RSV,stability_structural,AdaptWin(s=85),AdaptWin,-0.000803,0.039697,0.041667,0.108527,28,20,101
RSV,stability_structural,FreqThresh(p=80),FreqThresh,-0.003888,0.010151,0.04,0.091603,30,20,101
RSV,stability_structural,FreqThresh(p=85),FreqThresh,0.006051,0.036612,0.045455,0.096,24,20,101
RSV,stability_structural,FreqThresh(p=90),FreqThresh,-0.032527,0.064738,0.0,0.086207,15,20,101
RSV,stability_structural,FreqThresh(p=95),FreqThresh,-0.023601,0.099268,0.0,0.073394,8,20,101
RSV,stability_structural,"SWAN(w=10,k=1.0)",SWAN,0.131757,0.067817,0.1375,0.26556,140,20,101
RSV,stability_structural,"SWAN(w=10,k=1.5)",SWAN,0.05175,0.134653,0.094488,0.298077,107,20,101
RSV,stability_structural,"SWAN(w=10,k=2.0)",SWAN,-0.035952,0.169429,0.025316,0.275,59,20,101
RSV,stability_structural,"SWAN(w=20,k=1.0)",SWAN,0.070775,0.126529,0.101695,0.317829,157,20,101
RSV,stability_structural,"SWAN(w=20,k=1.5)",SWAN,0.098348,0.141168,0.124031,0.304762,109,20,101
RSV,stability_structural,"SWAN(w=20,k=2.0)",SWAN,0.014395,0.132258,0.067416,0.258824,69,20,101
RSV,stability_structural,"SWAN(w=50,k=1.0)",SWAN,0.043506,0.081996,0.086124,0.296552,189,20,101
RSV,stability_structural,"SWAN(w=50,k=1.5)",SWAN,-0.034329,0.151157,0.041958,0.321429,123,20,101
RSV,stability_structural,"SWAN(w=50,k=2.0)",SWAN,-0.05217,0.041344,0.0,0.130435,37,20,101
RSV,stability_structural,MutClust-Orig(g=10),MutClust-Orig,0.0,0.0,0.0,0.0,0,20,101
RSV,freq_with_indel,Wavelet(t=1.0),Wavelet,-0.083631,0.119042,0.0,0.26738,86,20,101
RSV,freq_with_indel,Wavelet(t=1.5),Wavelet,-0.052922,0.16705,0.0,0.230216,38,20,101
RSV,freq_with_indel,Wavelet(t=2.0),Wavelet,-0.04239,0.16703,0.0,0.190476,25,20,101
RSV,freq_with_indel,KDE(p=75),KDE,-0.000407,-0.101186,0.063291,0.133891,138,20,101
RSV,freq_with_indel,KDE(p=80),KDE,-0.048564,-0.061046,0.030769,0.14218,110,20,101
RSV,freq_with_indel,KDE(p=85),KDE,-0.081895,-0.029409,0.0,0.141304,83,20,101
RSV,freq_with_indel,SlidingTest(p=0.01),SlidingTest,-0.063436,0.179301,0.0,0.272727,53,20,101
RSV,freq_with_indel,SlidingTest(p=0.05),SlidingTest,-0.072964,0.135708,0.0,0.260355,68,20,101
RSV,freq_with_indel,GradPeak(p=0.2),GradPeak,-0.016627,0.069936,0.0,0.038095,4,20,101
RSV,freq_with_indel,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0,20,101
