pathogen,scoring,detector,mcc,precision,recall,f1,n_detected
Rabies,freq_with_indel,FreqThresh(p=80),-0.090482,0.030612,0.076923,0.043796,98
Rabies,entropy_with_indel,Wavelet(t=1.0),-0.10775,0.0,0.0,0.0,58
Rabies,entropy_with_indel,AdaptiveKnee,-0.088243,0.035714,0.102564,0.05298,112
Rabies,entropy_with_indel,FreqThresh(p=80),-0.090482,0.030612,0.076923,0.043796,98
EV-A71,freq_with_indel,Wavelet(t=1.0),-0.106716,0.046875,0.111111,0.065934,64
EV-A71,freq_with_indel,AdaptiveKnee,0.011966,0.117647,0.074074,0.090909,17
EV-A71,freq_with_indel,FreqThresh(p=80),0.07812,0.150943,0.296296,0.2,53
EV-A71,entropy_with_indel,Wavelet(t=1.0),0.010356,0.109375,0.259259,0.153846,64
EV-A71,entropy_with_indel,AdaptiveKnee,0.07771,0.181818,0.148148,0.163265,22
EV-A71,entropy_with_indel,FreqThresh(p=80),0.018912,0.115385,0.222222,0.151899,52
SARS-CoV-2,freq,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
SARS-CoV-2,entropy,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
SARS-CoV-2,rare_freq,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
SARS-CoV-2,H-score,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
SARS-CoV-2,homoplasy,MutClust-Hybrid,0.077357,0.068966,0.16,0.096386,58
SARS-CoV-2,esm2_llr,MutClust-Hybrid,0.00576,0.020433,0.68,0.039673,832
SARS-CoV-2,plddt_inv,MutClust-Hybrid,0.061119,0.023518,1.0,0.045956,1063
SARS-CoV-2,sasa,MutClust-Hybrid,0.022046,0.022796,0.6,0.043924,658
SARS-CoV-2,grantham,MutClust-Hybrid,0.038038,0.04878,0.08,0.060606,41
SARS-CoV-2,dnds_proxy,MutClust-Hybrid,0.052423,0.066667,0.08,0.072727,30
SARS-CoV-2,semantic_change,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
SARS-CoV-2,EVEscape_composite,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
SARS-CoV-2,EqualWeight,MutClust-Hybrid,-0.011806,0.01766,0.32,0.033473,453
SARS-CoV-2,tranception,MutClust-Hybrid,-0.014938,0.018579,0.68,0.03617,915
SARS-CoV-2,stability,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
SARS-CoV-2,stability_structural,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
H3N2,freq,MutClust-Hybrid,0.132049,0.076,0.76,0.138182,250
H3N2,entropy,MutClust-Hybrid,0.03706,0.051351,0.76,0.096203,370
H3N2,rare_freq,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
H3N2,H-score,MutClust-Hybrid,0.056702,0.054201,0.8,0.101523,369
H3N2,homoplasy,MutClust-Hybrid,-0.024824,0.043478,0.76,0.082251,437
H3N2,esm2_llr,MutClust-Hybrid,0.073271,0.056452,0.84,0.105793,372
H3N2,plddt_inv,MutClust-Hybrid,0.002264,0.046218,0.88,0.087824,476
H3N2,sasa,MutClust-Hybrid,-0.087224,0.034121,0.52,0.064039,381
H3N2,grantham,MutClust-Hybrid,0.050407,0.05305,0.8,0.099502,377
H3N2,dnds_proxy,MutClust-Hybrid,0.090738,0.057357,0.92,0.107981,401
H3N2,semantic_change,MutClust-Hybrid,0.015612,0.053191,0.2,0.084034,94
H3N2,EVEscape_composite,MutClust-Hybrid,0.169576,0.25,0.16,0.195122,16
H3N2,EqualWeight,MutClust-Hybrid,0.022375,0.049315,0.72,0.092308,365
H3N2,tranception,MutClust-Hybrid,0.009595,0.047486,0.68,0.088773,358
H3N2,stability,MutClust-Hybrid,-0.008127,0.044586,0.56,0.082596,314
H3N2,stability_structural,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
Norovirus,freq,MutClust-Hybrid,0.22457,0.10989,0.666667,0.188679,91
Norovirus,entropy,MutClust-Hybrid,0.121386,0.056497,0.666667,0.104167,177
Norovirus,rare_freq,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
Norovirus,H-score,MutClust-Hybrid,0.104351,0.045455,0.8,0.086022,264
Norovirus,homoplasy,MutClust-Hybrid,-0.02738,0.021739,0.266667,0.040201,184
Norovirus,esm2_llr,MutClust-Hybrid,-0.0081,0.026946,0.6,0.051576,334
Norovirus,plddt_inv,MutClust-Hybrid,-0.047258,0.023866,0.666667,0.046083,419
Norovirus,sasa,MutClust-Hybrid,0.09509,0.038997,0.933333,0.074866,359
Norovirus,grantham,MutClust-Hybrid,0.104296,0.047826,0.733333,0.089796,230
Norovirus,dnds_proxy,MutClust-Hybrid,0.056559,0.037313,0.666667,0.070671,268
Norovirus,semantic_change,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
Norovirus,EVEscape_composite,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
Norovirus,EqualWeight,MutClust-Hybrid,0.056561,0.033854,0.866667,0.065163,384
Norovirus,tranception,MutClust-Hybrid,0.024209,0.030812,0.733333,0.05914,357
Norovirus,stability,MutClust-Hybrid,-0.055023,0.0,0.0,0.0,51
Norovirus,stability_structural,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
HIV-1,freq,MutClust-Hybrid,0.035554,0.056075,0.782609,0.104651,321
HIV-1,entropy,MutClust-Hybrid,0.037034,0.053659,0.956522,0.101617,410
HIV-1,rare_freq,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
HIV-1,H-score,MutClust-Hybrid,-0.04647,0.045045,0.652174,0.08427,333
HIV-1,homoplasy,MutClust-Hybrid,0.091032,0.058974,1.0,0.11138,390
HIV-1,esm2_llr,MutClust-Hybrid,0.042591,0.055866,0.869565,0.104987,358
HIV-1,plddt_inv,MutClust-Hybrid,0.031663,0.053846,0.913043,0.101695,390
HIV-1,sasa,MutClust-Hybrid,0.03809,0.055882,0.826087,0.104683,340
HIV-1,grantham,MutClust-Hybrid,0.036611,0.05625,0.782609,0.104956,320
HIV-1,dnds_proxy,MutClust-Hybrid,0.020307,0.053731,0.782609,0.100559,335
HIV-1,semantic_change,MutClust-Hybrid,0.070816,0.075188,0.434783,0.128205,133
HIV-1,EVEscape_composite,MutClust-Hybrid,0.125545,0.2,0.130435,0.157895,15
HIV-1,EqualWeight,MutClust-Hybrid,0.024666,0.053977,0.826087,0.101333,352
HIV-1,tranception,MutClust-Hybrid,0.025861,0.054545,0.782609,0.101983,330
HIV-1,stability,MutClust-Hybrid,0.101747,0.067114,0.869565,0.124611,298
HIV-1,stability_structural,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
Dengue,freq,MutClust-Hybrid,0.038208,0.055944,0.666667,0.103226,286
Dengue,entropy,MutClust-Hybrid,0.013978,0.051051,0.708333,0.095238,333
Dengue,rare_freq,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
Dengue,H-score,MutClust-Hybrid,0.011057,0.050595,0.708333,0.094444,336
Dengue,homoplasy,MutClust-Hybrid,-0.042622,0.043103,0.625,0.080645,348
Dengue,esm2_llr,MutClust-Hybrid,0.077474,0.061889,0.791667,0.114804,307
Dengue,plddt_inv,MutClust-Hybrid,0.005276,0.049505,0.833333,0.093458,404
Dengue,sasa,MutClust-Hybrid,0.0207,0.052459,0.666667,0.097264,305
Dengue,grantham,MutClust-Hybrid,0.081724,0.065637,0.708333,0.120141,259
Dengue,dnds_proxy,MutClust-Hybrid,0.053791,0.058621,0.708333,0.10828,290
Dengue,semantic_change,MutClust-Hybrid,-0.001334,0.047619,0.041667,0.044444,21
Dengue,EVEscape_composite,MutClust-Hybrid,0.124346,0.2,0.125,0.153846,15
Dengue,EqualWeight,MutClust-Hybrid,-9.5e-05,0.048969,0.791667,0.092233,388
Dengue,tranception,MutClust-Hybrid,0.024348,0.052055,0.791667,0.097686,365
Dengue,stability,MutClust-Hybrid,0.033523,0.06383,0.25,0.101695,94
Dengue,stability_structural,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
RSV,freq,MutClust-Hybrid,-0.134364,0.008197,0.1,0.015152,244
RSV,entropy,MutClust-Hybrid,-0.144786,0.01278,0.2,0.024024,313
RSV,rare_freq,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
RSV,H-score,MutClust-Hybrid,-0.106933,0.023316,0.45,0.044335,386
RSV,homoplasy,MutClust-Hybrid,-0.0885,0.028698,0.65,0.054968,453
RSV,esm2_llr,MutClust-Hybrid,0.086913,0.048711,0.85,0.092141,349
RSV,plddt_inv,MutClust-Hybrid,0.071115,0.041237,1.0,0.079208,485
RSV,sasa,MutClust-Hybrid,-0.02027,0.034146,0.7,0.065116,410
RSV,grantham,MutClust-Hybrid,-0.075428,0.024615,0.4,0.046377,325
RSV,dnds_proxy,MutClust-Hybrid,-0.158978,0.017722,0.35,0.033735,395
RSV,semantic_change,MutClust-Hybrid,-0.032527,0.0,0.0,0.0,15
RSV,EVEscape_composite,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
RSV,EqualWeight,MutClust-Hybrid,0.04802,0.041667,0.85,0.079439,408
RSV,tranception,MutClust-Hybrid,0.032697,0.04065,0.75,0.077121,369
RSV,stability,MutClust-Hybrid,-0.023602,0.021739,0.05,0.030303,46
RSV,stability_structural,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
Influenza_B,freq,MutClust-Hybrid,0.241569,0.15,0.529412,0.233766,60
Influenza_B,entropy,MutClust-Hybrid,0.119403,0.056604,0.705882,0.104803,212
Influenza_B,rare_freq,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
Influenza_B,H-score,MutClust-Hybrid,0.084248,0.042424,0.823529,0.080692,330
Influenza_B,homoplasy,MutClust-Hybrid,0.046477,0.035533,0.823529,0.068127,394
Influenza_B,esm2_llr,MutClust-Hybrid,0.051927,0.036364,0.823529,0.069652,385
Influenza_B,plddt_inv,MutClust-Hybrid,0.037758,0.033632,0.882353,0.064795,446
Influenza_B,sasa,MutClust-Hybrid,0.05611,0.037037,0.823529,0.070886,378
Influenza_B,grantham,MutClust-Hybrid,-0.005421,0.029777,0.705882,0.057143,403
Influenza_B,dnds_proxy,MutClust-Hybrid,-0.066409,0.028986,0.941176,0.056239,552
Influenza_B,semantic_change,MutClust-Hybrid,-0.01358,0.024691,0.117647,0.040816,81
Influenza_B,EVEscape_composite,MutClust-Hybrid,-0.029354,0.0,0.0,0.0,15
Influenza_B,EqualWeight,MutClust-Hybrid,-0.054734,0.029091,0.941176,0.056437,550
Influenza_B,tranception,MutClust-Hybrid,-0.04937,0.025,0.588235,0.047962,400
Influenza_B,stability,MutClust-Hybrid,0.035765,0.035948,0.647059,0.068111,306
Influenza_B,stability_structural,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
MERS,freq,MutClust-Hybrid,-0.007184,0.0,0.0,0.0,10
MERS,entropy,MutClust-Hybrid,-0.013547,0.005924,0.555556,0.011723,844
MERS,rare_freq,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
MERS,H-score,MutClust-Hybrid,0.019656,0.00791,0.777778,0.01566,885
MERS,homoplasy,MutClust-Hybrid,0.00369,0.006938,0.777778,0.013752,1009
MERS,esm2_llr,MutClust-Hybrid,-0.02419,0.005441,0.555556,0.010776,919
MERS,plddt_inv,MutClust-Hybrid,-0.027127,0.00565,0.666667,0.011204,1062
MERS,sasa,MutClust-Hybrid,-0.001109,0.006667,0.444444,0.013136,600
MERS,grantham,MutClust-Hybrid,-0.006424,0.006424,0.666667,0.012725,934
MERS,dnds_proxy,MutClust-Hybrid,0.022481,0.007759,0.888889,0.015385,1031
MERS,semantic_change,MutClust-Hybrid,0.045463,0.013841,0.444444,0.026846,289
MERS,EVEscape_composite,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
MERS,EqualWeight,MutClust-Hybrid,-0.065317,0.003236,0.333333,0.00641,927
MERS,tranception,MutClust-Hybrid,-0.048602,0.004228,0.444444,0.008377,946
MERS,stability,MutClust-Hybrid,0.02537,0.008363,0.777778,0.016548,837
MERS,stability_structural,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
HCV,freq,MutClust-Hybrid,0.079318,0.183673,0.666667,0.288,196
HCV,entropy,MutClust-Hybrid,-0.101137,0.143836,0.777778,0.242775,292
HCV,rare_freq,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
HCV,H-score,MutClust-Hybrid,-0.020254,0.155932,0.851852,0.26361,295
HCV,homoplasy,MutClust-Hybrid,-0.100861,0.140221,0.703704,0.233846,271
HCV,esm2_llr,MutClust-Hybrid,0.086115,0.178138,0.814815,0.292359,247
HCV,plddt_inv,MutClust-Hybrid,0.031448,0.163763,0.87037,0.27566,287
HCV,sasa,MutClust-Hybrid,-0.064468,0.144578,0.666667,0.237624,249
HCV,grantham,MutClust-Hybrid,0.039086,0.167331,0.777778,0.27541,251
HCV,dnds_proxy,MutClust-Hybrid,-0.089904,0.141791,0.703704,0.236025,268
HCV,semantic_change,MutClust-Hybrid,-0.086115,0.107527,0.185185,0.136054,93
HCV,EVEscape_composite,MutClust-Hybrid,-0.122413,0.0,0.0,0.0,25
HCV,EqualWeight,MutClust-Hybrid,-0.072347,0.141026,0.611111,0.229167,234
HCV,tranception,MutClust-Hybrid,0.026568,0.164122,0.796296,0.272152,262
HCV,stability,MutClust-Hybrid,-0.085898,0.134884,0.537037,0.215613,215
HCV,stability_structural,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
Zika,freq,MutClust-Hybrid,-0.068601,0.053435,0.777778,0.1,393
Zika,entropy,MutClust-Hybrid,0.012968,0.060914,0.888889,0.114014,394
Zika,H-score,MutClust-Hybrid,-0.006381,0.059126,0.851852,0.110577,389
Zika,homoplasy,MutClust-Hybrid,0.019787,0.061275,0.925926,0.114943,408
Zika,esm2_llr,MutClust-Hybrid,-0.077685,0.049419,0.62963,0.091644,344
Zika,plddt_inv,MutClust-Hybrid,0.004662,0.060274,0.814815,0.112245,365
Zika,sasa,MutClust-Hybrid,0.048107,0.066667,0.814815,0.123249,330
Zika,grantham,MutClust-Hybrid,-0.039485,0.053628,0.62963,0.098837,317
Zika,dnds_proxy,MutClust-Hybrid,0.050227,0.066282,0.851852,0.122995,347
Zika,semantic_change,MutClust-Hybrid,0.022287,0.074074,0.148148,0.098765,54
Zika,EVEscape_composite,MutClust-Hybrid,-0.064771,0.0,0.0,0.0,28
Zika,EqualWeight,MutClust-Hybrid,0.020603,0.060134,1.0,0.113445,449
Zika,tranception,MutClust-Hybrid,0.037557,0.065421,0.777778,0.12069,321
Zika,stability,MutClust-Hybrid,-0.041569,0.052265,0.555556,0.095541,287
Zika,stability_structural,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
Rabies,freq,MutClust-Hybrid,-0.124953,0.031056,0.128205,0.05,161
Rabies,entropy,MutClust-Hybrid,-0.138386,0.048276,0.358974,0.085106,290
Rabies,rare_freq,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
Rabies,H-score,MutClust-Hybrid,-0.016536,0.075908,0.589744,0.134503,303
Rabies,homoplasy,MutClust-Hybrid,0.109792,0.098837,0.871795,0.177546,344
Rabies,esm2_llr,MutClust-Hybrid,-0.019037,0.07541,0.589744,0.133721,305
Rabies,plddt_inv,MutClust-Hybrid,0.017958,0.081683,0.846154,0.148984,404
Rabies,sasa,MutClust-Hybrid,0.005563,0.080332,0.74359,0.145,361
Rabies,grantham,MutClust-Hybrid,-0.133234,0.05178,0.410256,0.091954,309
Rabies,dnds_proxy,MutClust-Hybrid,-0.040954,0.070968,0.564103,0.126074,310
Rabies,semantic_change,MutClust-Hybrid,-0.052144,0.0,0.0,0.0,15
Rabies,EVEscape_composite,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
Rabies,EqualWeight,MutClust-Hybrid,-0.012896,0.077348,0.717949,0.139651,362
Rabies,tranception,MutClust-Hybrid,-0.016038,0.076705,0.692308,0.138107,352
Rabies,stability,MutClust-Hybrid,0.020155,0.088235,0.307692,0.137143,136
Rabies,stability_structural,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
EV-A71,freq,MutClust-Hybrid,-0.061215,0.043478,0.037037,0.04,23
EV-A71,entropy,MutClust-Hybrid,-0.014226,0.098039,0.37037,0.155039,102
EV-A71,rare_freq,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
EV-A71,H-score,MutClust-Hybrid,0.057359,0.121951,0.555556,0.2,123
EV-A71,homoplasy,MutClust-Hybrid,-0.053615,0.094527,0.703704,0.166667,201
EV-A71,esm2_llr,MutClust-Hybrid,0.142325,0.176471,0.444444,0.252632,68
EV-A71,plddt_inv,MutClust-Hybrid,-0.018044,0.101322,0.851852,0.181102,227
EV-A71,sasa,MutClust-Hybrid,0.021018,0.105485,0.925926,0.189394,237
EV-A71,grantham,MutClust-Hybrid,-0.051222,0.087302,0.407407,0.143791,126
EV-A71,dnds_proxy,MutClust-Hybrid,0.070604,0.127119,0.555556,0.206897,118
EV-A71,semantic_change,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
EV-A71,EVEscape_composite,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
EV-A71,EqualWeight,MutClust-Hybrid,-0.030788,0.097938,0.703704,0.171946,194
EV-A71,tranception,MutClust-Hybrid,-0.030788,0.097938,0.703704,0.171946,194
EV-A71,stability,MutClust-Hybrid,0.057044,0.135593,0.296296,0.186047,59
EV-A71,stability_structural,MutClust-Hybrid,0.0,0.0,0.0,0.0,0
