pathogen,fraction,n_sequences,repeat,score,detector,mcc
Norovirus,0.25,375,3,H-score,FreqThresh(p=85),0.3922
Norovirus,0.25,375,3,H-score,"SWAN(w=10,k=1.5)",0.2367
Norovirus,0.25,375,3,H-score,KDE(p=80),-0.0217
Norovirus,0.25,375,3,E_only,Wavelet(t=1.5),0.2283
Norovirus,0.25,375,3,E_only,FreqThresh(p=85),0.4136
Norovirus,0.25,375,3,E_only,"SWAN(w=10,k=1.5)",0.2534
Norovirus,0.25,375,3,E_only,KDE(p=80),0.0084
Norovirus,0.25,375,4,E*rare,Wavelet(t=1.5),0.123
Norovirus,0.25,375,4,E*rare,FreqThresh(p=85),0.1526
Norovirus,0.25,375,4,E*rare,"SWAN(w=10,k=1.5)",0.0467
Norovirus,0.25,375,4,E*rare,KDE(p=80),0.2317
Norovirus,0.25,375,4,P*E*rare,Wavelet(t=1.5),0.1594
Norovirus,0.25,375,4,P*E*rare,FreqThresh(p=85),0.1702
Norovirus,0.25,375,4,P*E*rare,"SWAN(w=10,k=1.5)",0.0449
Norovirus,0.25,375,4,P*E*rare,KDE(p=80),0.2317
Norovirus,0.25,375,4,P*E,Wavelet(t=1.5),0.2228
Norovirus,0.25,375,4,P*E,FreqThresh(p=85),0.3613
Norovirus,0.25,375,4,P*E,"SWAN(w=10,k=1.5)",0.2047
Norovirus,0.25,375,4,P*E,KDE(p=80),0.2709
Norovirus,0.25,375,4,H-score,Wavelet(t=1.5),0.1863
Norovirus,0.25,375,4,H-score,FreqThresh(p=85),0.3613
Norovirus,0.25,375,4,H-score,"SWAN(w=10,k=1.5)",0.2367
Norovirus,0.25,375,4,H-score,KDE(p=80),0.0075
Norovirus,0.25,375,4,E_only,Wavelet(t=1.5),0.2228
Norovirus,0.25,375,4,E_only,FreqThresh(p=85),0.408
Norovirus,0.25,375,4,E_only,"SWAN(w=10,k=1.5)",0.2534
Norovirus,0.25,375,4,E_only,KDE(p=80),0.1553
Norovirus,0.5,750,0,E*rare,Wavelet(t=1.5),0.1529
Norovirus,0.5,750,0,E*rare,FreqThresh(p=85),0.2453
Norovirus,0.5,750,0,E*rare,"SWAN(w=10,k=1.5)",0.043
Norovirus,0.5,750,0,E*rare,KDE(p=80),0.225
Norovirus,0.5,750,0,P*E*rare,Wavelet(t=1.5),0.1355
Norovirus,0.5,750,0,P*E*rare,FreqThresh(p=85),0.2828
Norovirus,0.5,750,0,P*E*rare,"SWAN(w=10,k=1.5)",0.0449
Norovirus,0.5,750,0,P*E*rare,KDE(p=80),0.1968
Norovirus,0.5,750,0,P*E,Wavelet(t=1.5),0.1431
Norovirus,0.5,750,0,P*E,FreqThresh(p=85),0.331
Norovirus,0.5,750,0,P*E,"SWAN(w=10,k=1.5)",0.0898
Norovirus,0.5,750,0,P*E,KDE(p=80),0.2532
Norovirus,0.5,750,0,H-score,Wavelet(t=1.5),0.1742
Norovirus,0.5,750,0,H-score,FreqThresh(p=85),0.331
Norovirus,0.5,750,0,H-score,"SWAN(w=10,k=1.5)",0.265
Norovirus,0.5,750,0,H-score,KDE(p=80),-0.0006
Norovirus,0.5,750,0,E_only,Wavelet(t=1.5),0.158
Norovirus,0.5,750,0,E_only,FreqThresh(p=85),0.3451
Norovirus,0.5,750,0,E_only,"SWAN(w=10,k=1.5)",0.1735
Norovirus,0.5,750,0,E_only,KDE(p=80),0.084
Norovirus,0.5,750,1,E*rare,Wavelet(t=1.5),0.2553
Norovirus,0.5,750,1,E*rare,FreqThresh(p=85),0.3227
Norovirus,0.5,750,1,E*rare,"SWAN(w=10,k=1.5)",0.1817
Norovirus,0.5,750,1,E*rare,KDE(p=80),0.2508
Norovirus,0.5,750,1,P*E*rare,Wavelet(t=1.5),0.1616
Norovirus,0.5,750,1,P*E*rare,FreqThresh(p=85),0.3119
Norovirus,0.5,750,1,P*E*rare,"SWAN(w=10,k=1.5)",0.0449
Norovirus,0.5,750,1,P*E*rare,KDE(p=80),0.285
Norovirus,0.5,750,1,P*E,Wavelet(t=1.5),0.2442
Norovirus,0.5,750,1,P*E,FreqThresh(p=85),0.3527
Norovirus,0.5,750,1,P*E,"SWAN(w=10,k=1.5)",0.2047
Norovirus,0.5,750,1,P*E,KDE(p=80),0.2549
Norovirus,0.5,750,1,H-score,Wavelet(t=1.5),0.1928
Norovirus,0.5,750,1,H-score,FreqThresh(p=85),0.3527
Norovirus,0.5,750,1,H-score,"SWAN(w=10,k=1.5)",0.2367
Norovirus,0.5,750,1,H-score,KDE(p=80),0.0002
Norovirus,0.5,750,1,E_only,Wavelet(t=1.5),0.221
Norovirus,0.5,750,1,E_only,FreqThresh(p=85),0.3527
Norovirus,0.5,750,1,E_only,"SWAN(w=10,k=1.5)",0.2501
Norovirus,0.5,750,1,E_only,KDE(p=80),0.1134
Norovirus,0.5,750,2,E*rare,Wavelet(t=1.5),0.1885
Norovirus,0.5,750,2,E*rare,FreqThresh(p=85),0.2272
Norovirus,0.5,750,2,E*rare,"SWAN(w=10,k=1.5)",0.0449
Norovirus,0.5,750,2,E*rare,KDE(p=80),0.2532
Norovirus,0.5,750,2,P*E*rare,Wavelet(t=1.5),0.0935
Norovirus,0.5,750,2,P*E*rare,FreqThresh(p=85),0.2981
Norovirus,0.5,750,2,P*E*rare,"SWAN(w=10,k=1.5)",0.0449
Norovirus,0.5,750,2,P*E*rare,KDE(p=80),0.2532
Norovirus,0.5,750,2,P*E,Wavelet(t=1.5),0.1707
Norovirus,0.5,750,2,P*E,FreqThresh(p=85),0.3213
Norovirus,0.5,750,2,P*E,"SWAN(w=10,k=1.5)",0.2047
Norovirus,0.5,750,2,P*E,KDE(p=80),0.2532
Norovirus,0.5,750,2,H-score,Wavelet(t=1.5),0.1597
Norovirus,0.5,750,2,H-score,FreqThresh(p=85),0.3213
Norovirus,0.5,750,2,H-score,"SWAN(w=10,k=1.5)",0.25
Norovirus,0.5,750,2,H-score,KDE(p=80),-0.0006
Norovirus,0.5,750,2,E_only,Wavelet(t=1.5),0.2187
Norovirus,0.5,750,2,E_only,FreqThresh(p=85),0.3277
Norovirus,0.5,750,2,E_only,"SWAN(w=10,k=1.5)",0.2567
Norovirus,0.5,750,2,E_only,KDE(p=80),0.1122
Norovirus,0.5,750,3,E*rare,Wavelet(t=1.5),0.2388
Norovirus,0.5,750,3,E*rare,FreqThresh(p=85),0.2317
Norovirus,0.5,750,3,E*rare,"SWAN(w=10,k=1.5)",0.1553
Norovirus,0.5,750,3,E*rare,KDE(p=80),0.2282
Norovirus,0.5,750,3,P*E*rare,Wavelet(t=1.5),0.1449
Norovirus,0.5,750,3,P*E*rare,FreqThresh(p=85),0.3244
Norovirus,0.5,750,3,P*E*rare,"SWAN(w=10,k=1.5)",0.0507
Norovirus,0.5,750,3,P*E*rare,KDE(p=80),0.2532
Norovirus,0.5,750,3,P*E,Wavelet(t=1.5),0.2088
Norovirus,0.5,750,3,P*E,FreqThresh(p=85),0.369
Norovirus,0.5,750,3,P*E,"SWAN(w=10,k=1.5)",0.2047
Norovirus,0.5,750,3,P*E,KDE(p=80),0.2532
Norovirus,0.5,750,3,H-score,Wavelet(t=1.5),0.1675
Norovirus,0.5,750,3,H-score,FreqThresh(p=85),0.369
Norovirus,0.5,750,3,H-score,"SWAN(w=10,k=1.5)",0.25
Norovirus,0.5,750,3,H-score,KDE(p=80),-0.0006
Norovirus,0.5,750,3,E_only,Wavelet(t=1.5),0.2228
Norovirus,0.5,750,3,E_only,FreqThresh(p=85),0.3527
Norovirus,0.5,750,3,E_only,"SWAN(w=10,k=1.5)",0.2408
Norovirus,0.5,750,3,E_only,KDE(p=80),0.1122
Norovirus,0.5,750,4,E*rare,Wavelet(t=1.5),0.2515
Norovirus,0.5,750,4,E*rare,FreqThresh(p=85),0.1511
Norovirus,0.5,750,4,E*rare,"SWAN(w=10,k=1.5)",0.1934
Norovirus,0.5,750,4,E*rare,KDE(p=80),0.225
Norovirus,0.5,750,4,P*E*rare,Wavelet(t=1.5),0.1508
Norovirus,0.5,750,4,P*E*rare,FreqThresh(p=85),0.2442
Norovirus,0.5,750,4,P*E*rare,"SWAN(w=10,k=1.5)",0.0449
Norovirus,0.5,750,4,P*E*rare,KDE(p=80),0.2532
Norovirus,0.5,750,4,P*E,Wavelet(t=1.5),0.1829
Norovirus,0.5,750,4,P*E,FreqThresh(p=85),0.3527
Norovirus,0.5,750,4,P*E,"SWAN(w=10,k=1.5)",0.2094
Norovirus,0.5,750,4,P*E,KDE(p=80),0.2532
Norovirus,0.5,750,4,H-score,Wavelet(t=1.5),0.1847
Norovirus,0.5,750,4,H-score,FreqThresh(p=85),0.3527
Norovirus,0.5,750,4,H-score,"SWAN(w=10,k=1.5)",0.265
Norovirus,0.5,750,4,H-score,KDE(p=80),-0.0006
Norovirus,0.5,750,4,E_only,Wavelet(t=1.5),0.2264
Norovirus,0.5,750,4,E_only,FreqThresh(p=85),0.3344
Norovirus,0.5,750,4,E_only,"SWAN(w=10,k=1.5)",0.2534
Norovirus,0.5,750,4,E_only,KDE(p=80),0.084
Norovirus,0.75,1125,0,E*rare,Wavelet(t=1.5),0.1774
Norovirus,0.75,1125,0,E*rare,FreqThresh(p=85),0.1996
Norovirus,0.75,1125,0,E*rare,"SWAN(w=10,k=1.5)",0.043
Norovirus,0.75,1125,0,E*rare,KDE(p=80),0.2532
Norovirus,0.75,1125,0,P*E*rare,Wavelet(t=1.5),0.129
Norovirus,0.75,1125,0,P*E*rare,FreqThresh(p=85),0.2758
Norovirus,0.75,1125,0,P*E*rare,"SWAN(w=10,k=1.5)",0.043
Norovirus,0.75,1125,0,P*E*rare,KDE(p=80),0.1968
Norovirus,0.75,1125,0,P*E,Wavelet(t=1.5),0.2028
Norovirus,0.75,1125,0,P*E,FreqThresh(p=85),0.331
Norovirus,0.75,1125,0,P*E,"SWAN(w=10,k=1.5)",0.2047
Norovirus,0.75,1125,0,P*E,KDE(p=80),0.2532
Norovirus,0.75,1125,0,H-score,Wavelet(t=1.5),0.1771
Norovirus,0.75,1125,0,H-score,FreqThresh(p=85),0.331
Norovirus,0.75,1125,0,H-score,"SWAN(w=10,k=1.5)",0.265
Norovirus,0.75,1125,0,H-score,KDE(p=80),-0.0006
Norovirus,0.75,1125,0,E_only,Wavelet(t=1.5),0.1707
Norovirus,0.75,1125,0,E_only,FreqThresh(p=85),0.331
Norovirus,0.75,1125,0,E_only,"SWAN(w=10,k=1.5)",0.3108
Norovirus,0.75,1125,0,E_only,KDE(p=80),0.1122
Norovirus,0.75,1125,1,E*rare,Wavelet(t=1.5),0.1753
Norovirus,0.75,1125,1,E*rare,FreqThresh(p=85),0.2649
Norovirus,0.75,1125,1,E*rare,"SWAN(w=10,k=1.5)",0.0413
Norovirus,0.75,1125,1,E*rare,KDE(p=80),0.2532
Norovirus,0.75,1125,1,P*E*rare,Wavelet(t=1.5),0.0833
Norovirus,0.75,1125,1,P*E*rare,FreqThresh(p=85),0.2877
Norovirus,0.75,1125,1,P*E*rare,"SWAN(w=10,k=1.5)",0.0413
Norovirus,0.75,1125,1,P*E*rare,KDE(p=80),0.1968
Norovirus,0.75,1125,1,P*E,Wavelet(t=1.5),0.124
Norovirus,0.75,1125,1,P*E,FreqThresh(p=85),0.3151
Norovirus,0.75,1125,1,P*E,"SWAN(w=10,k=1.5)",0.2047
Norovirus,0.75,1125,1,P*E,KDE(p=80),0.2532
Norovirus,0.75,1125,1,H-score,Wavelet(t=1.5),0.1686
Norovirus,0.75,1125,1,H-score,FreqThresh(p=85),0.3151
Norovirus,0.75,1125,1,H-score,"SWAN(w=10,k=1.5)",0.265
Norovirus,0.75,1125,1,H-score,KDE(p=80),-0.0006
Norovirus,0.75,1125,1,E_only,Wavelet(t=1.5),0.1463
Norovirus,0.75,1125,1,E_only,FreqThresh(p=85),0.3151
Norovirus,0.75,1125,1,E_only,"SWAN(w=10,k=1.5)",0.225
Norovirus,0.75,1125,1,E_only,KDE(p=80),0.1122
Norovirus,0.75,1125,2,E*rare,Wavelet(t=1.5),0.1732
Norovirus,0.75,1125,2,E*rare,FreqThresh(p=85),0.2127
Norovirus,0.75,1125,2,E*rare,"SWAN(w=10,k=1.5)",0.1965
Norovirus,0.75,1125,2,E*rare,KDE(p=80),0.2583
Norovirus,0.75,1125,2,P*E*rare,Wavelet(t=1.5),0.0992
Norovirus,0.75,1125,2,P*E*rare,FreqThresh(p=85),0.2508
Norovirus,0.75,1125,2,P*E*rare,"SWAN(w=10,k=1.5)",0.0449
Norovirus,0.75,1125,2,P*E*rare,KDE(p=80),0.2532
Norovirus,0.75,1125,2,P*E,Wavelet(t=1.5),0.2208
Norovirus,0.75,1125,2,P*E,FreqThresh(p=85),0.3244
Norovirus,0.75,1125,2,P*E,"SWAN(w=10,k=1.5)",0.2047
Norovirus,0.75,1125,2,P*E,KDE(p=80),0.2532
Norovirus,0.75,1125,2,H-score,Wavelet(t=1.5),0.1707
Norovirus,0.75,1125,2,H-score,FreqThresh(p=85),0.3244
Norovirus,0.75,1125,2,H-score,"SWAN(w=10,k=1.5)",0.25
Norovirus,0.75,1125,2,H-score,KDE(p=80),-0.0006
Norovirus,0.75,1125,2,E_only,Wavelet(t=1.5),0.234
Norovirus,0.75,1125,2,E_only,FreqThresh(p=85),0.3092
Norovirus,0.75,1125,2,E_only,"SWAN(w=10,k=1.5)",0.2534
Norovirus,0.75,1125,2,E_only,KDE(p=80),0.1122
Norovirus,0.75,1125,3,E*rare,Wavelet(t=1.5),0.1909
Norovirus,0.75,1125,3,E*rare,FreqThresh(p=85),0.2127
Norovirus,0.75,1125,3,E*rare,"SWAN(w=10,k=1.5)",0.1965
Norovirus,0.75,1125,3,E*rare,KDE(p=80),0.2748
Norovirus,0.75,1125,3,P*E*rare,Wavelet(t=1.5),0.0656
Norovirus,0.75,1125,3,P*E*rare,FreqThresh(p=85),0.26
Norovirus,0.75,1125,3,P*E*rare,"SWAN(w=10,k=1.5)",0.0449
Norovirus,0.75,1125,3,P*E*rare,KDE(p=80),0.2532
Norovirus,0.75,1125,3,P*E,Wavelet(t=1.5),0.1829
Norovirus,0.75,1125,3,P*E,FreqThresh(p=85),0.331
Norovirus,0.75,1125,3,P*E,"SWAN(w=10,k=1.5)",0.2047
Norovirus,0.75,1125,3,P*E,KDE(p=80),0.2532
Norovirus,0.75,1125,3,H-score,Wavelet(t=1.5),0.1863
Norovirus,0.75,1125,3,H-score,FreqThresh(p=85),0.331
Norovirus,0.75,1125,3,H-score,"SWAN(w=10,k=1.5)",0.25
Norovirus,0.75,1125,3,H-score,KDE(p=80),-0.0006
Norovirus,0.75,1125,3,E_only,Wavelet(t=1.5),0.238
Norovirus,0.75,1125,3,E_only,FreqThresh(p=85),0.3344
Norovirus,0.75,1125,3,E_only,"SWAN(w=10,k=1.5)",0.2408
Norovirus,0.75,1125,3,E_only,KDE(p=80),0.1122
Norovirus,0.75,1125,4,E*rare,Wavelet(t=1.5),0.1839
Norovirus,0.75,1125,4,E*rare,FreqThresh(p=85),0.2069
Norovirus,0.75,1125,4,E*rare,"SWAN(w=10,k=1.5)",0.0487
Norovirus,0.75,1125,4,E*rare,KDE(p=80),0.2532
Norovirus,0.75,1125,4,P*E*rare,Wavelet(t=1.5),0.1333
Norovirus,0.75,1125,4,P*E*rare,FreqThresh(p=85),0.2464
Norovirus,0.75,1125,4,P*E*rare,"SWAN(w=10,k=1.5)",0.0449
Norovirus,0.75,1125,4,P*E*rare,KDE(p=80),0.2532
Norovirus,0.75,1125,4,P*E,Wavelet(t=1.5),0.1811
Norovirus,0.75,1125,4,P*E,FreqThresh(p=85),0.3415
Norovirus,0.75,1125,4,P*E,"SWAN(w=10,k=1.5)",0.2047
Norovirus,0.75,1125,4,P*E,KDE(p=80),0.2532
Norovirus,0.75,1125,4,H-score,Wavelet(t=1.5),0.1961
Norovirus,0.75,1125,4,H-score,FreqThresh(p=85),0.3415
Norovirus,0.75,1125,4,H-score,"SWAN(w=10,k=1.5)",0.25
Norovirus,0.75,1125,4,H-score,KDE(p=80),-0.0006
Norovirus,0.75,1125,4,E_only,Wavelet(t=1.5),0.2088
Norovirus,0.75,1125,4,E_only,FreqThresh(p=85),0.3415
Norovirus,0.75,1125,4,E_only,"SWAN(w=10,k=1.5)",0.2602
Norovirus,0.75,1125,4,E_only,KDE(p=80),0.1122
Norovirus,1.0,1500,0,E*rare,Wavelet(t=1.5),0.1692
Norovirus,1.0,1500,0,E*rare,FreqThresh(p=85),0.1996
Norovirus,1.0,1500,0,E*rare,"SWAN(w=10,k=1.5)",0.0507
Norovirus,1.0,1500,0,E*rare,KDE(p=80),0.2532
Norovirus,1.0,1500,0,P*E*rare,Wavelet(t=1.5),0.1074
Norovirus,1.0,1500,0,P*E*rare,FreqThresh(p=85),0.2421
Norovirus,1.0,1500,0,P*E*rare,"SWAN(w=10,k=1.5)",0.043
Norovirus,1.0,1500,0,P*E*rare,KDE(p=80),0.2532
Norovirus,1.0,1500,0,P*E,Wavelet(t=1.5),0.1924
Norovirus,1.0,1500,0,P*E,FreqThresh(p=85),0.3244
Norovirus,1.0,1500,0,P*E,"SWAN(w=10,k=1.5)",0.2047
Norovirus,1.0,1500,0,P*E,KDE(p=80),0.2532
Norovirus,1.0,1500,0,H-score,Wavelet(t=1.5),0.1816
Norovirus,1.0,1500,0,H-score,FreqThresh(p=85),0.3244
Norovirus,1.0,1500,0,H-score,"SWAN(w=10,k=1.5)",0.265
Norovirus,1.0,1500,0,H-score,KDE(p=80),-0.0006
Norovirus,1.0,1500,0,E_only,Wavelet(t=1.5),0.1416
Norovirus,1.0,1500,0,E_only,FreqThresh(p=85),0.3415
Norovirus,1.0,1500,0,E_only,"SWAN(w=10,k=1.5)",0.3108
Norovirus,1.0,1500,0,E_only,KDE(p=80),0.1122
Norovirus,1.0,1500,1,E*rare,Wavelet(t=1.5),0.1692
Norovirus,1.0,1500,1,E*rare,FreqThresh(p=85),0.1996
Norovirus,1.0,1500,1,E*rare,"SWAN(w=10,k=1.5)",0.0507
Norovirus,1.0,1500,1,E*rare,KDE(p=80),0.2532
Norovirus,1.0,1500,1,P*E*rare,Wavelet(t=1.5),0.1074
Norovirus,1.0,1500,1,P*E*rare,FreqThresh(p=85),0.2421
Norovirus,1.0,1500,1,P*E*rare,"SWAN(w=10,k=1.5)",0.043
Norovirus,1.0,1500,1,P*E*rare,KDE(p=80),0.2532
Norovirus,1.0,1500,1,P*E,Wavelet(t=1.5),0.1924
Norovirus,1.0,1500,1,P*E,FreqThresh(p=85),0.3244
Norovirus,1.0,1500,1,P*E,"SWAN(w=10,k=1.5)",0.2047
Norovirus,1.0,1500,1,P*E,KDE(p=80),0.2532
Norovirus,1.0,1500,1,H-score,Wavelet(t=1.5),0.1816
Norovirus,1.0,1500,1,H-score,FreqThresh(p=85),0.3244
Norovirus,1.0,1500,1,H-score,"SWAN(w=10,k=1.5)",0.265
Norovirus,1.0,1500,1,H-score,KDE(p=80),-0.0006
Norovirus,1.0,1500,1,E_only,Wavelet(t=1.5),0.1416
Norovirus,1.0,1500,1,E_only,FreqThresh(p=85),0.3415
Norovirus,1.0,1500,1,E_only,"SWAN(w=10,k=1.5)",0.3108
Norovirus,1.0,1500,1,E_only,KDE(p=80),0.1122
Norovirus,1.0,1500,2,E*rare,Wavelet(t=1.5),0.1692
Norovirus,1.0,1500,2,E*rare,FreqThresh(p=85),0.1996
Norovirus,1.0,1500,2,E*rare,"SWAN(w=10,k=1.5)",0.0507
Norovirus,1.0,1500,2,E*rare,KDE(p=80),0.2532
Norovirus,1.0,1500,2,P*E*rare,Wavelet(t=1.5),0.1074
Norovirus,1.0,1500,2,P*E*rare,FreqThresh(p=85),0.2421
Norovirus,1.0,1500,2,P*E*rare,"SWAN(w=10,k=1.5)",0.043
Norovirus,1.0,1500,2,P*E*rare,KDE(p=80),0.2532
Norovirus,1.0,1500,2,P*E,Wavelet(t=1.5),0.1924
Norovirus,1.0,1500,2,P*E,FreqThresh(p=85),0.3244
Norovirus,1.0,1500,2,P*E,"SWAN(w=10,k=1.5)",0.2047
Norovirus,1.0,1500,2,P*E,KDE(p=80),0.2532
Norovirus,1.0,1500,2,H-score,Wavelet(t=1.5),0.1816
Norovirus,1.0,1500,2,H-score,FreqThresh(p=85),0.3244
Norovirus,1.0,1500,2,H-score,"SWAN(w=10,k=1.5)",0.265
Norovirus,1.0,1500,2,H-score,KDE(p=80),-0.0006
Norovirus,1.0,1500,2,E_only,Wavelet(t=1.5),0.1416
Norovirus,1.0,1500,2,E_only,FreqThresh(p=85),0.3415
Norovirus,1.0,1500,2,E_only,"SWAN(w=10,k=1.5)",0.3108
Norovirus,1.0,1500,2,E_only,KDE(p=80),0.1122
Norovirus,1.0,1500,3,E*rare,Wavelet(t=1.5),0.1692
Norovirus,1.0,1500,3,E*rare,FreqThresh(p=85),0.1996
Norovirus,1.0,1500,3,E*rare,"SWAN(w=10,k=1.5)",0.0507
Norovirus,1.0,1500,3,E*rare,KDE(p=80),0.2532
Norovirus,1.0,1500,3,P*E*rare,Wavelet(t=1.5),0.1074
Norovirus,1.0,1500,3,P*E*rare,FreqThresh(p=85),0.2421
Norovirus,1.0,1500,3,P*E*rare,"SWAN(w=10,k=1.5)",0.043
Norovirus,1.0,1500,3,P*E*rare,KDE(p=80),0.2532
Norovirus,1.0,1500,3,P*E,Wavelet(t=1.5),0.1924
Norovirus,1.0,1500,3,P*E,FreqThresh(p=85),0.3244
Norovirus,1.0,1500,3,P*E,"SWAN(w=10,k=1.5)",0.2047
Norovirus,1.0,1500,3,P*E,KDE(p=80),0.2532
Norovirus,1.0,1500,3,H-score,Wavelet(t=1.5),0.1816
Norovirus,1.0,1500,3,H-score,FreqThresh(p=85),0.3244
Norovirus,1.0,1500,3,H-score,"SWAN(w=10,k=1.5)",0.265
Norovirus,1.0,1500,3,H-score,KDE(p=80),-0.0006
Norovirus,1.0,1500,3,E_only,Wavelet(t=1.5),0.1416
Norovirus,1.0,1500,3,E_only,FreqThresh(p=85),0.3415
Norovirus,1.0,1500,3,E_only,"SWAN(w=10,k=1.5)",0.3108
Norovirus,1.0,1500,3,E_only,KDE(p=80),0.1122
Norovirus,1.0,1500,4,E*rare,Wavelet(t=1.5),0.1692
Norovirus,1.0,1500,4,E*rare,FreqThresh(p=85),0.1996
Norovirus,1.0,1500,4,E*rare,"SWAN(w=10,k=1.5)",0.0507
Norovirus,1.0,1500,4,E*rare,KDE(p=80),0.2532
Norovirus,1.0,1500,4,P*E*rare,Wavelet(t=1.5),0.1074
Norovirus,1.0,1500,4,P*E*rare,FreqThresh(p=85),0.2421
Norovirus,1.0,1500,4,P*E*rare,"SWAN(w=10,k=1.5)",0.043
Norovirus,1.0,1500,4,P*E*rare,KDE(p=80),0.2532
Norovirus,1.0,1500,4,P*E,Wavelet(t=1.5),0.1924
Norovirus,1.0,1500,4,P*E,FreqThresh(p=85),0.3244
Norovirus,1.0,1500,4,P*E,"SWAN(w=10,k=1.5)",0.2047
Norovirus,1.0,1500,4,P*E,KDE(p=80),0.2532
Norovirus,1.0,1500,4,H-score,Wavelet(t=1.5),0.1816
Norovirus,1.0,1500,4,H-score,FreqThresh(p=85),0.3244
Norovirus,1.0,1500,4,H-score,"SWAN(w=10,k=1.5)",0.265
Norovirus,1.0,1500,4,H-score,KDE(p=80),-0.0006
Norovirus,1.0,1500,4,E_only,Wavelet(t=1.5),0.1416
Norovirus,1.0,1500,4,E_only,FreqThresh(p=85),0.3415
Norovirus,1.0,1500,4,E_only,"SWAN(w=10,k=1.5)",0.3108
Norovirus,1.0,1500,4,E_only,KDE(p=80),0.1122
HIV-1,0.25,750,0,E*rare,Wavelet(t=1.5),0.0473
HIV-1,0.25,750,0,E*rare,FreqThresh(p=85),0.1896
HIV-1,0.25,750,0,E*rare,"SWAN(w=10,k=1.5)",-0.035
HIV-1,0.25,750,0,E*rare,KDE(p=80),0.052
HIV-1,0.25,750,0,P*E*rare,Wavelet(t=1.5),0.0793
HIV-1,0.25,750,0,P*E*rare,FreqThresh(p=85),0.1888
HIV-1,0.25,750,0,P*E*rare,KDE(p=80),-0.0718
HIV-1,0.25,750,0,P*E,Wavelet(t=1.5),0.0637
HIV-1,0.25,750,0,P*E,FreqThresh(p=85),-0.0392
HIV-1,0.25,750,0,P*E,KDE(p=80),-0.0979
HIV-1,0.25,750,0,H-score,Wavelet(t=1.5),0.0242
HIV-1,0.25,750,0,H-score,FreqThresh(p=85),-0.0392
HIV-1,0.25,750,0,H-score,KDE(p=80),-0.0979
HIV-1,0.25,750,0,E_only,Wavelet(t=1.5),0.0501
HIV-1,0.25,750,0,E_only,FreqThresh(p=85),-0.1104
HIV-1,0.25,750,0,E_only,KDE(p=80),-0.0979
HIV-1,0.25,750,1,E*rare,Wavelet(t=1.5),0.1043
HIV-1,0.25,750,1,E*rare,FreqThresh(p=85),0.0701
HIV-1,0.25,750,1,E*rare,"SWAN(w=10,k=1.5)",-0.035
HIV-1,0.25,750,1,E*rare,KDE(p=80),0.0103
HIV-1,0.25,750,1,P*E*rare,Wavelet(t=1.5),0.0837
HIV-1,0.25,750,1,P*E*rare,FreqThresh(p=85),0.0473
HIV-1,0.25,750,1,P*E*rare,"SWAN(w=10,k=1.5)",-0.035
HIV-1,0.25,750,1,P*E*rare,KDE(p=80),0.0118
HIV-1,0.25,750,1,P*E,Wavelet(t=1.5),0.0717
HIV-1,0.25,750,1,P*E,FreqThresh(p=85),-0.1104
HIV-1,0.25,750,1,P*E,KDE(p=80),-0.0979
HIV-1,0.25,750,1,H-score,Wavelet(t=1.5),0.0126
HIV-1,0.25,750,1,H-score,FreqThresh(p=85),-0.1104
HIV-1,0.25,750,1,H-score,KDE(p=80),-0.0979
HIV-1,0.25,750,1,E_only,Wavelet(t=1.5),0.0151
HIV-1,0.25,750,1,E_only,FreqThresh(p=85),-0.1063
HIV-1,0.25,750,1,E_only,KDE(p=80),-0.0979
HIV-1,0.25,750,2,E*rare,Wavelet(t=1.5),0.1458
HIV-1,0.25,750,2,E*rare,FreqThresh(p=85),0.1238
HIV-1,0.25,750,2,E*rare,KDE(p=80),-0.0728
HIV-1,0.25,750,2,P*E*rare,Wavelet(t=1.5),0.1438
HIV-1,0.25,750,2,P*E*rare,FreqThresh(p=85),0.156
HIV-1,0.25,750,2,P*E*rare,KDE(p=80),-0.0996
HIV-1,0.25,750,2,P*E,Wavelet(t=1.5),0.0685
HIV-1,0.25,750,2,P*E,FreqThresh(p=85),-0.1038
HIV-1,0.25,750,2,P*E,KDE(p=80),-0.0979
HIV-1,0.25,750,2,H-score,Wavelet(t=1.5),0.0138
HIV-1,0.25,750,2,H-score,FreqThresh(p=85),-0.1038
HIV-1,0.25,750,2,H-score,KDE(p=80),-0.0979
HIV-1,0.25,750,2,E_only,Wavelet(t=1.5),0.0229
HIV-1,0.25,750,2,E_only,FreqThresh(p=85),-0.0962
HIV-1,0.25,750,2,E_only,KDE(p=80),-0.0962
HIV-1,0.25,750,3,E*rare,Wavelet(t=1.5),0.1237
HIV-1,0.25,750,3,E*rare,FreqThresh(p=85),0.0668
HIV-1,0.25,750,3,E*rare,KDE(p=80),0.0133
HIV-1,0.25,750,3,P*E*rare,Wavelet(t=1.5),0.1041
HIV-1,0.25,750,3,P*E*rare,FreqThresh(p=85),-0.0023
HIV-1,0.25,750,3,P*E*rare,KDE(p=80),-0.0697
HIV-1,0.25,750,3,P*E,Wavelet(t=1.5),0.0652
HIV-1,0.25,750,3,P*E,FreqThresh(p=85),-0.1087
HIV-1,0.25,750,3,P*E,KDE(p=80),-0.0979
HIV-1,0.25,750,3,H-score,Wavelet(t=1.5),0.0138
HIV-1,0.25,750,3,H-score,FreqThresh(p=85),-0.1087
HIV-1,0.25,750,3,H-score,KDE(p=80),-0.0979
