pathogen,score,detector,family,n_sequences,n_unique,seq_length,gt_adaptive_size,gt_constrained_size,gt_dms_size,mcc_adaptive,f1_adaptive,precision_adaptive,recall_adaptive,enrichment_adaptive,constrained_fpr,dms_f1,composite_score,n_detected
Dengue,E_only,AdaptiveKnee,AdaptiveKnee,2000,796,490,24,24,0,0.1732,0.1852,0.1087,0.625,2.2192,0.0417,,0.1727,138
Dengue,E_only,Spectral(z=1.5),Spectral,2000,796,490,24,24,0,0.1034,0.1509,0.1379,0.1667,2.8161,0.0417,,0.1384,29
Dengue,E_only,Spectral(z=2.0),Spectral,2000,796,490,24,24,0,-0.0253,0.0,0.0,0.0,0.0,0.0417,,-0.0125,6
Dengue,E_only,Bayes(prior=0.1),Bayes,2000,796,490,24,24,0,0.1782,0.1704,0.0955,0.7917,1.9493,0.0833,,0.1454,199
Dengue,E_only,Bayes(prior=0.15),Bayes,2000,796,490,24,24,0,0.1201,0.1316,0.0714,0.8333,1.4583,0.2917,,0.0441,280
Dengue,E_only,Ensemble(v>=2),Ensemble,2000,796,490,24,24,0,0.0545,0.1127,0.0851,0.1667,1.7376,0.0417,,0.1002,47
Dengue,E_only,Ensemble(v>=3),Ensemble,2000,796,490,24,24,0,0.0705,0.125,0.1,0.1667,2.0417,0.0417,,0.1125,40
Dengue,E_only,AdaptWin(s=90),AdaptWin,2000,796,490,24,24,0,0.1649,0.192,0.1188,0.5,2.4257,0.125,,0.1545,101
Dengue,E_only,AdaptWin(s=85),AdaptWin,2000,796,490,24,24,0,0.1201,0.1316,0.0714,0.8333,1.4583,0.2083,,0.0691,280
Dengue,E_only,FreqThresh(p=80),FreqThresh,2000,796,490,24,24,0,0.1676,0.1898,0.115,0.5417,2.3488,0.0417,,0.1773,113
Dengue,E_only,FreqThresh(p=85),FreqThresh,2000,796,490,24,24,0,0.1215,0.1684,0.1127,0.3333,2.3005,0.0417,,0.1559,71
Dengue,E_only,FreqThresh(p=90),FreqThresh,2000,796,490,24,24,0,0.0705,0.125,0.1,0.1667,2.0417,0.0417,,0.1125,40
Dengue,E_only,FreqThresh(p=95),FreqThresh,2000,796,490,24,24,0,-0.0273,0.0,0.0,0.0,0.0,0.0,,0.0,7
Dengue,E_only,"SWAN(w=10,k=1.0)",SWAN,2000,796,490,24,24,0,0.0838,0.1277,0.1304,0.125,2.663,0.0,,0.1277,23
Dengue,E_only,MutClust-Orig(g=10),MutClust-Orig,2000,796,490,24,24,0,0.0,0.0934,0.049,1.0,1.0,1.0,,-0.2066,490
Dengue,P*E^2,Wavelet(t=1.0),Wavelet,2000,796,490,24,24,0,0.0027,0.0912,0.0495,0.5833,1.01,0.8333,,-0.1588,283
Dengue,P*E^2,Wavelet(t=1.5),Wavelet,2000,796,490,24,24,0,0.1556,0.1923,0.125,0.4167,2.5521,0.0,,0.1923,80
Dengue,P*E^2,Wavelet(t=2.0),Wavelet,2000,796,490,24,24,0,-0.0375,0.0,0.0,0.0,0.0,0.0,,0.0,13
Dengue,P*E^2,KDE(p=75),KDE,2000,796,490,24,24,0,0.1303,0.1633,0.0976,0.5,1.9919,0.1667,,0.1133,123
Dengue,P*E^2,KDE(p=80),KDE,2000,796,490,24,24,0,0.1466,0.1803,0.1122,0.4583,2.2917,0.1667,,0.1303,98
Dengue,P*E^2,KDE(p=85),KDE,2000,796,490,24,24,0,0.1155,0.1633,0.1081,0.3333,2.2072,0.125,,0.1258,74
Dengue,P*E^2,SlidingTest(p=0.05),SlidingTest,2000,796,490,24,24,0,0.0493,0.1129,0.07,0.2917,1.4292,0.125,,0.0754,100
Dengue,P*E^2,GradPeak(p=0.2),GradPeak,2000,796,490,24,24,0,0.1144,0.1371,0.0759,0.7083,1.5495,0.4583,,-0.0004,224
Dengue,P*E^2,GradPeak(p=0.5),GradPeak,2000,796,490,24,24,0,0.1278,0.1481,0.0833,0.6667,1.7014,0.4167,,0.0231,192
Dengue,P*E^2,LocalContrast(z=1.0),LocalContrast,2000,796,490,24,24,0,0.1213,0.1626,0.101,0.4167,2.0623,0.0833,,0.1376,99
Dengue,P*E^2,LocalContrast(z=1.5),LocalContrast,2000,796,490,24,24,0,0.129,0.1772,0.1273,0.2917,2.5985,0.0833,,0.1522,55
Dengue,P*E^2,LocalContrast(z=2.0),LocalContrast,2000,796,490,24,24,0,0.1443,0.1818,0.2,0.1667,4.0833,0.0417,,0.1693,20
Dengue,P*E^2,"CUSUM(d=0.3,h=3.0)",CUSUM,2000,796,490,24,24,0,-0.0571,0.0497,0.0292,0.1667,0.5961,0.2917,,-0.0378,137
Dengue,P*E^2,"CUSUM(d=0.5,h=4.0)",CUSUM,2000,796,490,24,24,0,0.0869,0.1379,0.1176,0.1667,2.402,0.0,,0.1379,34
Dengue,P*E^2,"CUSUM(d=0.5,h=5.0)",CUSUM,2000,796,490,24,24,0,0.112,0.1463,0.1765,0.125,3.6029,0.0,,0.1463,17
Dengue,P*E^2,AdaptiveKnee,AdaptiveKnee,2000,796,490,24,24,0,-0.0178,0.0,0.0,0.0,0.0,0.0,,0.0,3
Dengue,P*E^2,Spectral(z=1.5),Spectral,2000,796,490,24,24,0,0.0361,0.0833,0.0833,0.0833,1.7014,0.0,,0.0833,24
Dengue,P*E^2,Spectral(z=2.0),Spectral,2000,796,490,24,24,0,-0.0273,0.0,0.0,0.0,0.0,0.0,,0.0,7
Dengue,P*E^2,Bayes(prior=0.1),Bayes,2000,796,490,24,24,0,0.1192,0.1311,0.0712,0.8333,1.4531,0.2917,,0.0436,281
Dengue,P*E^2,Bayes(prior=0.15),Bayes,2000,796,490,24,24,0,0.1115,0.1274,0.069,0.8333,1.408,0.2917,,0.0399,290
Dengue,P*E^2,Ensemble(v>=2),Ensemble,2000,796,490,24,24,0,0.0145,0.0702,0.0606,0.0833,1.2374,0.0417,,0.0577,33
Dengue,P*E^2,Ensemble(v>=3),Ensemble,2000,796,490,24,24,0,-0.0273,0.0,0.0,0.0,0.0,0.0,,0.0,7
Dengue,P*E^2,AdaptWin(s=90),AdaptWin,2000,796,490,24,24,0,0.1281,0.1714,0.1111,0.375,2.2685,0.0417,,0.1589,81
Dengue,P*E^2,AdaptWin(s=85),AdaptWin,2000,796,490,24,24,0,0.1536,0.1739,0.1022,0.5833,2.0864,0.0833,,0.1489,137
Dengue,P*E^2,FreqThresh(p=80),FreqThresh,2000,796,490,24,24,0,0.1692,0.1912,0.1161,0.5417,2.3698,0.0417,,0.1787,112
Dengue,P*E^2,FreqThresh(p=85),FreqThresh,2000,796,490,24,24,0,0.1195,0.1667,0.1111,0.3333,2.2685,0.0417,,0.1542,72
Dengue,P*E^2,FreqThresh(p=90),FreqThresh,2000,796,490,24,24,0,0.0145,0.0702,0.0606,0.0833,1.2374,0.0417,,0.0577,33
Dengue,P*E^2,FreqThresh(p=95),FreqThresh,2000,796,490,24,24,0,-0.0273,0.0,0.0,0.0,0.0,0.0,,0.0,7
Dengue,P*E^2,MutClust-Orig(g=10),MutClust-Orig,2000,796,490,24,24,0,0.061,0.0998,0.0525,1.0,1.0722,0.75,,-0.1252,457
Dengue,rank(P*E),Wavelet(t=1.0),Wavelet,2000,796,490,24,24,0,0.0175,0.0962,0.0524,0.5833,1.0705,0.9167,,-0.1788,267
Dengue,rank(P*E),Wavelet(t=1.5),Wavelet,2000,796,490,24,24,0,0.0008,0.0762,0.0494,0.1667,1.0082,0.7083,,-0.1363,81
Dengue,rank(P*E),Wavelet(t=2.0),Wavelet,2000,796,490,24,24,0,-0.043,0.0,0.0,0.0,0.0,0.0417,,-0.0125,17
Dengue,rank(P*E),KDE(p=75),KDE,2000,796,490,24,24,0,0.1303,0.1633,0.0976,0.5,1.9919,0.125,,0.1258,123
Dengue,rank(P*E),KDE(p=80),KDE,2000,796,490,24,24,0,0.1466,0.1803,0.1122,0.4583,2.2917,0.0833,,0.1553,98
Dengue,rank(P*E),KDE(p=85),KDE,2000,796,490,24,24,0,0.1684,0.2041,0.1351,0.4167,2.759,0.0833,,0.1791,74
Dengue,rank(P*E),SlidingTest(p=0.01),SlidingTest,2000,796,490,24,24,0,0.1045,0.1493,0.0909,0.4167,1.8561,0.125,,0.1118,110
Dengue,rank(P*E),SlidingTest(p=0.05),SlidingTest,2000,796,490,24,24,0,0.2123,0.2073,0.1214,0.7083,2.4792,0.125,,0.1698,140
Dengue,rank(P*E),GradPeak(p=0.2),GradPeak,2000,796,490,24,24,0,0.072,0.1172,0.0643,0.6667,1.3119,0.2083,,0.0547,249
Dengue,rank(P*E),GradPeak(p=0.5),GradPeak,2000,796,490,24,24,0,0.0682,0.1222,0.0705,0.4583,1.4396,0.125,,0.0847,156
Dengue,rank(P*E),LocalContrast(z=1.0),LocalContrast,2000,796,490,24,24,0,0.116,0.1494,0.0867,0.5417,1.7694,0.125,,0.1119,150
Dengue,rank(P*E),LocalContrast(z=1.5),LocalContrast,2000,796,490,24,24,0,0.0391,0.1013,0.0727,0.1667,1.4848,0.0417,,0.0888,55
Dengue,rank(P*E),LocalContrast(z=2.0),LocalContrast,2000,796,490,24,24,0,-0.0389,0.0,0.0,0.0,0.0,0.0417,,-0.0125,14
Dengue,rank(P*E),"CUSUM(d=0.3,h=3.0)",CUSUM,2000,796,490,24,24,0,0.0454,0.1035,0.0554,0.7917,1.131,0.9583,,-0.184,343
Dengue,rank(P*E),"CUSUM(d=0.5,h=4.0)",CUSUM,2000,796,490,24,24,0,-0.0928,0.0396,0.0225,0.1667,0.4588,0.9167,,-0.2354,178
Dengue,rank(P*E),"CUSUM(d=0.5,h=5.0)",CUSUM,2000,796,490,24,24,0,-0.0808,0.0426,0.0244,0.1667,0.498,0.9167,,-0.2324,164
Dengue,rank(P*E),ScoreDBSCAN(ep=8),ScoreDBSCAN,2000,796,490,24,24,0,-0.0318,0.0317,0.0256,0.0417,0.5235,0.0833,,0.0067,39
Dengue,rank(P*E),Spectral(z=1.5),Spectral,2000,796,490,24,24,0,0.111,0.1569,0.1481,0.1667,3.0247,0.0833,,0.1319,27
Dengue,rank(P*E),Spectral(z=2.0),Spectral,2000,796,490,24,24,0,0.0394,0.0606,0.1111,0.0417,2.2685,0.0417,,0.0481,9
Dengue,rank(P*E),Bayes(prior=0.1),Bayes,2000,796,490,24,24,0,0.1201,0.1316,0.0714,0.8333,1.4583,0.2917,,0.0441,280
Dengue,rank(P*E),Bayes(prior=0.15),Bayes,2000,796,490,24,24,0,0.0987,0.1216,0.0656,0.8333,1.3388,0.2917,,0.0341,305
Dengue,rank(P*E),Ensemble(v>=2),Ensemble,2000,796,490,24,24,0,0.0166,0.0714,0.0625,0.0833,1.276,0.0417,,0.0589,32
Dengue,rank(P*E),Ensemble(v>=3),Ensemble,2000,796,490,24,24,0,-0.0273,0.0,0.0,0.0,0.0,0.0,,0.0,7
Dengue,rank(P*E),AdaptWin(s=90),AdaptWin,2000,796,490,24,24,0,0.1522,0.1728,0.1014,0.5833,2.0713,0.125,,0.1353,138
Dengue,rank(P*E),AdaptWin(s=85),AdaptWin,2000,796,490,24,24,0,0.1364,0.1469,0.0814,0.75,1.6629,0.2083,,0.0844,221
Dengue,rank(P*E),FreqThresh(p=80),FreqThresh,2000,796,490,24,24,0,0.158,0.186,0.1143,0.5,2.3333,0.0417,,0.1735,105
Dengue,rank(P*E),FreqThresh(p=85),FreqThresh,2000,796,490,24,24,0,0.1155,0.1633,0.1081,0.3333,2.2072,0.0417,,0.1508,74
Dengue,rank(P*E),FreqThresh(p=90),FreqThresh,2000,796,490,24,24,0,0.0166,0.0714,0.0625,0.0833,1.276,0.0417,,0.0589,32
Dengue,rank(P*E),FreqThresh(p=95),FreqThresh,2000,796,490,24,24,0,-0.0178,0.0,0.0,0.0,0.0,0.0,,0.0,3
Dengue,rank(P*E),"SWAN(w=10,k=1.0)",SWAN,2000,796,490,24,24,0,0.0878,0.1304,0.1364,0.125,2.7841,0.0,,0.1304,22
Dengue,rank(P*E),MutClust-Orig(g=10),MutClust-Orig,2000,796,490,24,24,0,0.0206,0.0941,0.0494,1.0,1.0082,0.9583,,-0.1934,486
RSV,E*rare,Wavelet(t=1.0),Wavelet,5070,4779,550,20,18,504,-0.0074,0.0647,0.0349,0.45,0.9593,0.9444,0.6562,-0.2186,258
RSV,E*rare,Wavelet(t=1.5),Wavelet,5070,4779,550,20,18,504,-0.009,0.0536,0.0326,0.15,0.8967,0.1667,0.3087,0.0036,92
RSV,E*rare,Wavelet(t=2.0),Wavelet,5070,4779,550,20,18,504,-0.0433,0.0,0.0,0.0,0.0,0.0,0.0981,0.0,26
RSV,E*rare,KDE(p=75),KDE,5070,4779,550,20,18,504,-0.1124,0.0,0.0,0.0,0.0,0.0,0.4299,0.0,138
RSV,E*rare,KDE(p=80),KDE,5070,4779,550,20,18,504,-0.0971,0.0,0.0,0.0,0.0,0.0,0.3583,0.0,110
RSV,E*rare,KDE(p=85),KDE,5070,4779,550,20,18,504,-0.0819,0.0,0.0,0.0,0.0,0.0,0.2828,0.0,83
RSV,E*rare,SlidingTest(p=0.05),SlidingTest,5070,4779,550,20,18,504,-0.0377,0.0,0.0,0.0,0.0,0.0,0.0763,0.0,20
RSV,E*rare,GradPeak(p=0.2),GradPeak,5070,4779,550,20,18,504,0.0938,0.1081,0.0594,0.6,1.6337,0.0,0.5354,0.1081,202
RSV,E*rare,GradPeak(p=0.5),GradPeak,5070,4779,550,20,18,504,0.1178,0.1272,0.0719,0.55,1.9771,0.0,0.4627,0.1272,153
RSV,E*rare,LocalContrast(z=1.0),LocalContrast,5070,4779,550,20,18,504,0.0509,0.0889,0.08,0.1,2.2,0.0,0.0681,0.0889,25
RSV,E*rare,LocalContrast(z=1.5),LocalContrast,5070,4779,550,20,18,504,0.066,0.1,0.1,0.1,2.75,0.0,0.0649,0.1,20
RSV,E*rare,LocalContrast(z=2.0),LocalContrast,5070,4779,550,20,18,504,0.0976,0.1212,0.1538,0.1,4.2308,0.0,0.0503,0.1212,13
RSV,E*rare,"CUSUM(d=0.3,h=3.0)",CUSUM,5070,4779,550,20,18,504,-0.0825,0.0,0.0,0.0,0.0,0.3889,0.2857,-0.1167,84
RSV,E*rare,"CUSUM(d=0.5,h=4.0)",CUSUM,5070,4779,550,20,18,504,-0.0433,0.0,0.0,0.0,0.0,0.0,0.0981,0.0,26
RSV,E*rare,"CUSUM(d=0.5,h=5.0)",CUSUM,5070,4779,550,20,18,504,-0.0325,0.0,0.0,0.0,0.0,0.0,0.0578,0.0,15
RSV,E*rare,AdaptiveKnee,AdaptiveKnee,5070,4779,550,20,18,504,0.0411,0.0816,0.069,0.1,1.8966,0.0,0.0638,0.0816,29
RSV,E*rare,Spectral(z=1.5),Spectral,5070,4779,550,20,18,504,0.0271,0.0714,0.0556,0.1,1.5278,0.0,0.1333,0.0714,36
RSV,E*rare,Spectral(z=2.0),Spectral,5070,4779,550,20,18,504,0.104,0.125,0.1667,0.1,4.5833,0.0,0.0465,0.125,12
RSV,E*rare,Bayes(prior=0.1),Bayes,5070,4779,550,20,18,504,-0.0396,0.0442,0.0248,0.2,0.6832,0.0,0.3579,0.0442,161
RSV,E*rare,Bayes(prior=0.15),Bayes,5070,4779,550,20,18,504,-0.0472,0.0417,0.0233,0.2,0.6395,0.0,0.3846,0.0417,172
RSV,E*rare,Ensemble(v>=2),Ensemble,5070,4779,550,20,18,504,0.1281,0.1379,0.2222,0.1,6.1111,0.0,0.0351,0.1379,9
RSV,E*rare,Ensemble(v>=3),Ensemble,5070,4779,550,20,18,504,0.1281,0.1379,0.2222,0.1,6.1111,0.0,0.0351,0.1379,9
RSV,E*rare,AdaptWin(s=90),AdaptWin,5070,4779,550,20,18,504,-0.0012,0.0526,0.0357,0.1,0.9821,0.0,0.1429,0.0526,56
RSV,E*rare,AdaptWin(s=85),AdaptWin,5070,4779,550,20,18,504,-0.0493,0.0305,0.018,0.1,0.4955,0.0,0.2634,0.0305,111
RSV,E*rare,FreqThresh(p=80),FreqThresh,5070,4779,550,20,18,504,0.0027,0.063,0.0374,0.2,1.028,0.0,0.2357,0.063,107
RSV,E*rare,FreqThresh(p=85),FreqThresh,5070,4779,550,20,18,504,-0.0109,0.0471,0.0308,0.1,0.8462,0.0,0.1441,0.0471,65
RSV,E*rare,FreqThresh(p=90),FreqThresh,5070,4779,550,20,18,504,0.0411,0.0816,0.069,0.1,1.8966,0.0,0.0638,0.0816,29
RSV,E*rare,FreqThresh(p=95),FreqThresh,5070,4779,550,20,18,504,-0.0204,0.0,0.0,0.0,0.0,0.0,0.0235,0.0,6
RSV,E*rare,"SWAN(w=10,k=1.0)",SWAN,5070,4779,550,20,18,504,-0.0325,0.0,0.0,0.0,0.0,0.0,0.0578,0.0,15
RSV,E*rare,MutClust-Orig(g=10),MutClust-Orig,5070,4779,550,20,18,504,0.0844,0.1004,0.0544,0.65,1.4958,0.0,0.6353,0.1004,239
RSV,P*E*rare,Wavelet(t=1.0),Wavelet,5070,4779,550,20,18,504,0.0173,0.0738,0.0396,0.55,1.0881,0.9444,0.6752,-0.2095,278
RSV,P*E*rare,Wavelet(t=1.5),Wavelet,5070,4779,550,20,18,504,-0.0152,0.0504,0.0303,0.15,0.8333,0.2778,0.3284,-0.0329,99
RSV,P*E*rare,Wavelet(t=2.0),Wavelet,5070,4779,550,20,18,504,-0.0424,0.0,0.0,0.0,0.0,0.0,0.0945,0.0,25
RSV,P*E*rare,KDE(p=75),KDE,5070,4779,550,20,18,504,-0.1113,0.0,0.0,0.0,0.0,0.0,0.425,0.0,136
RSV,P*E*rare,KDE(p=80),KDE,5070,4779,550,20,18,504,-0.0971,0.0,0.0,0.0,0.0,0.0,0.3583,0.0,110
RSV,P*E*rare,KDE(p=85),KDE,5070,4779,550,20,18,504,-0.0819,0.0,0.0,0.0,0.0,0.0,0.2828,0.0,83
RSV,P*E*rare,GradPeak(p=0.2),GradPeak,5070,4779,550,20,18,504,0.0802,0.1028,0.0567,0.55,1.5593,0.0,0.5215,0.1028,194
RSV,P*E*rare,GradPeak(p=0.5),GradPeak,5070,4779,550,20,18,504,0.1098,0.1215,0.0683,0.55,1.8789,0.0,0.4812,0.1215,161
RSV,P*E*rare,LocalContrast(z=1.0),LocalContrast,5070,4779,550,20,18,504,0.0627,0.0976,0.0952,0.1,2.619,0.0,0.0533,0.0976,21
RSV,P*E*rare,LocalContrast(z=1.5),LocalContrast,5070,4779,550,20,18,504,0.082,0.1111,0.125,0.1,3.4375,0.0,0.05,0.1111,16
RSV,P*E*rare,LocalContrast(z=2.0),LocalContrast,5070,4779,550,20,18,504,0.1281,0.1379,0.2222,0.1,6.1111,0.0,0.0351,0.1379,9
RSV,P*E*rare,"CUSUM(d=0.3,h=3.0)",CUSUM,5070,4779,550,20,18,504,-0.0766,0.0,0.0,0.0,0.0,0.1667,0.2561,-0.05,74
RSV,P*E*rare,"CUSUM(d=0.5,h=4.0)",CUSUM,5070,4779,550,20,18,504,-0.0387,0.0,0.0,0.0,0.0,0.0,0.08,0.0,21
RSV,P*E*rare,"CUSUM(d=0.5,h=5.0)",CUSUM,5070,4779,550,20,18,504,-0.0325,0.0,0.0,0.0,0.0,0.0,0.0578,0.0,15
RSV,P*E*rare,AdaptiveKnee,AdaptiveKnee,5070,4779,550,20,18,504,0.082,0.1111,0.125,0.1,3.4375,0.0,0.05,0.1111,16
RSV,P*E*rare,Spectral(z=1.5),Spectral,5070,4779,550,20,18,504,0.022,0.0678,0.0513,0.1,1.4103,0.0,0.1436,0.0678,39
RSV,P*E*rare,Spectral(z=2.0),Spectral,5070,4779,550,20,18,504,0.104,0.125,0.1667,0.1,4.5833,0.0,0.0465,0.125,12
RSV,P*E*rare,Bayes(prior=0.1),Bayes,5070,4779,550,20,18,504,-0.0396,0.0442,0.0248,0.2,0.6832,0.0,0.3579,0.0442,161
RSV,P*E*rare,Bayes(prior=0.15),Bayes,5070,4779,550,20,18,504,-0.0396,0.0442,0.0248,0.2,0.6832,0.0,0.3579,0.0442,161
RSV,P*E*rare,Ensemble(v>=2),Ensemble,5070,4779,550,20,18,504,0.1281,0.1379,0.2222,0.1,6.1111,0.0,0.0351,0.1379,9
RSV,P*E*rare,Ensemble(v>=3),Ensemble,5070,4779,550,20,18,504,0.1281,0.1379,0.2222,0.1,6.1111,0.0,0.0351,0.1379,9
RSV,P*E*rare,AdaptWin(s=90),AdaptWin,5070,4779,550,20,18,504,-0.0057,0.05,0.0333,0.1,0.9167,0.0,0.1418,0.05,60
RSV,P*E*rare,AdaptWin(s=85),AdaptWin,5070,4779,550,20,18,504,0.0036,0.0635,0.0377,0.2,1.0377,0.0,0.2492,0.0635,106
RSV,P*E*rare,FreqThresh(p=80),FreqThresh,5070,4779,550,20,18,504,0.0027,0.063,0.0374,0.2,1.028,0.0,0.2357,0.063,107
RSV,P*E*rare,FreqThresh(p=85),FreqThresh,5070,4779,550,20,18,504,0.0582,0.1013,0.0678,0.2,1.8644,0.0,0.135,0.1013,59
RSV,P*E*rare,FreqThresh(p=90),FreqThresh,5070,4779,550,20,18,504,0.0627,0.0976,0.0952,0.1,2.619,0.0,0.0495,0.0976,21
RSV,P*E*rare,FreqThresh(p=95),FreqThresh,5070,4779,550,20,18,504,-0.0204,0.0,0.0,0.0,0.0,0.0,0.0235,0.0,6
RSV,P*E*rare,"SWAN(w=10,k=1.0)",SWAN,5070,4779,550,20,18,504,-0.0433,0.0,0.0,0.0,0.0,0.0,0.0981,0.0,26
RSV,P*E*rare,MutClust-Orig(g=10),MutClust-Orig,5070,4779,550,20,18,504,0.0475,0.0882,0.0489,0.45,1.3451,0.0,0.5291,0.0882,184
RSV,minority_E,Wavelet(t=1.0),Wavelet,5070,4779,550,20,18,504,-0.1071,0.0181,0.01,0.1,0.2736,0.0,0.4482,0.0181,201
RSV,minority_E,Wavelet(t=1.5),Wavelet,5070,4779,550,20,18,504,-0.0276,0.0388,0.0241,0.1,0.6627,0.0,0.1874,0.0388,83
RSV,minority_E,Wavelet(t=2.0),Wavelet,5070,4779,550,20,18,504,-0.0146,0.0345,0.0263,0.05,0.7237,0.0,0.0554,0.0345,38
RSV,minority_E,KDE(p=75),KDE,5070,4779,550,20,18,504,-0.1119,0.0,0.0,0.0,0.0,0.0,0.4275,0.0,137
RSV,minority_E,KDE(p=80),KDE,5070,4779,550,20,18,504,-0.0971,0.0,0.0,0.0,0.0,0.0,0.3583,0.0,110
RSV,minority_E,KDE(p=85),KDE,5070,4779,550,20,18,504,-0.0819,0.0,0.0,0.0,0.0,0.0,0.2828,0.0,83
RSV,minority_E,SlidingTest(p=0.01),SlidingTest,5070,4779,550,20,18,504,0.069,0.0929,0.05,0.65,1.375,0.0,0.6806,0.0929,260
RSV,minority_E,SlidingTest(p=0.05),SlidingTest,5070,4779,550,20,18,504,0.0478,0.0839,0.0448,0.65,1.2328,0.0,0.7305,0.0839,290
RSV,minority_E,GradPeak(p=0.2),GradPeak,5070,4779,550,20,18,504,-0.0182,0.0552,0.0311,0.25,0.854,0.4444,0.4391,-0.0781,161
RSV,minority_E,GradPeak(p=0.5),GradPeak,5070,4779,550,20,18,504,-0.0711,0.0,0.0,0.0,0.0,0.0,0.1757,0.0,65
RSV,minority_E,LocalContrast(z=1.0),LocalContrast,5070,4779,550,20,18,504,0.0746,0.1136,0.0735,0.25,2.0221,0.0,0.2063,0.1136,68
RSV,minority_E,LocalContrast(z=1.5),LocalContrast,5070,4779,550,20,18,504,-0.0204,0.0,0.0,0.0,0.0,0.0,0.0235,0.0,6
RSV,minority_E,"CUSUM(d=0.3,h=3.0)",CUSUM,5070,4779,550,20,18,504,-0.0999,0.0399,0.0211,0.35,0.5816,1.0,0.6898,-0.2601,331
RSV,minority_E,"CUSUM(d=0.5,h=4.0)",CUSUM,5070,4779,550,20,18,504,-0.0282,0.0444,0.0261,0.15,0.7174,0.7778,0.2843,-0.1889,115
RSV,minority_E,"CUSUM(d=0.5,h=5.0)",CUSUM,5070,4779,550,20,18,504,-0.0152,0.0504,0.0303,0.15,0.8333,0.6667,0.262,-0.1496,99
RSV,minority_E,AdaptiveKnee,AdaptiveKnee,5070,4779,550,20,18,504,0.0008,0.0701,0.0364,0.95,1.001,1.0,0.9513,-0.2299,522
RSV,minority_E,ScoreDBSCAN(ep=8),ScoreDBSCAN,5070,4779,550,20,18,504,0.0,0.0702,0.0364,1.0,1.0,1.0,0.9564,-0.2298,550
RSV,minority_E,ScoreDBSCAN(ep=15),ScoreDBSCAN,5070,4779,550,20,18,504,0.0,0.0702,0.0364,1.0,1.0,1.0,0.9564,-0.2298,550
RSV,minority_E,Spectral(z=1.5),Spectral,5070,4779,550,20,18,504,-0.0314,0.0,0.0,0.0,0.0,0.0,0.0309,0.0,14
RSV,minority_E,Spectral(z=2.0),Spectral,5070,4779,550,20,18,504,-0.0166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
RSV,minority_E,Bayes(prior=0.1),Bayes,5070,4779,550,20,18,504,-0.0551,0.0,0.0,0.0,0.0,0.0,0.1321,0.0,41
RSV,minority_E,Bayes(prior=0.15),Bayes,5070,4779,550,20,18,504,-0.0721,0.0418,0.0225,0.3,0.618,0.0,0.6589,0.0418,267
RSV,minority_E,Ensemble(v>=2),Ensemble,5070,4779,550,20,18,504,-0.0692,0.0,0.0,0.0,0.0,0.0,0.1731,0.0,62
RSV,minority_E,Ensemble(v>=3),Ensemble,5070,4779,550,20,18,504,-0.0467,0.0,0.0,0.0,0.0,0.0,0.0674,0.0,30
RSV,minority_E,AdaptWin(s=90),AdaptWin,5070,4779,550,20,18,504,-0.0633,0.0507,0.0269,0.45,0.7388,0.0,0.7485,0.0507,335
RSV,minority_E,AdaptWin(s=85),AdaptWin,5070,4779,550,20,18,504,-0.0328,0.0621,0.0326,0.65,0.896,0.0,0.8372,0.0621,399
RSV,minority_E,FreqThresh(p=80),FreqThresh,5070,4779,550,20,18,504,-0.1054,0.0,0.0,0.0,0.0,0.0,0.3561,0.0,125
RSV,minority_E,FreqThresh(p=85),FreqThresh,5070,4779,550,20,18,504,-0.0921,0.0,0.0,0.0,0.0,0.0,0.2909,0.0,101
RSV,minority_E,FreqThresh(p=90),FreqThresh,5070,4779,550,20,18,504,-0.0692,0.0,0.0,0.0,0.0,0.0,0.1731,0.0,62
RSV,minority_E,FreqThresh(p=95),FreqThresh,5070,4779,550,20,18,504,-0.0467,0.0,0.0,0.0,0.0,0.0,0.0674,0.0,30
RSV,minority_E,MutClust-Orig(g=10),MutClust-Orig,5070,4779,550,20,18,504,0.0,0.0702,0.0364,1.0,1.0,1.0,0.9564,-0.2298,550
RSV,P*minority_E,Wavelet(t=1.0),Wavelet,5070,4779,550,20,18,504,0.0062,0.0705,0.0372,0.65,1.0244,1.0,0.7737,-0.2295,349
RSV,P*minority_E,Wavelet(t=1.5),Wavelet,5070,4779,550,20,18,504,0.0375,0.0855,0.0515,0.25,1.4175,0.5,0.3228,-0.0645,97
RSV,P*minority_E,Wavelet(t=2.0),Wavelet,5070,4779,550,20,18,504,0.0565,0.093,0.087,0.1,2.3913,0.0,0.0873,0.093,23
RSV,P*minority_E,KDE(p=75),KDE,5070,4779,550,20,18,504,-0.1124,0.0,0.0,0.0,0.0,0.0,0.4299,0.0,138
RSV,P*minority_E,KDE(p=80),KDE,5070,4779,550,20,18,504,-0.0971,0.0,0.0,0.0,0.0,0.0,0.3583,0.0,110
RSV,P*minority_E,KDE(p=85),KDE,5070,4779,550,20,18,504,-0.0819,0.0,0.0,0.0,0.0,0.0,0.2828,0.0,83
RSV,P*minority_E,SlidingTest(p=0.05),SlidingTest,5070,4779,550,20,18,504,-0.0377,0.0,0.0,0.0,0.0,0.0,0.0763,0.0,20
