pathogen,scoring,detector,family,mcc,precision,recall,f1,n_detected
Influenza_B,tranception,GradPeak(p=0.2),GradPeak,-0.02342,0.018182,0.058824,0.027778,55
Influenza_B,tranception,GradPeak(p=0.5),GradPeak,-0.043559,0.0,0.0,0.0,32
Influenza_B,tranception,LocalContrast(z=1.0),LocalContrast,-0.019978,0.022472,0.117647,0.037736,89
Influenza_B,tranception,LocalContrast(z=1.5),LocalContrast,0.033369,0.051282,0.117647,0.071429,39
Influenza_B,tranception,LocalContrast(z=2.0),LocalContrast,-0.031308,0.0,0.0,0.0,17
Influenza_B,tranception,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.032245,0.0,0.0,0.0,18
Influenza_B,tranception,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.010593,0.0,0.0,0.0,2
Influenza_B,tranception,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.007484,0.0,0.0,0.0,1
Influenza_B,tranception,AdaptiveKnee,AdaptiveKnee,-0.03578,0.0,0.0,0.0,22
Influenza_B,tranception,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.040762,0.037736,0.588235,0.070922,265
Influenza_B,tranception,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.002882,0.030181,0.882353,0.058366,497
Influenza_B,tranception,Spectral(z=1.5),Spectral,-0.046378,0.0,0.0,0.0,36
Influenza_B,tranception,Spectral(z=2.0),Spectral,-0.03578,0.0,0.0,0.0,22
Influenza_B,tranception,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0
Influenza_B,tranception,Bayes(prior=0.15),Bayes,0.0,0.0,0.0,0.0,0
Influenza_B,tranception,AdaptWin(s=90),AdaptWin,0.092933,0.042614,0.882353,0.081301,352
Influenza_B,tranception,AdaptWin(s=85),AdaptWin,0.06647,0.036281,0.941176,0.069869,441
Influenza_B,tranception,FreqThresh(p=80),FreqThresh,-0.036429,0.017857,0.117647,0.031008,112
Influenza_B,tranception,FreqThresh(p=85),FreqThresh,-0.016032,0.02381,0.117647,0.039604,84
Influenza_B,tranception,FreqThresh(p=90),FreqThresh,-0.024286,0.017857,0.058824,0.027397,56
Influenza_B,tranception,FreqThresh(p=95),FreqThresh,-0.040593,0.0,0.0,0.0,28
Influenza_B,tranception,"SWAN(w=10,k=1.0)",SWAN,0.072739,0.044355,0.647059,0.083019,248
Influenza_B,tranception,"SWAN(w=10,k=1.5)",SWAN,0.041892,0.04,0.470588,0.073733,200
Influenza_B,tranception,"SWAN(w=10,k=2.0)",SWAN,-0.043845,0.012195,0.058824,0.020202,82
Influenza_B,tranception,"SWAN(w=20,k=1.0)",SWAN,0.068111,0.043137,0.647059,0.080882,255
Influenza_B,tranception,"SWAN(w=20,k=1.5)",SWAN,0.026159,0.035874,0.470588,0.066667,223
Influenza_B,tranception,"SWAN(w=20,k=2.0)",SWAN,0.050535,0.042553,0.470588,0.078049,188
Influenza_B,tranception,"SWAN(w=50,k=1.0)",SWAN,0.059679,0.041045,0.647059,0.077193,268
Influenza_B,tranception,"SWAN(w=50,k=1.5)",SWAN,0.061608,0.041509,0.647059,0.078014,265
Influenza_B,tranception,"SWAN(w=50,k=2.0)",SWAN,0.067455,0.042969,0.647059,0.080586,256
Influenza_B,tranception,MutClust-Orig(g=10),MutClust-Orig,0.0,0.030357,1.0,0.058925,560
Influenza_B,stability,Wavelet(t=1.0),Wavelet,-0.049088,0.011111,0.058824,0.018692,90
Influenza_B,stability,Wavelet(t=1.5),Wavelet,-0.059563,0.0,0.0,0.0,57
Influenza_B,stability,Wavelet(t=2.0),Wavelet,-0.038249,0.0,0.0,0.0,25
Influenza_B,stability,KDE(p=75),KDE,-0.102156,0.0,0.0,0.0,140
Influenza_B,stability,KDE(p=80),KDE,-0.08847,0.0,0.0,0.0,112
Influenza_B,stability,KDE(p=85),KDE,-0.074329,0.0,0.0,0.0,84
Influenza_B,stability,SlidingTest(p=0.01),SlidingTest,-0.046378,0.0,0.0,0.0,36
Influenza_B,stability,SlidingTest(p=0.05),SlidingTest,-0.058393,0.0,0.0,0.0,55
Influenza_B,stability,GradPeak(p=0.2),GradPeak,0.015036,0.036585,0.176471,0.060606,82
Influenza_B,stability,GradPeak(p=0.5),GradPeak,0.025696,0.045455,0.117647,0.065574,44
Influenza_B,stability,LocalContrast(z=1.0),LocalContrast,-0.025249,0.020833,0.117647,0.035398,96
Influenza_B,stability,LocalContrast(z=1.5),LocalContrast,-0.001401,0.029412,0.058824,0.039216,34
Influenza_B,stability,LocalContrast(z=2.0),LocalContrast,-0.019907,0.0,0.0,0.0,7
Influenza_B,stability,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.029354,0.0,0.0,0.0,15
Influenza_B,stability,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.015008,0.0,0.0,0.0,4
Influenza_B,stability,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.012985,0.0,0.0,0.0,3
Influenza_B,stability,AdaptiveKnee,AdaptiveKnee,0.021652,0.031558,0.941176,0.061069,507
Influenza_B,stability,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.070647,0.0,0.0,0.0,77
Influenza_B,stability,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.051786,0.040323,0.588235,0.075472,248
Influenza_B,stability,Spectral(z=1.5),Spectral,-0.020749,0.019231,0.058824,0.028986,52
Influenza_B,stability,Spectral(z=2.0),Spectral,-0.039043,0.0,0.0,0.0,26
Influenza_B,stability,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0
Influenza_B,stability,Bayes(prior=0.15),Bayes,-0.021301,0.0,0.0,0.0,8
Influenza_B,stability,AdaptWin(s=90),AdaptWin,-0.043171,0.012346,0.058824,0.020408,81
Influenza_B,stability,AdaptWin(s=85),AdaptWin,-0.065251,0.012579,0.117647,0.022727,159
Influenza_B,stability,FreqThresh(p=80),FreqThresh,-0.014405,0.02439,0.117647,0.040404,82
Influenza_B,stability,FreqThresh(p=85),FreqThresh,-0.037592,0.013699,0.058824,0.022222,73
Influenza_B,stability,FreqThresh(p=90),FreqThresh,-0.009775,0.02439,0.058824,0.034483,41
Influenza_B,stability,FreqThresh(p=95),FreqThresh,-0.005163,0.027027,0.058824,0.037037,37
Influenza_B,stability,"SWAN(w=10,k=1.0)",SWAN,-0.023686,0.024096,0.235294,0.043716,166
Influenza_B,stability,"SWAN(w=10,k=1.5)",SWAN,0.009859,0.033613,0.235294,0.058824,119
Influenza_B,stability,"SWAN(w=10,k=2.0)",SWAN,-0.064674,0.0,0.0,0.0,66
Influenza_B,stability,"SWAN(w=20,k=1.0)",SWAN,0.011939,0.033333,0.352941,0.060914,180
Influenza_B,stability,"SWAN(w=20,k=1.5)",SWAN,0.026794,0.03876,0.294118,0.068493,129
Influenza_B,stability,"SWAN(w=20,k=2.0)",SWAN,-0.068505,0.0,0.0,0.0,73
Influenza_B,stability,"SWAN(w=50,k=1.0)",SWAN,-0.048641,0.019417,0.235294,0.035874,206
Influenza_B,stability,"SWAN(w=50,k=1.5)",SWAN,-0.056474,0.013889,0.117647,0.024845,144
Influenza_B,stability,"SWAN(w=50,k=2.0)",SWAN,-0.037758,0.017544,0.117647,0.030534,114
Influenza_B,stability,MutClust-Orig(g=10),MutClust-Orig,0.060017,0.036585,0.882353,0.070258,410
Influenza_B,stability_structural,Wavelet(t=1.0),Wavelet,-0.055322,0.01,0.058824,0.017094,100
Influenza_B,stability_structural,Wavelet(t=1.5),Wavelet,-0.039043,0.0,0.0,0.0,26
Influenza_B,stability_structural,Wavelet(t=2.0),Wavelet,-0.028333,0.0,0.0,0.0,14
Influenza_B,stability_structural,KDE(p=75),KDE,-0.102156,0.0,0.0,0.0,140
Influenza_B,stability_structural,KDE(p=80),KDE,-0.08847,0.0,0.0,0.0,112
Influenza_B,stability_structural,KDE(p=85),KDE,-0.074329,0.0,0.0,0.0,84
Influenza_B,stability_structural,SlidingTest(p=0.01),SlidingTest,-0.021301,0.0,0.0,0.0,8
Influenza_B,stability_structural,SlidingTest(p=0.05),SlidingTest,-0.055402,0.0,0.0,0.0,50
Influenza_B,stability_structural,GradPeak(p=0.2),GradPeak,0.0,0.0,0.0,0.0,0
Influenza_B,stability_structural,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0
Influenza_B,stability_structural,LocalContrast(z=1.0),LocalContrast,-0.023771,0.021277,0.117647,0.036036,94
Influenza_B,stability_structural,LocalContrast(z=1.5),LocalContrast,-0.001401,0.029412,0.058824,0.039216,34
Influenza_B,stability_structural,LocalContrast(z=2.0),LocalContrast,-0.019907,0.0,0.0,0.0,7
Influenza_B,stability_structural,"CUSUM(d=0.3,h=3.0)",CUSUM,0.038333,0.071429,0.058824,0.064516,14
Influenza_B,stability_structural,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.018414,0.0,0.0,0.0,6
Influenza_B,stability_structural,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.010593,0.0,0.0,0.0,2
Influenza_B,stability_structural,AdaptiveKnee,AdaptiveKnee,-0.024271,0.029126,0.882353,0.056391,515
Influenza_B,stability_structural,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.013117,0.035714,0.176471,0.059406,84
Influenza_B,stability_structural,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.100057,0.048148,0.764706,0.090592,270
Influenza_B,stability_structural,Spectral(z=1.5),Spectral,-0.01602,0.021277,0.058824,0.03125,47
Influenza_B,stability_structural,Spectral(z=2.0),Spectral,0.010423,0.038462,0.058824,0.046512,26
Influenza_B,stability_structural,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0
Influenza_B,stability_structural,Bayes(prior=0.15),Bayes,-0.005163,0.027027,0.058824,0.037037,37
Influenza_B,stability_structural,AdaptWin(s=90),AdaptWin,-0.030057,0.015873,0.058824,0.025,63
Influenza_B,stability_structural,AdaptWin(s=85),AdaptWin,-0.017025,0.024793,0.176471,0.043478,121
Influenza_B,stability_structural,FreqThresh(p=80),FreqThresh,-0.016032,0.02381,0.117647,0.039604,84
Influenza_B,stability_structural,FreqThresh(p=85),FreqThresh,0.003909,0.032258,0.117647,0.050633,62
Influenza_B,stability_structural,FreqThresh(p=90),FreqThresh,-0.009775,0.02439,0.058824,0.034483,41
Influenza_B,stability_structural,FreqThresh(p=95),FreqThresh,0.017795,0.045455,0.058824,0.051282,22
Influenza_B,stability_structural,"SWAN(w=10,k=1.0)",SWAN,-0.05766,0.013699,0.117647,0.02454,146
Influenza_B,stability_structural,"SWAN(w=10,k=1.5)",SWAN,-0.021513,0.021978,0.117647,0.037037,91
Influenza_B,stability_structural,"SWAN(w=10,k=2.0)",SWAN,0.00087,0.030769,0.117647,0.04878,65
Influenza_B,stability_structural,"SWAN(w=20,k=1.0)",SWAN,-0.054683,0.014184,0.117647,0.025316,141
Influenza_B,stability_structural,"SWAN(w=20,k=1.5)",SWAN,-0.036429,0.017857,0.117647,0.031008,112
Influenza_B,stability_structural,"SWAN(w=20,k=2.0)",SWAN,-0.021513,0.021978,0.117647,0.037037,91
Influenza_B,stability_structural,"SWAN(w=50,k=1.0)",SWAN,-0.043406,0.018634,0.176471,0.033708,161
Influenza_B,stability_structural,"SWAN(w=50,k=1.5)",SWAN,-0.06633,0.0,0.0,0.0,69
Influenza_B,stability_structural,"SWAN(w=50,k=2.0)",SWAN,-0.060143,0.0,0.0,0.0,58
Influenza_B,stability_structural,MutClust-Orig(g=10),MutClust-Orig,0.0,0.0,0.0,0.0,0
Influenza_B,freq_with_indel,Wavelet(t=1.0),Wavelet,0.098173,0.064815,0.411765,0.112,108
Influenza_B,freq_with_indel,Wavelet(t=1.5),Wavelet,-0.062432,0.0,0.0,0.0,62
Influenza_B,freq_with_indel,Wavelet(t=2.0),Wavelet,-0.04135,0.0,0.0,0.0,29
Influenza_B,freq_with_indel,KDE(p=75),KDE,-0.102156,0.0,0.0,0.0,140
Influenza_B,freq_with_indel,KDE(p=80),KDE,-0.08847,0.0,0.0,0.0,112
Influenza_B,freq_with_indel,KDE(p=85),KDE,-0.074329,0.0,0.0,0.0,84
Influenza_B,freq_with_indel,SlidingTest(p=0.01),SlidingTest,-0.12024,0.010381,0.176471,0.019608,289
Influenza_B,freq_with_indel,SlidingTest(p=0.05),SlidingTest,-0.184605,0.008021,0.176471,0.015345,374
Influenza_B,freq_with_indel,GradPeak(p=0.2),GradPeak,0.23218,0.5,0.117647,0.190476,4
Influenza_B,freq_with_indel,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0
Influenza_B,freq_with_indel,LocalContrast(z=1.0),LocalContrast,0.158821,0.153846,0.235294,0.186047,26
Influenza_B,freq_with_indel,LocalContrast(z=1.5),LocalContrast,0.090023,0.117647,0.117647,0.117647,17
Influenza_B,freq_with_indel,LocalContrast(z=2.0),LocalContrast,0.142924,0.222222,0.117647,0.153846,9
Influenza_B,freq_with_indel,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.049074,0.0,0.0,0.0,40
Influenza_B,freq_with_indel,"CUSUM(d=0.5,h=4.0)",CUSUM,0.045692,0.083333,0.058824,0.068966,12
Influenza_B,freq_with_indel,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.023859,0.0,0.0,0.0,10
Influenza_B,freq_with_indel,AdaptiveKnee,AdaptiveKnee,-0.093019,0.016077,0.294118,0.030488,311
Influenza_B,freq_with_indel,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.183974,0.013699,0.352941,0.026374,438
Influenza_B,freq_with_indel,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.129381,0.023483,0.705882,0.045455,511
Influenza_B,freq_with_indel,Spectral(z=1.5),Spectral,0.046527,0.054545,0.176471,0.083333,55
Influenza_B,freq_with_indel,Spectral(z=2.0),Spectral,0.093712,0.096774,0.176471,0.125,31
Influenza_B,freq_with_indel,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0
Influenza_B,freq_with_indel,Bayes(prior=0.15),Bayes,0.0,0.0,0.0,0.0,0
Influenza_B,freq_with_indel,AdaptWin(s=90),AdaptWin,-0.147445,0.013089,0.294118,0.025063,382
Influenza_B,freq_with_indel,AdaptWin(s=85),AdaptWin,-0.147445,0.013089,0.294118,0.025063,382
Influenza_B,freq_with_indel,FreqThresh(p=80),FreqThresh,-0.062449,0.008929,0.058824,0.015504,112
Influenza_B,freq_with_indel,FreqThresh(p=85),FreqThresh,-0.047152,0.011494,0.058824,0.019231,87
Influenza_B,freq_with_indel,FreqThresh(p=90),FreqThresh,-0.025985,0.017241,0.058824,0.026667,58
Influenza_B,freq_with_indel,FreqThresh(p=95),FreqThresh,0.007163,0.035714,0.058824,0.044444,28
Influenza_B,freq_with_indel,"SWAN(w=10,k=1.0)",SWAN,-0.138388,0.009494,0.176471,0.018018,316
Influenza_B,freq_with_indel,"SWAN(w=10,k=1.5)",SWAN,-0.138388,0.009494,0.176471,0.018018,316
Influenza_B,freq_with_indel,"SWAN(w=10,k=2.0)",SWAN,-0.118309,0.01049,0.176471,0.019802,286
Influenza_B,freq_with_indel,"SWAN(w=20,k=1.0)",SWAN,-0.138388,0.009494,0.176471,0.018018,316
Influenza_B,freq_with_indel,"SWAN(w=20,k=1.5)",SWAN,-0.138388,0.009494,0.176471,0.018018,316
Influenza_B,freq_with_indel,"SWAN(w=20,k=2.0)",SWAN,-0.138388,0.009494,0.176471,0.018018,316
Influenza_B,freq_with_indel,"SWAN(w=50,k=1.0)",SWAN,-0.118091,0.012618,0.235294,0.023952,317
Influenza_B,freq_with_indel,"SWAN(w=50,k=1.5)",SWAN,-0.118091,0.012618,0.235294,0.023952,317
Influenza_B,freq_with_indel,"SWAN(w=50,k=2.0)",SWAN,-0.138388,0.009494,0.176471,0.018018,316
Influenza_B,freq_with_indel,MutClust-Orig(g=10),MutClust-Orig,0.062997,0.034205,1.0,0.066148,497
Influenza_B,entropy_with_indel,Wavelet(t=1.0),Wavelet,0.014071,0.036145,0.176471,0.06,83
Influenza_B,entropy_with_indel,Wavelet(t=1.5),Wavelet,-0.06072,0.0,0.0,0.0,59
Influenza_B,entropy_with_indel,Wavelet(t=2.0),Wavelet,-0.044277,0.0,0.0,0.0,33
Influenza_B,entropy_with_indel,KDE(p=75),KDE,-0.102156,0.0,0.0,0.0,140
Influenza_B,entropy_with_indel,KDE(p=80),KDE,-0.08847,0.0,0.0,0.0,112
Influenza_B,entropy_with_indel,KDE(p=85),KDE,-0.074329,0.0,0.0,0.0,84
Influenza_B,entropy_with_indel,SlidingTest(p=0.01),SlidingTest,-0.102112,0.011538,0.176471,0.021661,260
Influenza_B,entropy_with_indel,SlidingTest(p=0.05),SlidingTest,-0.173077,0.00831,0.176471,0.015873,361
Influenza_B,entropy_with_indel,GradPeak(p=0.2),GradPeak,0.059889,0.076923,0.117647,0.093023,26
Influenza_B,entropy_with_indel,GradPeak(p=0.5),GradPeak,0.167455,0.285714,0.117647,0.166667,7
Influenza_B,entropy_with_indel,LocalContrast(z=1.0),LocalContrast,0.190008,0.146341,0.352941,0.206897,41
Influenza_B,entropy_with_indel,LocalContrast(z=1.5),LocalContrast,0.085776,0.111111,0.117647,0.114286,18
Influenza_B,entropy_with_indel,LocalContrast(z=2.0),LocalContrast,0.133327,0.2,0.117647,0.148148,10
Influenza_B,entropy_with_indel,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.046378,0.0,0.0,0.0,36
Influenza_B,entropy_with_indel,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.026183,0.0,0.0,0.0,12
Influenza_B,entropy_with_indel,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.023859,0.0,0.0,0.0,10
Influenza_B,entropy_with_indel,AdaptiveKnee,AdaptiveKnee,-0.081807,0.017007,0.294118,0.032154,294
Influenza_B,entropy_with_indel,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.153842,0.010989,0.235294,0.020997,364
Influenza_B,entropy_with_indel,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.205399,0.018036,0.529412,0.034884,499
Influenza_B,entropy_with_indel,Spectral(z=1.5),Spectral,0.062559,0.066667,0.176471,0.096774,45
Influenza_B,entropy_with_indel,Spectral(z=2.0),Spectral,0.109355,0.115385,0.176471,0.139535,26
Influenza_B,entropy_with_indel,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0
Influenza_B,entropy_with_indel,Bayes(prior=0.15),Bayes,0.0,0.0,0.0,0.0,0
Influenza_B,entropy_with_indel,AdaptWin(s=90),AdaptWin,-0.063479,0.023136,0.529412,0.044335,389
Influenza_B,entropy_with_indel,AdaptWin(s=85),AdaptWin,-0.064271,0.023077,0.529412,0.044226,390
Influenza_B,entropy_with_indel,FreqThresh(p=80),FreqThresh,-0.010408,0.026786,0.176471,0.046512,112
Influenza_B,entropy_with_indel,FreqThresh(p=85),FreqThresh,0.013117,0.035714,0.176471,0.059406,84
Influenza_B,entropy_with_indel,FreqThresh(p=90),FreqThresh,0.045102,0.053571,0.176471,0.082192,56
Influenza_B,entropy_with_indel,FreqThresh(p=95),FreqThresh,0.102676,0.107143,0.176471,0.133333,28
Influenza_B,entropy_with_indel,"SWAN(w=10,k=1.0)",SWAN,-0.120184,0.0125,0.235294,0.023739,320
Influenza_B,entropy_with_indel,"SWAN(w=10,k=1.5)",SWAN,-0.115331,0.01278,0.235294,0.024242,313
Influenza_B,entropy_with_indel,"SWAN(w=10,k=2.0)",SWAN,-0.08617,0.014925,0.235294,0.02807,268
Influenza_B,entropy_with_indel,"SWAN(w=20,k=1.0)",SWAN,-0.122297,0.012384,0.235294,0.023529,323
Influenza_B,entropy_with_indel,"SWAN(w=20,k=1.5)",SWAN,-0.122297,0.012384,0.235294,0.023529,323
Influenza_B,entropy_with_indel,"SWAN(w=20,k=2.0)",SWAN,-0.118786,0.012579,0.235294,0.023881,318
Influenza_B,entropy_with_indel,"SWAN(w=50,k=1.0)",SWAN,-0.102628,0.015385,0.294118,0.02924,325
Influenza_B,entropy_with_indel,"SWAN(w=50,k=1.5)",SWAN,-0.102628,0.015385,0.294118,0.02924,325
Influenza_B,entropy_with_indel,"SWAN(w=50,k=2.0)",SWAN,-0.101929,0.015432,0.294118,0.029326,324
Influenza_B,entropy_with_indel,MutClust-Orig(g=10),MutClust-Orig,0.0,0.030357,1.0,0.058925,560
Influenza_B,fubar,Wavelet(t=1.0),Wavelet,0.016011,0.037037,0.176471,0.061224,81
Influenza_B,fubar,Wavelet(t=1.5),Wavelet,0.064378,0.068182,0.176471,0.098361,44
Influenza_B,fubar,Wavelet(t=2.0),Wavelet,-0.036619,0.0,0.0,0.0,23
Influenza_B,fubar,KDE(p=75),KDE,0.234358,0.1,0.823529,0.178344,140
Influenza_B,fubar,KDE(p=80),KDE,0.223776,0.107143,0.705882,0.186047,112
Influenza_B,fubar,KDE(p=85),KDE,0.158861,0.095238,0.470588,0.158416,84
Influenza_B,fubar,SlidingTest(p=0.01),SlidingTest,0.131723,0.104167,0.294118,0.153846,48
Influenza_B,fubar,SlidingTest(p=0.05),SlidingTest,0.111632,0.067227,0.470588,0.117647,119
Influenza_B,fubar,GradPeak(p=0.2),GradPeak,-0.025046,0.0,0.0,0.0,11
Influenza_B,fubar,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0
Influenza_B,fubar,LocalContrast(z=1.0),LocalContrast,0.005819,0.032609,0.176471,0.055046,92
Influenza_B,fubar,LocalContrast(z=1.5),LocalContrast,-0.016997,0.020833,0.058824,0.030769,48
Influenza_B,fubar,LocalContrast(z=2.0),LocalContrast,0.004127,0.033333,0.058824,0.042553,30
Influenza_B,fubar,"CUSUM(d=0.3,h=3.0)",CUSUM,0.02433,0.052632,0.058824,0.055556,19
Influenza_B,fubar,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.021301,0.0,0.0,0.0,8
Influenza_B,fubar,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.019907,0.0,0.0,0.0,7
Influenza_B,fubar,AdaptiveKnee,AdaptiveKnee,0.066595,0.056818,0.294118,0.095238,88
Influenza_B,fubar,ScoreDBSCAN(ep=8),ScoreDBSCAN,-0.137688,0.009524,0.176471,0.018072,315
Influenza_B,fubar,ScoreDBSCAN(ep=15),ScoreDBSCAN,-0.08934,0.022523,0.588235,0.043384,444
Influenza_B,fubar,Spectral(z=1.5),Spectral,0.085019,0.075472,0.235294,0.114286,53
Influenza_B,fubar,Spectral(z=2.0),Spectral,0.048197,0.064516,0.117647,0.083333,31
Influenza_B,fubar,Bayes(prior=0.1),Bayes,0.0,0.0,0.0,0.0,0
Influenza_B,fubar,Bayes(prior=0.15),Bayes,0.062548,0.08,0.117647,0.095238,25
Influenza_B,fubar,AdaptWin(s=90),AdaptWin,0.029026,0.041237,0.235294,0.070175,97
Influenza_B,fubar,AdaptWin(s=85),AdaptWin,0.064271,0.047059,0.470588,0.085561,170
Influenza_B,fubar,FreqThresh(p=80),FreqThresh,0.093674,0.0625,0.411765,0.108527,112
Influenza_B,fubar,FreqThresh(p=85),FreqThresh,0.070187,0.058824,0.294118,0.098039,85
Influenza_B,fubar,FreqThresh(p=90),FreqThresh,0.045102,0.053571,0.176471,0.082192,56
Influenza_B,fubar,FreqThresh(p=95),FreqThresh,0.05492,0.071429,0.117647,0.088889,28
Influenza_B,fubar,"SWAN(w=10,k=1.0)",SWAN,0.081889,0.053691,0.470588,0.096386,149
Influenza_B,fubar,"SWAN(w=10,k=1.5)",SWAN,0.119694,0.071429,0.470588,0.124031,112
Influenza_B,fubar,"SWAN(w=10,k=2.0)",SWAN,0.143322,0.085106,0.470588,0.144144,94
Influenza_B,fubar,"SWAN(w=20,k=1.0)",SWAN,0.12999,0.067568,0.588235,0.121212,148
Influenza_B,fubar,"SWAN(w=20,k=1.5)",SWAN,0.112186,0.06338,0.529412,0.113208,142
Influenza_B,fubar,"SWAN(w=20,k=2.0)",SWAN,0.093001,0.058394,0.470588,0.103896,137
Influenza_B,fubar,"SWAN(w=50,k=1.0)",SWAN,0.130378,0.063953,0.647059,0.116402,172
Influenza_B,fubar,"SWAN(w=50,k=1.5)",SWAN,0.136782,0.066667,0.647059,0.120879,165
Influenza_B,fubar,"SWAN(w=50,k=2.0)",SWAN,0.150388,0.077519,0.588235,0.136986,129
Influenza_B,fubar,MutClust-Orig(g=10),MutClust-Orig,0.010593,0.030466,1.0,0.05913,558
MERS,freq,Wavelet(t=1.0),Wavelet,-0.028761,0.0,0.0,0.0,144
MERS,freq,Wavelet(t=1.5),Wavelet,-0.022104,0.0,0.0,0.0,89
MERS,freq,Wavelet(t=2.0),Wavelet,-0.01698,0.0,0.0,0.0,54
MERS,freq,KDE(p=75),KDE,0.142822,0.027027,1.0,0.052632,333
MERS,freq,KDE(p=80),KDE,0.165082,0.033835,1.0,0.065455,266
MERS,freq,KDE(p=85),KDE,0.196198,0.045,1.0,0.086124,200
MERS,freq,SlidingTest(p=0.01),SlidingTest,-0.011655,0.0,0.0,0.0,26
MERS,freq,SlidingTest(p=0.05),SlidingTest,-0.02404,0.0,0.0,0.0,104
MERS,freq,GradPeak(p=0.2),GradPeak,0.0,0.0,0.0,0.0,0
MERS,freq,GradPeak(p=0.5),GradPeak,0.0,0.0,0.0,0.0,0
MERS,freq,LocalContrast(z=1.0),LocalContrast,-0.020178,0.0,0.0,0.0,75
MERS,freq,LocalContrast(z=1.5),LocalContrast,-0.016816,0.0,0.0,0.0,53
MERS,freq,LocalContrast(z=2.0),LocalContrast,-0.015446,0.0,0.0,0.0,45
MERS,freq,"CUSUM(d=0.3,h=3.0)",CUSUM,-0.010455,0.0,0.0,0.0,21
MERS,freq,"CUSUM(d=0.5,h=4.0)",CUSUM,-0.009108,0.0,0.0,0.0,16
MERS,freq,"CUSUM(d=0.5,h=5.0)",CUSUM,-0.008513,0.0,0.0,0.0,14
MERS,freq,AdaptiveKnee,AdaptiveKnee,-0.018252,0.0,0.0,0.0,62
MERS,freq,ScoreDBSCAN(ep=8),ScoreDBSCAN,0.003408,0.006924,0.777778,0.013725,1011
MERS,freq,ScoreDBSCAN(ep=15),ScoreDBSCAN,0.027283,0.007506,1.0,0.014901,1199
MERS,freq,Spectral(z=1.5),Spectral,-0.016143,0.0,0.0,0.0,49
MERS,freq,Spectral(z=2.0),Spectral,-0.014156,0.0,0.0,0.0,38
MERS,freq,Bayes(prior=0.1),Bayes,-0.002264,0.0,0.0,0.0,1
MERS,freq,Bayes(prior=0.15),Bayes,-0.009108,0.0,0.0,0.0,16
MERS,freq,AdaptWin(s=90),AdaptWin,0.015835,0.007387,0.888889,0.014652,1083
MERS,freq,AdaptWin(s=85),AdaptWin,-0.006743,0.006595,0.888889,0.013093,1213
MERS,freq,FreqThresh(p=80),FreqThresh,0.001904,0.007067,0.222222,0.013699,283
MERS,freq,FreqThresh(p=85),FreqThresh,-0.014192,0.004255,0.111111,0.008197,235
MERS,freq,FreqThresh(p=90),FreqThresh,0.001366,0.007092,0.111111,0.013333,141
MERS,freq,FreqThresh(p=95),FreqThresh,0.021617,0.014286,0.111111,0.025316,70
MERS,freq,"SWAN(w=10,k=1.0)",SWAN,-0.02429,0.0,0.0,0.0,106
MERS,freq,"SWAN(w=10,k=1.5)",SWAN,-0.019891,0.0,0.0,0.0,73
MERS,freq,"SWAN(w=10,k=2.0)",SWAN,-0.013963,0.0,0.0,0.0,37
MERS,freq,"SWAN(w=20,k=1.0)",SWAN,-0.02404,0.0,0.0,0.0,104
MERS,freq,"SWAN(w=20,k=1.5)",SWAN,-0.018406,0.0,0.0,0.0,63
MERS,freq,"SWAN(w=20,k=2.0)",SWAN,-0.012539,0.0,0.0,0.0,30
MERS,freq,"SWAN(w=50,k=1.0)",SWAN,-0.026467,0.0,0.0,0.0,124
